^SAMPLE = GSM669503
!Sample_title = normal_CA_26N
!Sample_geo_accession = GSM669503
!Sample_status = Public on Dec 01 2013
!Sample_submission_date = Feb 07 2011
!Sample_last_update_date = Dec 01 2013
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = prostate normal tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = race: CA
!Sample_characteristics_ch1 = tumor_stage: NA
!Sample_characteristics_ch1 = gleason_primary: NA
!Sample_characteristics_ch1 = gleason_secondary: NA
!Sample_characteristics_ch1 = age_at_prostatectomy_(years): 64.1666666666667
!Sample_treatment_protocol_ch1 = Fresh frozen tissue from radical prostatectomy.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Gentra genomic DNA isolation kit.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol.
!Sample_hyb_protocol = Affymetrix standard protocol.
!Sample_scan_protocol = Affymetrix standard protocol.
!Sample_description = Hybridized to 6.0 chip
!Sample_description = SNP/CN data for primary tumors.
!Sample_data_processing = Processed using Affy Power Tools (Birdseed v2 algorithm).
!Sample_platform_id = GPL6801
!Sample_contact_name = Alex,,Pearlman
!Sample_contact_email = alexander.pearlman@einstein.yu.edu, harry.ostrer@einstein.yu.edu
!Sample_contact_department = Pediatrics and Genetics
!Sample_contact_institute = Albert Einstein College of Medicine
!Sample_contact_address = 1300 Morris Park Avenue
!Sample_contact_city = Bronx
!Sample_contact_state = NY
!Sample_contact_zip/postal_code = 10461
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM669nnn/GSM669503/suppl/GSM669503.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM669nnn/GSM669503/suppl/GSM669503.chp.gz
!Sample_series_id = GSE27105
!Sample_data_row_count = 909622
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#SIGNAL A = 
#SIGNAL B = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	SIGNAL A	SIGNAL B
SNP_A-2131660	BB	0.001052	BB	692.819885	2457.916748
SNP_A-1967418	BB	0.002252	BB	384.209137	1002.425537
SNP_A-1969580	BB	0.006012	BB	864.772278	3657.307861
SNP_A-4263484	AB	0.000961	AB	1632.587646	1267.526611
SNP_A-1978185	AA	0.002600	AA	1639.556396	381.249146
SNP_A-4264431	AA	0.010619	AA	1694.522705	501.540985
SNP_A-1980898	BB	0.000576	BB	502.006958	1018.570496
SNP_A-1983139	AA	0.012447	AA	1765.624268	463.756897
SNP_A-4265735	AA	0.003017	AA	1795.144165	562.960449
SNP_A-1995832	AB	0.001411	AB	1424.822021	1127.437622
SNP_A-1995893	AB	0.002671	AB	1564.956055	1954.872681
SNP_A-1997689	BB	0.001566	BB	791.770874	2950.474854
SNP_A-1997709	AA	0.006801	AA	2252.900391	404.937897
SNP_A-1997896	AB	0.002701	AB	875.462463	1301.119873
SNP_A-1997922	AA	0.002961	AA	866.820923	288.210724
SNP_A-2000230	AA	0.008831	AA	3464.397217	1064.882202
SNP_A-2000332	AB	0.001160	AB	2544.761963	2590.420898
SNP_A-2000337	AA	0.003588	AA	1969.298828	372.408783
SNP_A-2000342	AA	0.001884	AA	3729.931152	932.423218
SNP_A-4268173	AA	0.023595	AA	2526.576416	340.165405
!sample_table_end
