^SAMPLE = GSM267437
!Sample_title = SNU-16 Cell Line(32K_A)
!Sample_geo_accession = GSM267437
!Sample_status = Public on Dec 29 2008
!Sample_submission_date = Feb 22 2008
!Sample_last_update_date = Dec 29 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = SNU-16 Cell Line(32K_A)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gastric Cell Line (SNU-16)
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_source_name_ch2 = reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = unrelated pooled male lymophocyte DNA from healthy donors
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_hyb_protocol = Hybridizations were performed using a MAUI hybridization station, and hybridized onto microarrays containing 32,000 DOP-PCR amplified BAC clones covering the human genome (Childrenâs Hospital Oakland Research Institute, BACPAC resources)
!Sample_scan_protocol = GeneChips were scanned using the GenePix 4000B scanner (Axon Instruments).
!Sample_description = SNU-16 Cell Line(32K_A)
!Sample_description = aCGH profiling for Gastric Cell Lines
!Sample_data_processing = The data were analyzed Genedata software for normalization and expression estimation
!Sample_platform_id = GPL6520
!Sample_contact_name = Wu,,Yonghui
!Sample_contact_email = yonghui@omniarray.com
!Sample_contact_institute = National Cancer Center of Singapore
!Sample_contact_address = 11 Hospital Drive
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169610
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM267nnn/GSM267437/suppl/GSM267437.gpr.gz
!Sample_series_id = GSE10611
!Sample_data_row_count = 16829
#ID_REF = NCCS(National Cancer Center Singapore) ID, spot identifier
#VALUE = normalized ratio (Cell line Signal / Reference Sample Signal)
#SN = Signal /noise
#RE = Reletive Error
!sample_table_begin
ID_REF	VALUE	SN	RE
1217804	1.0822657	4.348361	0.06919267
1218204	1.2358024	1.9336098	0.16661608
1218604	1.0445226	1.7704918	0.14831169
1224904	1.0010859	1.8340427	0.16254362
1225304	0.9881715	2.055319	0.17617205
1225704	0.91640794	2.264706	0.22746746
1227304	0.967845	2.6596637	0.13792858
1220904	0.9995872	2.1458333	0.1529114
1220504	0.9370214	5.1208344	0.080256924
1221504	1.052727	6.2622952	0.0752945
1224004	0.99383825	3.5691056	0.12533832
1223604	0.9727298	2.786885	0.11878042
1256204	0.99251425	1.496063	0.25891387
1256604	0.9018417	2.044355	0.17234613
1257004	0.8253916	2.185654	0.17675836
1258604	1.02714	2.4201682	0.1530602
1259004	1.0189708	2.2415257	0.19467983
1259404	0.86612886	2.6900826	0.1489218
1261004	1.0447748	5.281633	0.08007712
1261404	1.057308	3.988	0.1677525
!sample_table_end
