^SAMPLE = GSM267441
!Sample_title = NCI-N87 Cell Line(32K_B)
!Sample_geo_accession = GSM267441
!Sample_status = Public on Dec 29 2008
!Sample_submission_date = Feb 22 2008
!Sample_last_update_date = Dec 29 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NCI-N87 Cell Line(32K_B)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gastric Cell Line (NCI-N87)
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_source_name_ch2 = reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = unrelated pooled male lymophocyte DNA from healthy donors
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Blood and Cell Culture DNA extraction kit.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = 2 Âµg of cell line and reference genomic DNA (unrelated pooled male lymophocyte DNA from healthy donors) were labeled with Cy3-dCTP or Cy5-dCTP respectively (Amersham Biosciences) using the Bioprime Labelling system (Invitrogen)
!Sample_hyb_protocol = Hybridizations were performed using a MAUI hybridization station, and hybridized onto microarrays containing 32,000 DOP-PCR amplified BAC clones covering the human genome (Childrenâs Hospital Oakland Research Institute, BACPAC resources)
!Sample_scan_protocol = GeneChips were scanned using the GenePix 4000B scanner (Axon Instruments).
!Sample_description = NCI-N87 Cell Line(32K_B)
!Sample_description = aCGH profiling for Gastric Cell Lines
!Sample_data_processing = The data were analyzed Genedata software for normalization and expression estimation
!Sample_platform_id = GPL6521
!Sample_contact_name = Wu,,Yonghui
!Sample_contact_email = yonghui@omniarray.com
!Sample_contact_institute = National Cancer Center of Singapore
!Sample_contact_address = 11 Hospital Drive
!Sample_contact_city = Singapore
!Sample_contact_zip/postal_code = 169610
!Sample_contact_country = Singapore
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM267nnn/GSM267441/suppl/GSM267441.gpr.gz
!Sample_series_id = GSE10611
!Sample_data_row_count = 15621
#ID_REF = NCCS(National Cancer Center Singapore) ID, spot identifier
#VALUE = normalized ratio (Cell line Signal / Reference Sample Signal)
#SN = Signal /noise
#RE = Reletive Error
!sample_table_begin
ID_REF	VALUE	SN	RE
2957904	1.5327915	3.976415	0.22960258
2958304			
2958704			
2960304	1.5237408	2.678899	0.20148198
2960704	0.7368729	3.1506848	0.1605557
2961104	0.7265108	2.6540282	0.13944258
2980804	1.0321203	1.3864734	0.24479917
2981204	1.1289859	1.7889909	0.14630564
2981604	0.857275	1.7135924	0.19558485
2983204	1.0849816	1.6790698	0.2152765
2983604	0.93525726	5.0327106	0.10255763
2984004	0.880235	5.37037	0.12739909
2985604	0.90670204	4.6712956	0.0885254
2986004	0.85861355	2.2238095	0.16048765
2986404	0.9890361	4.238095	0.09401056
2988004	1.238418	2.4380953	0.16187689
2988404	1.0982548	2.9519231	0.12498999
2988804	0.95850605	2.17	0.169116
2961604	1.3402258	2.0961537	0.117147796
2962004	0.951466	2.738095	0.14693122
!sample_table_end
