^SAMPLE = GSM518844
!Sample_title = Patient 6870; Remission
!Sample_geo_accession = GSM518844
!Sample_status = Public on Mar 08 2012
!Sample_submission_date = Mar 08 2010
!Sample_last_update_date = Mar 08 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = blood/marrow cells
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Mononuclear cells
!Sample_characteristics_ch1 = disease status: AML
!Sample_characteristics_ch1 = patient id: Patient 6870
!Sample_characteristics_ch1 = biosample type: Remission
!Sample_treatment_protocol_ch1 = Mononuclear cells were harvested from peripheral blood or bone marrow of patients at presentation with AML and either cryopreserved in liquid nitrogen or used immediately for DNA extraction.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was prepared using standard proteinase K digestion and phenol/chloroform extraction or using Qiagen kit (Catalogue no. 51104)
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Genome-Wide Human SNP Array 6.0 protocol
!Sample_hyb_protocol = Genome-Wide Human SNP Array 6.0 protocol
!Sample_scan_protocol = Genome-Wide Human SNP Array 6.0 protocol
!Sample_description = SNP6 array data from AML patient at diagnosis
!Sample_data_processing = Affymetrix GeneChip Command Console operating software, Affymetrix Genotyping Console 2.1, Partek Genomic Suite, Genome Oriented Laboratory File (GOLF) using default parameters.
!Sample_platform_id = GPL6801
!Sample_contact_name = Manu,,Gupta
!Sample_contact_email = m.gupta@rbht.nhs.uk
!Sample_contact_department = Medical Oncology
!Sample_contact_institute = Queen Mary University of London
!Sample_contact_address = Charterhouse Sq.
!Sample_contact_city = London
!Sample_contact_zip/postal_code = EC1M 6BQ
!Sample_contact_country = United Kingdom
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM518nnn/GSM518844/suppl/GSM518844.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM518nnn/GSM518844/suppl/GSM518844.chp.gz
!Sample_series_id = GSE20672
!Sample_data_row_count = 909622
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#SIGNAL A = 
#SIGNAL B = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	SIGNAL A	SIGNAL B
SNP_A-2131660	AB	0.005492	AB	2828.891846	2715.552490
SNP_A-1967418	BB	0.000906	BB	277.868652	972.675659
SNP_A-1969580	BB	0.000625	BB	1197.773682	4559.058594
SNP_A-4263484	BB	0.001081	BB	547.150635	2333.609375
SNP_A-1978185	AA	0.004739	AA	1289.909180	394.349701
SNP_A-4264431	AA	0.004971	AA	2578.356445	423.143585
SNP_A-1980898	AB	0.001317	AB	838.755493	700.815796
SNP_A-1983139	AA	0.005354	AA	2718.387695	614.648682
SNP_A-4265735	AA	0.002206	AA	2105.561523	618.936035
SNP_A-1995832	AB	0.001695	AB	1698.038818	1381.262573
SNP_A-1995893	AB	0.001062	AB	1803.350098	2042.004517
SNP_A-1997689	BB	0.002217	BB	805.257019	3594.103516
SNP_A-1997709	AA	0.007893	AA	1937.399414	341.834290
SNP_A-1997896	AB	0.008661	AB	1414.706177	2019.431519
SNP_A-1997922	AA	0.003479	AA	1211.256226	305.085449
SNP_A-2000230	AA	0.008023	AA	3044.477051	1074.895508
SNP_A-2000332	AA	0.006972	AA	3572.471436	723.561707
SNP_A-2000337	AA	0.005897	AA	1538.726562	338.024323
SNP_A-2000342	AA	0.007008	AA	3988.196045	1340.240479
SNP_A-4268173	AA	0.009855	AA	2226.988281	320.937317
!sample_table_end
