^SAMPLE = GSM96799
!Sample_title = CGH_2006011804_der(X)_cell2
!Sample_geo_accession = GSM96799
!Sample_status = Public on Feb 16 2006
!Sample_submission_date = Feb 15 2006
!Sample_last_update_date = Feb 15 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 2) gDNA (46,XX,der(X)t(X;14)(q21.3;q23.1)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = One hundred and fifty nanogram of Phi29 amplified single-cell gDNA was labelled by random priming with Cy5-dUTP
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XY)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = One hundred and fifty nanogram of gDNA was labelled by random priming with Cy3-dUTP
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3455
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE4244
!Sample_data_row_count = 8026
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	1095	554	1950	682	541	1268	-1.20871239152592
2	1231	554	2123	653	677	1470	-1.09844656136206
3	934	598	1107	603	336	504	-0.564820645934482
4	755	569	876	631	186	245	-0.377337273107865
5	1448	531	4193	644	917	3549	-1.93227708067922
6	1571	554	4769	641	1017	4128	-2.00098143677908
7	3840	571	8136	675	3269	7461	-1.17037777638412
8	3667	561	7911	692	3106	7219	-1.19659931950364
9	2452	568	7319	686	1884	6633	-1.79572070613792
10	2734	584	7385	692	2150	6693	-1.6181744997018
11	15664	556	6801	673	15108	6128	1.32196634130189
12	17358	578	7414	616	16780	6798	1.32370230357219
13	15806	677	25574	5663	15129	19911	-0.376107194148823
14	5120	671	8516	731	4449	7785	-0.787074086003938
15	5065	553	6991	622	4512	6369	-0.477157949441066
16	4897	533	6855	633	4364	6222	-0.4915854384241
17	7784	577	3382	665	7207	2717	1.42752613457273
18	8827	574	3632	650	8253	2982	1.4887802375406
19	1545	550	4537	600	995	3937	-1.96418642694136
20	1314	558	4139	641	756	3498	-2.18993029491391
!sample_table_end
