^SAMPLE = GSM96803
!Sample_title = CGH_2006011806_der(X)_cell3
!Sample_geo_accession = GSM96803
!Sample_status = Public on Feb 16 2006
!Sample_submission_date = Feb 15 2006
!Sample_last_update_date = Feb 15 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 3) gDNA (46,XX,der(X)t(X;14)(q21.3;q23.1)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = One hundred and fifty nanogram of Phi29 amplified single-cell gDNA was labelled by random priming with Cy5-dUTP
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = One hundred and fifty nanogram of gDNA was labelled by random priming with Cy3-dUTP
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3455
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE4244
!Sample_data_row_count = 8026
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	979	584	2205	733	395	1472	-1.91118184396655
2	1082	573	2408	720	509	1688	-1.74290607360549
3	861	590	1072	686	271	386	-0.523636726888207
4	943	685	1183	838	258	345	-0.432554027216275
5	2417	597	4428	672	1820	3756	-1.05858734354171
6	2589	613	4770	752	1976	4018	-1.03722334812261
7	5873	593	7621	678	5280	6943	-0.408349972828831
8	5953	593	8206	776	5360	7430	-0.484457941054822
9	2264	558	6559	714	1706	5845	-1.78991410907473
10	2411	596	6963	731	1815	6232	-1.79305441615255
11	4817	585	6145	741	4232	5404	-0.366016778185657
12	5364	558	6855	668	4806	6187	-0.377732116457769
13	10113	564	7280	704	9549	6576	0.524810627701396
14	10809	563	7794	741	10246	7053	0.525423121106388
15	17897	576	6662	768	17321	5894	1.54187452759197
16	19029	614	6952	836	18415	6116	1.5768923544523
17	2489	572	3765	697	1917	3068	-0.691776876808781
18	2670	571	4071	678	2099	3393	-0.70618799439282
19	4205	587	3283	671	3618	2612	0.456708780100812
20	4749	544	3619	678	4205	2941	0.502470285281445
!sample_table_end
