^SAMPLE = GSM73747
!Sample_title = ZR75-30 vs NF (svi026)
!Sample_geo_accession = GSM73747
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = ZR75-30
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = ZR75-30
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3403.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	788	581	89	102	699	479	99	162	78	76	.672	137	1336	.598	.838	113	126	75	88	0	873	153	719	1.029	.972	.041	.041
2	1270	1162	96	107	1174	1055	105	112	78	76	.874	137	1125	.819	.892	114	127	94	107	0	1745	161	1584	1.35	.741	.433	.433
3	631	465	98	110	533	355	108	113	80	76	.654	137	1099	.571	.844	114	127	112	125	0	698	165	533	1	1	0	0
4	519	372	98	109	421	263	108	113	76	74	.65	137	1101	.516	.815	114	127	129	142	0	559	164	395	.938	1.066	-.092	-.092
5	604	441	99	107	505	334	109	115	81	81	.659	137	1099	.532	.833	114	127	147	160	0	662	161	502	.993	1.007	-.01	-.01
6	586	419	97	106	489	313	107	114	73	75	.667	137	1101	.55	.855	114	127	164	177	0	629	159	470	.961	1.04	-.057	-.057
7	895	613	92	101	803	512	97	105	79	78	.638	137	1115	.532	.853	113	126	182	195	0	921	152	769	.958	1.044	-.063	-.063
8	1010	664	92	100	918	564	96	105	72	73	.657	137	1075	.553	.89	113	126	201	214	0	997	150	847	.923	1.084	-.116	-.116
9	940	659	91	101	849	558	94	106	73	74	.622	137	1075	.581	.9	113	126	217	230	0	990	152	838	.987	1.013	-.019	-.019
10	1025	624	89	101	936	523	91	105	70	67	.598	137	1075	.508	.922	113	126	236	249	0	937	152	785	.839	1.192	-.253	-.253
11	641	594	91	105	550	489	93	108	70	71	.954	137	1071	.781	.877	113	126	252	265	0	892	158	734	1.335	.749	.417	.417
12	561	540	90	105	471	435	93	108	72	81	.94	137	1074	.785	.865	113	126	269	282	0	811	158	653	1.387	.721	.472	.472
13	471	1111	90	103	381	1008	92	107	59	74	2.4	137	1099	2.326	.897	113	126	288	301	0	1669	155	1514	3.973	.252	1.99	1.99
14	390	337	87	101	303	236	89	105	61	64	.84	137	1091	.684	.886	113	126	306	319	0	506	152	354	1.17	.855	.226	.226
15	784	532	85	103	699	429	87	104	61	62	.616	137	1075	.541	.911	113	126	323	336	0	799	155	644	.922	1.085	-.118	-.118
16	397	310	87	103	310	207	91	106	64	62	.699	137	1125	.593	.868	111	124	341	354	0	466	155	311	1.003	.997	.004	.004
17	506	473	93	106	413	367	104	114	72	68	.899	137	1115	.827	.908	111	124	358	371	0	710	159	551	1.335	.749	.416	.416
18	699	384	92	105	607	279	102	112	77	67	.468	137	1105	.437	.883	111	124	376	389	0	577	158	419	.69	1.449	-.535	-.535
19	423	313	87	103	336	210	89	106	64	59	.652	137	1066	.572	.893	113	126	393	406	0	470	155	315	.939	1.065	-.091	-.091
20	451	333	86	102	365	231	89	104	63	59	.696	112	1116	.584	.874	111	123	411	423	0	500	153	347	.95	1.052	-.073	-.073
!sample_table_end
