^SAMPLE = GSM73692
!Sample_title = BC-40 vs NF (svi120)
!Sample_geo_accession = GSM73692
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BC-40
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BC-40
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3422.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	195	291	26	28	169	263	30	34	83	86	1.547	208	1128	1.444	.952	89	105	76	92	0	218	21	197	1.167	.857	.222	.222
2	152	243	25	28	127	215	27	30	63	63	1.638	208	838	1.57	.95	90	106	95	111	0	182	21	161	1.269	.788	.344	.344
3	134	177	24	26	110	151	25	27	87	86	1.396	208	806	1.231	.909	89	105	113	129	0	133	19	113	1.029	.972	.041	.041
4	104	143	27	27	77	116	28	28	59	60	1.429	208	850	1.343	.932	87	103	130	146	0	107	20	87	1.129	.885	.176	.176
5	163	217	30	29	133	188	35	37	82	91	1.39	208	853	1.288	.928	88	104	147	163	0	163	22	141	1.06	.944	.084	.084
6	118	178	29	29	89	149	33	35	58	69	1.649	177	892	1.429	.919	88	103	167	182	0	133	22	112	1.255	.797	.328	.328
7	138	209	28	27	110	182	29	29	58	57	1.622	208	871	1.516	.934	87	103	183	199	0	157	20	136	1.24	.806	.311	.311
8	149	229	27	26	122	203	28	29	56	60	1.577	208	849	1.5	.948	88	104	201	217	0	172	19	152	1.247	.802	.319	.319
9	244	366	29	27	215	339	31	30	73	81	1.551	156	902	1.403	.935	88	102	217	231	0	274	20	254	1.182	.846	.241	.241
10	247	427	30	29	217	398	34	34	70	80	1.836	156	964	1.622	.952	88	102	234	248	0	320	22	298	1.375	.727	.459	.459
11	267	523	30	31	237	492	33	36	69	71	1.719	208	958	2.318	.841	86	102	252	268	-100	392	23	369	1.556	.643		.638
12	156	227	30	30	126	197	31	32	70	77	1.507	177	871	1.327	.905	88	103	271	286	0	170	22	148	1.172	.853	.229	.229
13	146	230	29	31	117	199	30	32	71	75	1.611	156	919	1.441	.922	88	102	288	302	0	172	23	149	1.275	.784	.351	.351
14	119	179	28	30	91	149	29	31	68	73	1.514	156	973	1.432	.912	87	101	307	321	0	134	22	112	1.227	.815	.296	.296
15	231	388	27	31	204	357	28	31	71	71	1.644	156	974	1.633	.933	86	100	324	338	0	291	23	268	1.312	.762	.392	.392
16	126	168	28	32	98	136	29	33	74	76	1.356	156	978	1.064	.844	86	100	342	356	0	126	24	102	1.04	.961	.057	.057
17	118	176	28	32	90	144	28	32	67	74	1.484	156	983	1.148	.852	85	99	359	373	0	132	24	108	1.199	.834	.262	.262
18	183	255	28	32	155	223	29	34	77	81	1.448	156	968	1.265	.898	86	100	376	390	0	191	24	167	1.079	.927	.109	.109
19	140	215	27	31	113	184	28	33	78	82	1.621	156	989	1.301	.879	85	99	395	409	0	161	23	138	1.221	.819	.288	.288
20	200	333	26	31	174	302	27	32	60	64	1.665	156	955	1.544	.918	85	99	412	426	0	250	23	226	1.301	.769	.38	.38
!sample_table_end
