^SAMPLE = GSM73722
!Sample_title = UACC-812 vs NF (svi027)
!Sample_geo_accession = GSM73722
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = UACC-812
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = UACC-812
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3541.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	1088	1179	126	167	962	1012	179	178	81	79	1.057	137	1328	.877	.819	129	142	131	144	0	1089	154	935	.972	1.029	-.041	-.041
2	1387	1489	129	167	1258	1322	181	177	78	75	1.072	137	1138	.945	.873	129	142	150	163	0	1375	154	1221	.971	1.03	-.043	-.043
3	902	1188	132	170	770	1018	191	179	77	79	1.291	137	1125	1.026	.793	129	142	167	180	0	1097	157	940	1.221	.819	.288	.288
4	785	889	127	169	658	720	186	179	80	77	1.029	137	1125	.967	.863	129	142	185	198	0	821	156	665	1.011	.989	.015	.015
5	796	887	123	169	673	718	184	185	72	75	1.04	137	1125	.858	.822	129	142	202	215	0	819	156	663	.985	1.015	-.021	-.021
6	751	826	117	168	634	658	172	185	75	75	1.017	137	1118	.8	.809	129	142	220	233	0	763	155	608	.959	1.043	-.061	-.061
7	895	1079	114	165	781	914	153	177	75	75	1.162	137	1121	.993	.864	129	142	237	250	0	997	152	844	1.081	.925	.112	.112
8	780	931	116	164	664	767	155	177	67	67	1.137	137	1118	.904	.812	129	142	256	269	0	860	151	708	1.067	.937	.094	.094
9	839	803	116	160	723	643	156	171	75	70	.875	137	1101	.773	.839	129	142	272	285	0	742	148	594	.821	1.217	-.284	-.284
10	831	981	117	160	714	821	174	173	64	67	1.186	137	1103	.952	.83	129	142	291	304	0	906	148	758	1.062	.942	.087	.087
11	653	791	121	159	532	632	171	172	70	69	1.103	137	1106	.924	.786	129	142	307	320	0	731	147	584	1.097	.911	.134	.134
12	585	712	117	155	468	557	160	164	72	70	1.221	137	1099	1.013	.826	129	142	325	338	0	658	143	514	1.099	.91	.137	.137
13	673	758	115	153	558	605	147	158	60	57	1.064	137	1094	.981	.881	129	142	344	357	0	700	141	559	1.001	.999	.002	.002
14	665	635	108	150	557	485	133	152	59	59	1.049	137	1092	.308	.648	129	142	361	374	-100	587	139	448	.804	1.243		-.314
15	757	827	103	147	654	680	124	151	57	54	1.062	137	1125	.929	.893	128	141	379	392	0	764	136	628	.96	1.041	-.058	-.058
16	342	457	104	149	238	308	138	156	55	56	1.322	137	1125	.955	.793	128	141	396	409	0	422	138	284	1.195	.837	.257	.257
17	499	505	103	149	396	356	142	154	71	67	1.04	137	1125	.474	.619	128	141	414	427	0	466	138	329	.83	1.204	-.268	-.268
18	429	504	102	143	327	361	130	146	70	68	1.124	137	1125	.87	.823	128	141	431	444	0	466	132	333	1.02	.981	.028	.028
19	379	474	104	141	275	333	120	144	56	60	1.242	137	1098	1.052	.899	129	142	449	462	0	438	130	308	1.119	.894	.162	.162
20	221	296	99	139	122	157	125	150	25	32	1.114	112	1116	.944	.846	128	140	466	478	0	273	128	145	1.189	.841	.249	.249
!sample_table_end
