^SAMPLE = GSM73770
!Sample_title = BC-34 vs NF (svi116)
!Sample_geo_accession = GSM73770
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BC-34
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BC-34
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3410.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	257	405	18	20	239	385	19	21	81	86	1.655	208	1160	1.489	.972	81	97	64	80	0	319	16	304	1.27	.787	.345	.345
2	152	250	19	22	133	228	20	22	60	61	1.701	208	863	1.635	.975	82	98	83	99	0	197	17	180	1.351	.74	.434	.434
3	173	251	18	22	155	229	19	23	86	91	1.49	208	805	1.346	.946	82	98	100	116	0	198	17	181	1.165	.859	.22	.22
4	170	256	17	22	153	234	18	23	65	69	1.524	208	820	1.414	.969	81	97	117	133	0	202	17	184	1.206	.829	.27	.27
5	193	280	19	22	174	258	19	23	79	85	1.496	208	847	1.384	.974	81	97	135	151	0	221	17	203	1.169	.855	.225	.225
6	131	192	19	22	112	170	19	24	65	69	1.468	177	905	1.387	.966	81	96	153	168	0	151	17	134	1.197	.836	.259	.259
7	166	236	19	24	147	212	20	28	58	58	1.403	208	915	1.352	.976	80	96	171	187	0	186	19	167	1.137	.88	.185	.185
8	133	217	17	24	116	193	19	27	61	52	1.6	208	856	1.589	.98	81	97	189	205	0	171	19	152	1.312	.762	.391	.391
9	225	352	16	24	209	328	16	24	77	76	1.528	156	888	1.472	.973	82	96	205	219	0	277	19	259	1.237	.808	.307	.307
10	260	428	15	23	245	405	15	24	68	70	1.666	156	994	1.612	.987	81	95	223	237	0	337	18	319	1.303	.767	.382	.382
11	214	339	15	24	199	315	15	25	70	75	1.57	156	936	1.49	.975	82	96	240	254	0	267	19	248	1.248	.801	.319	.319
12	164	267	14	23	150	244	15	24	72	76	1.617	177	945	1.47	.971	82	97	257	272	0	210	18	192	1.282	.78	.359	.359
13	120	198	15	23	105	175	15	23	65	63	1.571	156	992	1.511	.968	81	95	276	290	0	156	18	138	1.314	.761	.394	.394
14	111	170	17	25	94	145	17	25	67	69	1.551	156	927	1.375	.96	83	97	294	308	0	134	20	114	1.216	.822	.282	.282
15	243	416	18	26	225	390	18	26	66	65	1.599	156	1002	1.563	.967	81	95	311	325	0	328	20	307	1.366	.732	.45	.45
16	138	208	18	26	120	182	19	27	73	72	1.502	156	1001	1.36	.946	80	94	330	344	0	164	20	143	1.196	.836	.258	.258
17	145	217	19	27	126	190	19	28	69	75	1.444	156	972	1.334	.95	81	95	346	360	0	171	21	150	1.189	.841	.249	.249
18	206	318	19	28	187	290	19	29	82	82	1.536	156	944	1.384	.962	81	95	365	379	0	251	22	229	1.223	.818	.29	.29
19	141	227	19	29	122	198	19	30	71	72	1.6	156	975	1.489	.944	80	94	382	396	0	179	23	156	1.279	.782	.356	.356
20	156	253	19	28	137	225	19	30	60	63	1.617	156	970	1.566	.975	80	94	400	414	0	199	22	177	1.295	.772	.373	.373
!sample_table_end
