^SAMPLE = GSM73700
!Sample_title = BC-14 vs NF (svi063)
!Sample_geo_accession = GSM73700
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BC-14
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BC-14
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3573.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	467	598	64	107	403	491	67	110	64	66	1.266	208	1117	1.14	.944	101	117	106	122	0	556	100	457	1.133	.883	.18	.18
2	617	846	63	109	554	737	66	111	67	66	1.351	208	879	1.25	.964	101	117	125	141	0	787	101	685	1.237	.808	.307	.307
3	349	422	62	106	287	316	69	113	66	61	1.091	208	829	1.049	.957	102	118	142	158	0	392	99	294	1.024	.977	.034	.034
4	416	635	64	106	352	529	71	114	67	67	1.528	208	836	1.385	.942	102	118	159	175	0	591	99	492	1.398	.716	.483	.483
5	382	478	64	105	318	373	71	113	69	69	1.162	208	863	1.093	.95	102	118	176	192	0	445	98	347	1.091	.917	.125	.125
6	491	600	66	101	425	499	73	107	77	81	1.204	177	1003	1.048	.934	101	116	195	210	0	558	94	464	1.092	.916	.127	.127
7	517	938	66	102	451	836	75	109	80	82	1.227	156	999	2.559	.559	101	115	214	228	-100	872	95	777	1.724	.58		.786
8	749	876	65	104	684	772	69	108	76	80	1.107	156	952	1.017	.949	101	115	231	245	0	815	97	718	1.05	.953	.07	.07
9	528	712	65	104	463	608	69	109	79	82	1.312	156	907	1.171	.938	103	117	248	262	0	662	97	565	1.221	.819	.288	.288
10	736	937	65	104	671	833	69	110	80	80	1.232	156	920	1.165	.948	102	116	266	280	0	871	97	775	1.155	.866	.207	.207
11	406	589	65	104	341	485	68	109	78	79	1.389	156	947	1.283	.933	101	115	283	297	0	548	97	451	1.323	.756	.403	.403
12	307	345	65	104	242	241	68	109	71	70	1.002	177	886	.883	.937	102	117	300	315	0	321	97	224	.926	1.08	-.111	-.111
13	508	649	66	104	442	545	68	106	76	80	1.257	156	874	1.132	.954	102	116	318	332	0	604	97	507	1.147	.872	.197	.197
14	378	487	67	103	311	384	72	109	70	71	1.293	156	933	1.162	.952	102	116	335	349	0	453	96	357	1.148	.871	.199	.199
15	556	745	68	103	488	642	74	110	71	75	1.32	156	1003	1.204	.955	100	114	354	368	0	693	96	597	1.223	.817	.291	.291
16	348	419	66	103	282	316	71	109	73	73	1.123	156	1009	1.038	.944	100	114	371	385	0	390	96	294	1.042	.96	.06	.06
17	293	345	64	103	229	242	69	110	76	77	1.096	156	1039	.939	.894	100	114	389	403	0	321	96	225	.983	1.018	-.025	-.025
18	310	370	65	103	245	267	71	112	76	75	1.121	156	1001	1.032	.941	100	114	406	420	0	344	96	248	1.013	.987	.019	.019
19	294	368	66	103	228	265	72	112	75	69	1.202	156	977	1.1	.937	100	114	423	437	0	342	96	246	1.081	.925	.112	.112
20	385	456	64	102	321	354	68	108	67	60	1.053	156	955	1.055	.951	101	115	442	456	0	424	95	329	1.026	.975	.036	.036
!sample_table_end
