^SAMPLE = GSM73725
!Sample_title = BC-23 vs NF (svi066)
!Sample_geo_accession = GSM73725
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BC-23
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BC-23
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-04/4525.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	558	686	69	98	489	588	75	103	67	69	1.182	208	1090	1.111	.955	107	123	87	103	0	756	108	648	1.324	.755	.405	.405
2	726	953	69	96	657	857	72	100	69	68	1.326	208	831	1.23	.97	107	123	105	121	0	1050	106	944	1.437	.696	.523	.523
3	438	589	68	97	370	492	72	104	69	69	1.191	208	865	1.517	.902	106	122	122	138	-100	649	107	542	1.464	.683		.55
4	387	452	68	96	319	356	70	101	64	65	1.101	208	850	1.035	.955	106	122	139	155	0	498	106	392	1.229	.814	.298	.298
5	447	428	68	96	379	332	71	98	73	70	.867	208	867	.797	.948	106	122	157	173	0	471	106	366	.965	1.037	-.052	-.052
6	452	505	69	96	383	409	73	99	79	75	1.058	177	966	1.037	.959	105	120	175	190	0	556	106	450	1.176	.85	.234	.234
7	461	611	69	94	392	517	71	98	65	71	1.31	208	932	1.227	.957	104	120	193	209	0	673	104	569	1.453	.688	.539	.539
8	634	668	69	93	565	575	71	97	65	67	1.017	208	916	.95	.967	104	120	210	226	0	736	102	633	1.121	.892	.165	.165
9	545	663	69	94	476	569	71	96	78	80	1.172	156	910	1.073	.937	107	121	229	243	0	730	104	627	1.317	.76	.397	.397
10	707	794	70	96	637	698	75	102	76	78	1.092	156	1006	1.007	.955	105	119	246	260	0	874	106	769	1.207	.829	.271	.271
11	487	561	69	96	418	465	75	104	75	73	1.099	156	940	1.018	.934	106	120	265	279	0	618	106	512	1.225	.816	.293	.293
12	343	385	68	94	275	291	72	99	71	68	1.032	177	925	.986	.934	105	120	280	295	0	424	104	320	1.165	.858	.221	.221
13	445	496	68	93	377	403	72	97	76	76	1.065	156	966	.966	.931	104	118	300	314	0	546	102	444	1.177	.849	.235	.235
14	352	409	67	92	285	317	72	96	75	75	1.133	156	945	.98	.934	104	118	317	331	0	450	101	349	1.225	.816	.293	.293
15	702	747	68	92	634	655	72	98	78	78	1.015	156	975	.921	.938	104	118	334	348	0	823	101	721	1.138	.879	.186	.186
16	315	295	69	96	246	199	73	102	72	67	.812	156	1015	.707	.897	104	118	351	365	0	325	106	219	.891	1.122	-.167	-.167
17	337	383	69	101	268	282	72	106	76	76	1.009	156	1009	.944	.934	104	118	370	384	0	422	111	311	1.159	.863	.213	.213
18	440	427	68	104	372	323	71	107	85	83	.891	156	968	.752	.89	104	118	388	402	0	470	115	356	.956	1.046	-.065	-.065
19	324	392	68	103	256	289	72	105	73	73	1.131	156	926	1.041	.932	104	118	405	419	0	432	113	318	1.243	.804	.314	.314
20	465	540	70	99	395	441	76	102	64	64	1.09	156	1001	1.081	.961	103	117	421	435	0	595	109	486	1.23	.813	.298	.298
!sample_table_end
