^SAMPLE = GSM73731
!Sample_title = MDA157 vs NF (svi029)
!Sample_geo_accession = GSM73731
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = MDA157
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = MDA157
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3549.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	1238	1889	98	158	1140	1731	100	161	84	83	1.404	137	1296	1.408	.93	98	111	126	139	0	1637	137	1500	1.315	.76	.396	.396
2	1043	1620	99	160	944	1460	100	163	75	75	1.548	137	1119	1.409	.916	98	111	143	156	0	1403	139	1265	1.34	.746	.422	.422
3	672	720	98	155	574	565	99	160	76	75	.944	137	1125	.837	.854	98	111	161	174	0	624	134	489	.853	1.173	-.23	-.23
4	654	850	99	158	555	692	106	167	75	79	1.182	137	1106	1.1	.917	100	113	178	191	0	736	137	600	1.08	.926	.111	.111
5	935	889	100	161	835	728	107	167	86	86	.859	137	1149	.812	.918	98	111	197	210	0	770	139	631	.755	1.324	-.405	-.405
6	700	930	100	161	600	769	105	164	78	79	1.288	137	1055	1.153	.925	100	113	215	228	0	806	139	666	1.11	.901	.151	.151
7	808	895	99	159	709	736	105	166	76	81	.966	137	1092	.877	.877	100	113	232	245	0	775	138	638	.899	1.112	-.153	-.153
8	887	995	96	156	791	839	99	159	71	69	1.054	137	1139	1.008	.931	98	111	250	263	0	862	135	727	.919	1.088	-.122	-.122
9	783	850	94	152	689	698	98	155	70	72	1.013	137	1115	.952	.937	98	111	267	280	0	736	132	605	.878	1.139	-.188	-.188
10	342	439	95	158	247	281	115	190	51	49	1.165	137	1061	.885	.822	100	113	285	298	0	380	137	243	.986	1.015	-.021	-.021
11	625	828	90	155	535	673	102	176	65	70	1.206	137	1055	.989	.837	100	113	302	315	0	717	134	583	1.09	.918	.124	.124
12	521	476	81	139	440	337	79	141	63	63	.778	137	1129	.686	.877	98	111	320	333	0	412	120	292	.664	1.507	-.592	-.592
13	233	287	77	132	156	155	76	130	43	45	1.137	137	1129	.717	.786	98	111	339	352	0	249	114	134	.861	1.162	-.216	-.216
14	373	515	87	147	286	368	91	152	62	62	1.261	137	1073	1.153	.945	100	113	356	369	0	446	127	319	1.115	.897	.157	.157
15	879	982	93	159	786	823	103	174	61	60	1.089	137	1111	1.012	.959	98	111	374	387	0	851	138	713	.907	1.102	-.141	-.141
16	465	620	93	159	372	461	101	168	67	65	1.192	137	1128	1.172	.93	98	111	391	404	0	537	138	399	1.074	.931	.102	.102
17	598	772	94	157	504	615	100	161	65	65	1.205	137	1119	1.123	.944	98	111	409	422	0	669	136	533	1.057	.946	.08	.08
18	670	902	94	159	576	743	97	161	67	70	1.308	137	1107	1.19	.924	98	111	426	439	0	781	138	644	1.118	.895	.16	.16
19	448	553	93	158	355	395	95	159	64	57	1.075	137	1123	1.073	.928	98	111	444	457	0	479	137	342	.964	1.037	-.053	-.053
20	595	726	94	156	501	570	95	157	59	53	1.118	112	1120	1.069	.957	98	110	461	473	0	629	135	494	.986	1.015	-.021	-.021
!sample_table_end
