^SAMPLE = GSM73761
!Sample_title = 1X vs 2X (svi112)
!Sample_geo_accession = GSM73761
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = 2X
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 2X
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 1X
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 1X
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: X Chromosome, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3554.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	309	279	26	19	283	260	31	24	72	75	.92	208	1106	.849	.935	62	78	45	61	0	278	19	259	.914	1.094	-.13	-.13
2	219	266	25	19	194	247	31	23	56	61	1.224	208	883	1.225	.934	61	77	64	80	0	265	19	246	1.267	.789	.341	.341
3	225	269	26	20	199	249	32	24	88	88	1.299	208	815	1.164	.877	63	79	81	97	0	268	20	248	1.245	.803	.316	.316
4	218	245	25	20	193	225	31	24	72	78	1.19	208	823	1.036	.912	62	78	98	114	0	244	20	224	1.16	.862	.214	.214
5	210	271	24	20	186	251	30	25	73	73	1.338	208	878	1.245	.916	61	77	116	132	0	270	20	250	1.343	.745	.425	.425
6	144	199	25	20	119	179	33	25	65	70	1.512	177	902	1.332	.874	62	77	134	149	0	198	20	178	1.497	.668	.582	.582
7	188	248	25	20	163	228	33	24	64	66	1.345	208	879	1.225	.899	62	78	152	168	0	247	20	227	1.392	.719	.477	.477
8	148	195	25	19	123	176	31	23	50	59	1.343	208	891	1.278	.924	61	77	170	186	0	194	19	175	1.424	.702	.51	.51
9	294	414	25	19	269	395	31	23	75	83	1.419	156	923	1.31	.918	62	76	186	200	0	412	19	393	1.461	.684	.547	.547
10	248	325	26	20	222	305	32	24	63	68	1.268	156	995	1.205	.9	61	75	205	219	0	323	20	303	1.367	.732	.451	.451
11	245	314	25	19	220	295	30	22	69	75	1.303	156	935	1.129	.916	61	75	223	237	0	312	19	294	1.334	.75	.416	.416
12	174	227	24	18	150	209	30	22	70	79	1.351	177	951	1.221	.891	60	75	238	253	0	226	18	208	1.386	.721	.471	.471
13	158	181	24	19	134	162	30	23	64	69	1.167	156	903	1.123	.888	62	76	257	271	0	180	19	161	1.203	.831	.266	.266
14	137	152	25	19	112	133	33	24	65	73	1.1	156	958	1.046	.899	61	75	275	289	0	151	19	132	1.181	.846	.241	.241
15	290	358	25	19	265	339	34	25	69	78	1.21	156	983	1.15	.917	60	74	292	306	0	356	19	337	1.273	.786	.348	.348
16	165	113	25	19	140	94	31	33	72	72	.657	156	1016	.591	.894	60	74	309	323	0	112	19	94	.668	1.497	-.582	-.582
17	148	194	25	19	123	175	35	35	76	83	1.419	156	1002	1.108	.843	61	75	328	342	0	193	19	174	1.416	.706	.501	.501
18	217	250	25	20	192	230	35	25	77	82	1.182	156	960	.946	.859	60	74	346	360	0	249	20	229	1.192	.839	.253	.253
19	126	211	26	19	100	192	36	25	76	83	1.862	156	967	1.651	.787	60	74	363	377	0	210	19	191	1.91	.523	.934	.934
20	140	135	27	21	113	114	37	29	56	54	1.157	156	978	.7	.807	59	73	380	394	0	134	21	113	1.004	.996	.005	.005
!sample_table_end
