^SAMPLE = GSM73726
!Sample_title = 110B vs NF (svi033)
!Sample_geo_accession = GSM73726
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 110B
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 110B
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3650.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	1447	1398	121	137	1326	1261	194	348	91	94	.96	137	1249	.878	.934	88	101	68	81	0	1424	140	1285	.969	1.032	-.046	-.046
2	1565	1709	122	137	1443	1572	130	147	81	86	1.1	137	1041	.992	.948	88	101	85	98	0	1741	140	1602	1.11	.901	.15	.15
3	1081	1062	121	138	960	924	130	146	85	87	.984	137	1073	.866	.941	88	101	103	116	0	1082	141	941	.981	1.02	-.028	-.028
4	1084	1054	119	137	965	917	125	142	82	83	.982	137	1136	.895	.942	86	99	122	135	0	1074	140	934	.968	1.033	-.047	-.047
5	1111	1072	119	137	992	935	128	145	83	89	.979	137	1048	.847	.943	88	101	139	152	0	1092	140	953	.96	1.041	-.058	-.058
6	1109	1149	120	136	989	1013	129	144	83	86	1.035	137	1094	.954	.951	86	99	157	170	0	1171	139	1032	1.044	.958	.062	.062
7	1102	1275	119	132	983	1143	127	142	81	84	1.176	137	1087	1.1	.954	86	99	174	187	0	1299	134	1165	1.185	.844	.244	.244
8	1352	1246	117	128	1235	1118	122	136	77	81	.884	137	1049	.87	.955	86	99	192	205	0	1269	130	1139	.922	1.084	-.117	-.117
9	1130	1133	115	128	1015	1005	121	132	80	83	.984	137	1009	.979	.969	86	99	209	222	0	1154	130	1024	1.009	.991	.013	.013
10	1092	1051	122	133	970	918	127	138	68	71	.964	137	1095	.892	.97	86	99	225	238	0	1071	136	935	.964	1.037	-.053	-.053
11	607	627	123	135	484	492	131	140	61	62	1	137	1141	.986	.965	86	99	246	259	0	639	138	501	1.036	.966	.051	.051
12	766	765	117	127	649	638	126	134	68	70	1.014	137	1045	.914	.961	86	99	264	277	0	779	129	650	1.002	.998	.002	.002
13	823	755	119	141	704	614	123	150	62	63	.873	137	1034	.886	.945	86	99	279	292	0	769	144	626	.889	1.125	-.17	-.17
14	700	923	124	172	576	751	129	178	69	76	1.301	137	1072	1.217	.976	86	99	298	311	0	940	175	765	1.328	.753	.41	.41
15	1119	1340	116	158	1003	1182	120	168	70	68	1.201	137	1048	1.117	.952	86	99	316	329	0	1365	161	1204	1.201	.833	.264	.264
16	757	830	109	139	648	691	116	145	79	78	1.047	137	1048	.999	.961	86	99	333	346	0	846	142	704	1.086	.92	.12	.12
17	698	727	110	133	588	594	115	138	75	72	.992	137	1048	.987	.963	86	99	351	364	0	741	136	605	1.029	.972	.042	.042
18	685	710	111	133	574	577	115	136	86	82	.99	137	1062	1.003	.949	86	99	368	381	0	723	136	588	1.024	.976	.034	.034
19	708	708	111	129	597	579	116	133	72	72	.996	137	1081	.926	.954	86	99	386	399	0	721	131	590	.988	1.012	-.017	-.017
20	786	790	111	123	675	667	116	127	71	73	1.024	112	1055	.921	.951	86	98	405	417	0	805	125	680	1.007	.993	.01	.01
!sample_table_end
