^SAMPLE = GSM73728
!Sample_title = UACC-893 vs NF (svi028)
!Sample_geo_accession = GSM73728
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = UACC-893
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = UACC-893
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3547.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	1182	932	94	140	1088	792	96	143	81	78	.734	137	1272	.657	.914	105	118	128	141	0	920	138	782	.719	1.391	-.476	-.476
2	997	894	93	142	904	752	95	146	70	72	.884	137	1062	.765	.933	105	118	145	158	0	883	140	743	.822	1.217	-.284	-.284
3	548	561	94	144	454	417	96	147	66	70	.927	137	1071	.837	.917	105	118	162	175	0	554	142	412	.907	1.102	-.141	-.141
4	498	505	96	144	402	361	99	146	70	71	.913	137	1117	.806	.902	105	118	180	193	0	499	142	357	.887	1.127	-.173	-.173
5	589	506	95	142	494	364	98	144	78	80	.746	137	1106	.63	.89	105	118	199	212	0	500	140	360	.728	1.374	-.458	-.458
6	515	503	95	141	420	362	97	143	75	70	.857	137	1067	.77	.882	105	118	217	230	0	497	139	358	.851	1.175	-.232	-.232
7	636	1063	96	143	540	920	97	145	78	81	1.68	137	1065	1.552	.929	105	118	234	247	0	1050	141	909	1.683	.594	.751	.751
8	632	696	97	145	535	551	98	146	62	62	1.062	137	1116	.987	.939	103	116	252	265	0	687	143	544	1.017	.983	.025	.025
9	675	627	96	145	579	482	97	146	64	64	.86	137	1118	.777	.919	103	116	269	282	0	619	143	476	.822	1.216	-.282	-.282
10	661	650	95	145	566	505	96	146	63	59	.931	137	1115	.763	.922	103	116	287	300	0	642	143	499	.881	1.135	-.182	-.182
11	522	669	96	146	426	523	98	147	59	64	1.242	137	1059	1.136	.939	105	118	304	317	0	661	144	517	1.213	.825	.278	.278
12	501	562	97	147	404	415	100	148	59	62	1.052	137	1059	.963	.936	105	118	322	335	0	555	145	410	1.015	.986	.021	.021
13	371	428	98	146	273	282	100	147	51	48	1.018	137	1046	.925	.912	105	118	339	352	0	423	144	279	1.02	.98	.029	.029
14	295	308	99	149	196	159	100	151	53	42	.819	137	1077	.752	.901	105	118	356	369	0	304	147	157	.801	1.248	-.32	-.32
15	675	689	99	152	576	537	100	156	53	56	.986	137	1149	.852	.946	103	116	374	387	0	680	150	530	.921	1.086	-.119	-.119
16	340	432	98	157	242	275	101	160	56	56	1.234	137	1149	1.044	.904	103	116	393	406	0	427	155	272	1.122	.891	.167	.167
17	388	385	99	154	289	231	100	158	58	59	.8	137	1125	.756	.901	103	116	411	424	0	380	152	228	.789	1.267	-.341	-.341
18	476	532	98	150	378	382	99	152	61	62	1.02	137	1125	.931	.932	103	116	428	441	0	525	148	377	.998	1.002	-.003	-.003
19	339	435	99	151	240	284	100	152	56	56	1.157	137	1144	1.116	.945	103	116	446	459	0	430	149	280	1.169	.856	.225	.225
20	272	346	99	153	173	193	100	154	52	50	1.075	112	1133	.937	.866	103	115	463	475	0	342	151	191	1.102	.908	.14	.14
!sample_table_end
