^SAMPLE = GSM73753
!Sample_title = BC-A vs NF (svi113)
!Sample_geo_accession = GSM73753
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BC-A
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BC-A
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3407.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	126	180	19	30	107	150	20	30	73	70	1.377	208	1117	1.248	.914	73	89	53	69	0	142	24	118	1.102	.907	.14	.14
2	115	202	19	30	96	172	20	31	58	56	1.762	208	899	1.654	.946	72	88	72	88	0	159	24	135	1.409	.71	.494	.494
3	101	145	19	31	82	114	20	31	84	84	1.343	208	812	1.176	.886	74	90	89	105	0	114	24	90	1.093	.915	.128	.128
4	100	145	20	31	80	114	21	31	69	70	1.443	208	842	1.218	.915	73	89	106	122	0	114	24	90	1.12	.893	.164	.164
5	105	131	20	32	85	99	21	31	73	68	1.159	208	855	1.04	.915	73	89	124	140	0	103	25	78	.916	1.092	-.127	-.127
6	102	159	20	33	82	126	20	33	64	60	1.475	177	919	1.354	.896	73	88	142	157	0	125	26	99	1.208	.828	.273	.273
7	112	173	20	33	92	140	20	34	58	53	1.508	208	901	1.357	.932	73	89	160	176	0	136	26	110	1.196	.836	.259	.259
8	133	234	20	32	113	202	20	32	50	48	1.703	208	895	1.58	.94	73	89	178	194	0	184	25	159	1.406	.711	.491	.491
9	185	287	18	31	167	256	19	31	75	72	1.511	156	904	1.279	.879	75	89	196	210	0	226	24	201	1.205	.83	.269	.269
10	212	343	18	31	194	312	18	31	66	60	1.556	156	969	1.4	.919	73	87	213	227	0	270	24	245	1.265	.791	.339	.339
11	182	291	19	33	163	258	19	33	76	71	1.517	156	909	1.362	.888	74	88	231	245	0	229	26	203	1.245	.804	.316	.316
12	126	207	20	34	106	173	20	34	66	64	1.591	177	923	1.383	.89	73	88	248	263	0	163	27	136	1.283	.779	.36	.36
13	138	305	20	34	118	271	21	33	69	65	2.107	156	910	2.071	.891	73	87	267	281	0	240	27	213	1.806	.554	.853	.853
14	111	166	20	32	91	134	20	32	66	62	1.425	156	969	1.312	.914	72	86	284	298	0	131	25	105	1.158	.864	.211	.211
15	204	354	20	33	184	321	20	33	59	61	1.623	156	1011	1.577	.948	72	86	302	316	0	278	26	252	1.372	.729	.456	.456
16	112	158	21	35	91	123	22	35	66	64	1.314	156	945	1.161	.896	73	87	321	335	0	124	28	97	1.063	.941	.088	.088
17	176	292	21	37	155	255	27	45	74	74	1.558	156	959	.971	.824	72	86	336	350	-100	230	29	200	1.294	.773		.371
18	164	206	20	37	144	169	26	45	75	73	1.217	156	977	.583	.777	72	86	354	368	0	162	29	133	.923	1.084	-.116	-.116
19	117	182	20	37	97	145	21	37	71	67	1.494	156	954	1.274	.889	73	87	373	387	0	143	29	114	1.175	.851	.233	.233
20	154	282	19	37	135	245	20	35	60	56	1.681	156	966	1.622	.903	71	85	390	404	0	222	29	193	1.427	.701	.513	.513
!sample_table_end
