^SAMPLE = GSM73762
!Sample_title = T47D vs NF (svi122)
!Sample_geo_accession = GSM73762
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = T47D
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = T47D
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3556.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	298	283	43	37	255	246	46	39	84	87	.971	208	1084	.862	.912	104	120	39	55	0	284	37	247	.967	1.034	-.048	-.048
2	275	379	44	39	231	340	48	43	62	64	1.404	208	852	1.288	.912	104	120	56	72	0	380	39	341	1.476	.678	.562	.562
3	218	274	44	40	174	234	48	43	91	96	1.347	208	842	1.196	.876	105	121	75	91	0	275	40	235	1.349	.742	.431	.431
4	194	212	43	39	151	173	46	41	68	68	1.12	177	884	.986	.898	104	119	93	108	0	213	39	173	1.149	.87	.2	.2
5	252	217	44	39	208	178	48	43	94	91	.857	208	855	.82	.921	104	120	109	125	0	218	39	178	.858	1.165	-.221	-.221
6	190	227	44	39	146	188	47	43	70	74	1.278	177	906	1.068	.875	103	118	129	144	0	228	39	189	1.291	.774	.369	.369
7	254	382	43	39	211	343	45	40	74	76	1.561	177	922	1.388	.899	102	117	147	162	0	383	39	344	1.63	.613	.705	.705
8	221	301	43	39	178	262	43	40	61	66	1.426	177	915	1.205	.897	102	117	164	179	0	302	39	263	1.476	.678	.562	.562
9	275	253	41	39	234	214	41	38	67	70	.908	177	917	.776	.879	103	118	179	194	0	254	39	215	.917	1.09	-.125	-.125
10	293	359	40	39	253	320	38	36	64	67	1.191	177	861	1.088	.888	104	119	197	212	0	360	39	321	1.268	.788	.343	.343
11	259	309	40	38	219	271	38	36	71	73	1.21	177	914	1.102	.912	102	117	214	229	0	310	38	272	1.241	.806	.311	.311
12	197	179	43	40	154	139	42	39	67	73	.887	177	927	.708	.849	103	118	233	248	0	179	40	139	.905	1.105	-.144	-.144
13	135	173	44	41	91	132	44	41	51	59	1.423	177	895	1.094	.837	103	118	252	267	0	173	41	132	1.455	.688	.541	.541
14	152	144	41	39	111	105	42	39	66	63	.955	177	871	.847	.885	102	117	269	284	0	144	39	105	.949	1.054	-.076	-.076
15	305	361	36	37	269	324	37	36	64	64	1.159	177	878	1.109	.944	102	117	286	301	0	362	37	325	1.208	.828	.272	.272
16	181	116	37	35	144	81	38	35	73	68	.569	177	928	.495	.858	101	116	304	319	0	116	35	81	.564	1.773	-.826	-.826
17	176	177	40	36	136	141	42	38	68	71	1.014	177	888	.949	.905	101	116	321	336	0	177	36	141	1.04	.962	.056	.056
18	231	204	43	38	188	166	44	39	72	73	.893	177	904	.781	.895	100	115	338	353	0	205	38	166	.885	1.129	-.176	-.176
19	180	215	43	39	137	176	43	40	71	76	1.283	177	863	1.127	.911	101	116	356	371	0	216	39	176	1.288	.776	.365	.365
20	199	278	43	40	156	238	44	40	61	64	1.363	177	969	1.26	.877	99	114	373	388	0	279	40	239	1.53	.654	.613	.613
!sample_table_end
