^SAMPLE = GSM73772
!Sample_title = BC-35 vs NF (svi117)
!Sample_geo_accession = GSM73772
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BC-35
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BC-35
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3411.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	220	276	31	27	189	249	38	35	80	80	1.299	208	1185	1.266	.962	85	101	73	89	0	243	24	219	1.161	.861	.215	.215
2	179	247	35	29	144	218	44	43	62	65	1.558	208	887	1.341	.942	86	102	93	109	0	218	26	192	1.334	.75	.416	.416
3	181	171	32	28	149	143	37	35	79	83	.961	208	816	.863	.933	86	102	110	126	0	151	25	126	.846	1.182	-.242	-.242
4	155	197	29	26	126	171	31	26	62	63	1.361	208	839	1.293	.966	85	101	127	143	0	174	23	151	1.196	.836	.258	.258
5	191	196	30	26	161	170	31	26	82	85	1.039	208	872	.98	.934	85	101	145	161	0	173	23	150	.93	1.075	-.104	-.104
6	135	145	31	27	104	118	34	30	64	63	1.109	177	910	1.022	.936	86	101	163	178	0	128	24	104	1	1	0	0
7	140	199	30	26	110	173	33	29	58	65	1.561	208	871	1.43	.935	86	102	183	199	0	175	23	152	1.386	.722	.471	.471
8	138	164	28	25	110	139	29	26	56	55	1.208	203	834	1.194	.966	86	102	200	216	0	145	22	122	1.114	.898	.155	.155
9	248	305	28	25	220	280	29	26	74	77	1.244	156	874	1.178	.952	88	102	215	229	0	269	22	247	1.122	.892	.165	.165
10	293	404	28	26	265	378	30	28	74	75	1.462	156	935	1.351	.961	88	102	234	248	0	356	23	333	1.257	.796	.33	.33
11	236	359	29	25	207	334	30	27	74	83	1.642	156	907	1.486	.941	87	101	250	264	0	316	22	294	1.422	.703	.508	.508
12	187	244	28	25	159	219	29	26	68	71	1.362	177	933	1.239	.929	87	102	267	282	0	215	22	193	1.214	.824	.279	.279
13	129	151	27	25	102	126	28	26	67	70	1.224	156	949	1.063	.903	87	101	286	300	0	133	22	111	1.089	.919	.122	.122
14	121	125	27	25	94	100	28	26	69	70	1.057	156	927	.942	.929	88	102	304	318	0	110	22	88	.937	1.067	-.093	-.093
15	248	359	27	25	221	334	29	26	71	71	1.435	156	1010	1.385	.935	86	100	321	335	0	316	22	294	1.332	.751	.413	.413
16	149	172	28	26	121	146	29	26	69	73	1.175	156	1030	1.041	.922	85	99	340	354	0	152	23	129	1.063	.94	.089	.089
17	165	225	28	27	137	198	29	27	73	80	1.443	156	982	1.225	.906	87	101	356	370	0	198	24	174	1.274	.785	.349	.349
18	210	257	28	27	182	230	29	27	76	84	1.286	156	977	1.118	.925	86	100	375	389	0	226	24	203	1.114	.898	.155	.155
19	170	215	28	27	142	188	29	26	76	77	1.277	156	962	1.207	.924	86	100	392	406	0	189	24	166	1.167	.857	.222	.222
20	152	189	31	28	121	161	34	29	60	65	1.358	156	960	1.198	.911	86	100	410	424	0	167	25	142	1.173	.853	.23	.23
!sample_table_end
