^SAMPLE = GSM73730
!Sample_title = BC-24 vs NF (svi067)
!Sample_geo_accession = GSM73730
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BC-24
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BC-24
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH tumor tissue
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-04/4529.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	280	302	51	71	229	231	52	71	66	67	1.006	208	1117	.942	.951	109	125	145	161	0	322	76	246	1.074	.931	.103	.103
2	429	512	53	72	376	440	54	72	69	69	1.17	208	869	1.079	.951	109	125	164	180	0	545	77	469	1.246	.803	.317	.317
3	251	392	54	72	197	320	54	73	68	69	1.247	208	830	1.817	.81	110	126	181	197	-100	417	77	341	1.73	.578		.79
4	216	223	53	72	163	151	54	74	64	65	.929	208	837	.833	.927	110	126	199	215	0	237	77	161	.986	1.014	-.02	-.02
5	244	262	53	73	191	189	54	74	72	70	1	208	852	.93	.936	110	126	216	232	0	279	78	201	1.054	.949	.075	.075
6	250	284	53	75	197	209	56	79	72	74	1.048	177	921	.981	.937	111	126	234	249	0	302	80	223	1.13	.885	.176	.176
7	237	284	54	74	183	210	56	79	66	68	1.085	208	933	1.146	.856	110	126	252	268	0	302	79	224	1.222	.818	.289	.289
8	309	329	52	71	257	258	54	75	63	64	1	208	944	.902	.93	110	126	269	285	0	350	76	275	1.069	.935	.096	.096
9	318	367	51	70	267	297	52	73	85	86	1.106	156	972	.999	.909	112	126	288	302	0	391	75	316	1.184	.844	.244	.244
10	366	432	49	72	317	360	52	77	78	80	1.101	156	987	.974	.897	112	126	305	319	0	460	77	383	1.209	.827	.274	.274
11	335	408	51	72	284	336	54	78	76	77	1.16	156	989	1.031	.908	112	126	322	336	0	434	77	358	1.26	.794	.333	.333
12	240	265	51	71	189	194	53	73	72	71	1.028	177	982	.96	.949	112	127	340	355	0	282	76	207	1.093	.915	.128	.128
13	262	292	52	70	210	222	53	72	75	80	1.056	156	919	.912	.912	114	128	359	373	0	311	75	236	1.126	.888	.171	.171
14	223	244	52	70	171	174	53	72	72	74	1.041	156	974	.877	.893	113	127	376	390	0	260	75	185	1.084	.923	.116	.116
15	528	578	53	72	475	506	54	74	79	78	1.088	156	1023	.993	.96	113	127	393	407	0	615	77	539	1.134	.882	.182	.182
16	266	284	53	72	213	212	54	74	81	77	.961	156	956	1.017	.803	115	129	411	425	0	302	77	226	1.06	.944	.084	.084
17	260	255	53	71	207	184	54	72	75	75	.892	156	999	.798	.917	113	127	428	442	0	272	76	196	.947	1.057	-.079	-.079
18	311	387	53	72	258	315	56	77	80	82	1.217	156	957	1.056	.917	115	129	445	459	0	412	77	335	1.3	.769	.379	.379
19	262	298	52	72	210	226	54	76	73	79	1.118	156	1004	.915	.929	114	128	463	477	0	317	77	241	1.146	.873	.197	.197
20	395	430	52	70	343	360	52	71	63	63	1.054	156	948	1.003	.967	116	130	480	494	0	458	75	383	1.118	.895	.16	.16
!sample_table_end
