^SAMPLE = GSM73729
!Sample_title = 4X vs 2X (svi109)
!Sample_geo_accession = GSM73729
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = 2X
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 2X
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 4X
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 4X
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: X Chromosome, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3548.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	279	540	22	33	257	507	31	69	69	69	1.969	208	1143	1.863	.958	45	61	130	146	0	521	32	490	1.905	.525	.93	.93
2	292	434	23	34	269	400	70	90	66	58	1.487	208	849	1.498	.95	46	62	149	165	0	419	33	386	1.436	.696	.522	.522
3	218	279	23	35	195	244	59	46	78	76	1.241	208	850	1.174	.934	46	62	166	182	0	269	34	236	1.208	.828	.273	.273
4	182	213	21	34	161	179	22	34	72	66	1.138	208	808	1.058	.954	46	62	184	200	0	206	33	173	1.073	.932	.102	.102
5	192	257	20	33	172	224	21	33	70	64	1.289	208	853	1.247	.954	45	61	201	217	0	248	32	216	1.257	.795	.331	.331
6	186	263	19	32	167	231	20	32	72	63	1.373	177	905	1.334	.953	46	61	219	234	0	254	31	223	1.336	.749	.417	.417
7	192	301	21	34	171	267	22	34	68	66	1.263	208	892	1.631	.48	46	62	236	252	-100	291	33	258	1.508	.663		.592
8	226	300	23	36	203	264	24	37	54	45	1.327	208	883	1.242	.962	46	62	255	271	0	290	35	255	1.256	.796	.328	.328
9	375	495	24	37	351	458	25	38	76	72	1.298	156	924	1.227	.949	47	61	271	285	0	478	36	442	1.26	.794	.333	.333
10	324	454	24	37	300	417	26	38	70	68	1.377	156	1029	1.314	.961	46	60	289	303	0	438	36	403	1.342	.745	.425	.425
11	302	418	23	37	279	381	24	37	76	74	1.352	156	949	1.279	.944	46	60	308	322	0	404	36	368	1.319	.758	.399	.399
12	200	260	22	36	178	224	22	36	68	66	1.275	177	905	1.184	.949	47	62	323	338	0	251	35	216	1.215	.823	.281	.281
13	189	280	22	37	167	243	23	37	68	62	1.508	156	927	1.369	.953	47	61	343	357	0	270	36	235	1.405	.712	.491	.491
14	146	195	23	39	123	156	23	39	71	63	1.279	156	923	1.193	.93	47	61	360	374	0	188	38	151	1.225	.817	.292	.292
15	280	419	24	40	256	379	24	40	69	61	1.351	156	1023	1.532	.961	46	60	377	391	0	405	39	366	1.429	.7	.515	.515
16	148	269	24	40	124	229	24	40	71	68	1.826	156	1028	1.704	.943	46	60	396	410	0	260	39	221	1.783	.561	.834	.834
17	163	190	22	37	141	153	22	38	71	71	1.119	156	963	.986	.928	47	61	412	426	0	183	36	148	1.048	.954	.067	.067
18	210	286	22	36	188	250	22	36	75	74	1.349	156	980	1.205	.941	47	61	429	443	0	276	35	241	1.284	.779	.361	.361
19	145	186	24	37	121	149	24	38	67	66	1.226	156	985	1.097	.93	46	60	448	462	0	180	36	144	1.189	.841	.25	.25
20	162	219	25	39	137	180	26	39	60	58	1.306	156	1004	1.231	.966	46	60	464	478	0	211	38	174	1.269	.788	.343	.343
!sample_table_end
