^SAMPLE = GSM73702
!Sample_title = BT474 vs NF
!Sample_geo_accession = GSM73702
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = BT474
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = BT474
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3395.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	1394	1298	183	230	1211	1068	187	235	64	71	.89	137	1267	.797	.928	137	150	126	139	0	1337	237	1100	.908	1.101	-.139	-.139
2	1461	1635	185	230	1276	1405	189	233	62	64	1.033	137	1033	.987	.93	139	152	144	157	0	1684	237	1447	1.134	.882	.182	.182
3	1156	1138	187	230	969	908	193	236	61	62	.946	137	1048	.817	.902	139	152	161	174	0	1172	237	935	.965	1.036	-.051	-.051
4	1029	1068	187	230	842	838	194	236	62	62	1.029	137	1048	.946	.929	139	152	179	192	0	1100	237	863	1.025	.976	.036	.036
5	1201	918	186	229	1015	689	192	235	67	65	.687	137	1048	.611	.926	139	152	196	209	0	945	236	710	.699	1.43	-.516	-.516
6	929	951	184	224	745	727	189	231	62	67	.975	137	1048	.912	.941	139	152	214	227	0	979	231	749	1.005	.995	.007	.007
7	1265	2638	181	228	1084	2410	186	234	59	69	2.278	137	1048	2.055	.944	139	152	231	244	0	2717	235	2482	2.29	.437	1.195	1.195
8	1354	1239	181	228	1173	1011	185	232	59	59	.851	137	1048	.822	.944	139	152	249	262	0	1276	235	1041	.888	1.126	-.172	-.172
9	1189	1042	181	223	1008	819	185	228	61	60	.798	137	1048	.783	.946	139	152	266	279	0	1073	230	844	.837	1.195	-.257	-.257
10	1497	1415	178	221	1319	1194	183	225	55	54	.916	137	1048	.886	.958	139	152	284	297	0	1457	228	1230	.932	1.073	-.101	-.101
11	930	1096	178	221	752	875	185	228	55	56	1.218	137	1048	1.121	.96	139	152	301	314	0	1129	228	901	1.198	.834	.261	.261
12	929	935	178	221	751	714	185	228	56	54	.93	137	1048	.882	.926	139	152	319	332	0	963	228	735	.979	1.021	-.03	-.03
13	1038	1071	178	215	860	856	182	223	52	54	1.063	137	1028	.931	.948	139	152	336	349	0	1103	221	882	1.025	.975	.036	.036
14	740	736	177	222	563	514	182	228	50	49	.964	137	1048	.849	.943	139	152	353	366	0	758	229	529	.94	1.063	-.089	-.089
15	1154	1070	176	222	978	848	181	226	47	50	.881	137	1048	.815	.95	139	152	371	384	0	1102	229	873	.893	1.12	-.163	-.163
16	844	614	176	220	668	394	180	224	59	53	.625	137	1048	.588	.923	139	152	388	401	0	632	227	406	.607	1.646	-.719	-.719
17	839	866	176	216	663	650	183	221	57	55	.959	137	1072	.942	.943	139	152	406	419	0	892	222	669	1.01	.99	.014	.014
18	976	866	174	219	802	647	182	224	62	63	.802	137	1051	.623	.91	139	152	425	438	0	892	226	666	.831	1.204	-.267	-.267
19	832	1058	173	222	659	836	178	224	50	57	1.326	137	1077	1.212	.953	139	152	441	454	0	1090	229	861	1.307	.765	.386	.386
20	901	1036	174	224	727	812	179	226	50	53	1.114	112	1097	1.055	.936	139	151	460	472	0	1067	231	836	1.15	.869	.202	.202
!sample_table_end
