^SAMPLE = GSM73742
!Sample_title = SKBR3 vs NF (svi024)
!Sample_geo_accession = GSM73742
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = NF
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = NF
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = SKBR3
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = SKBR3
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3400.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	708	492	111	112	597	380	112	114	67	62	.612	137	1282	.568	.886	60	73	112	125	0	793	181	612	1.026	.975	.037	.037
2	983	949	113	116	870	833	114	116	64	64	1.003	137	1073	.871	.919	62	75	129	142	0	1530	187	1343	1.543	.648	.626	.626
3	567	418	116	118	451	300	118	119	65	62	.626	137	1073	.596	.892	62	75	147	160	0	674	190	484	1.072	.933	.1	.1
4	461	270	116	117	345	153	118	118	57	54	.469	137	1073	.387	.922	62	75	164	177	0	435	189	247	.715	1.399	-.484	-.484
5	604	364	112	115	492	249	134	220	67	63	.501	137	1073	.431	.878	62	75	182	195	0	587	185	401	.816	1.226	-.294	-.294
6	581	420	111	112	470	308	133	216	63	60	.61	137	1082	.606	.926	62	75	199	212	0	677	181	496	1.056	.947	.079	.079
7	784	593	110	111	674	482	112	112	60	57	.785	137	1115	.645	.931	62	75	217	230	0	956	179	777	1.153	.868	.205	.205
8	744	545	108	109	636	436	110	111	59	56	.71	137	1113	.641	.946	62	75	236	249	0	878	176	703	1.105	.905	.144	.144
9	683	501	108	110	575	391	112	113	59	60	.66	137	1083	.64	.943	64	77	252	265	0	807	177	630	1.096	.912	.132	.132
10	591	396	105	107	486	289	110	111	50	49	.622	137	1063	.54	.92	64	77	271	284	0	638	172	466	.958	1.043	-.061	-.061
11	650	433	103	105	547	328	106	107	59	59	.608	137	1039	.554	.942	64	77	287	300	0	698	169	529	.966	1.035	-.049	-.049
12	570	429	106	105	464	324	108	107	56	56	.682	137	1100	.632	.93	64	77	304	317	0	691	169	522	1.125	.889	.17	.17
13	434	303	105	103	329	200	107	105	53	51	.61	137	1117	.577	.925	64	77	323	336	0	488	166	322	.98	1.021	-.029	-.029
14	337	253	104	101	233	152	105	102	46	43	.556	137	1087	.622	.903	64	77	341	354	0	408	163	245	1.051	.951	.072	.072
15	643	470	104	100	539	370	105	101	55	53	.666	137	1089	.663	.943	64	77	358	371	0	758	161	596	1.106	.904	.146	.146
16	382	202	103	102	279	100	104	103	52	43	.354	137	1111	.34	.898	64	77	376	389	0	326	164	161	.578	1.731	-.792	-.792
17	410	435	100	101	310	334	102	102	56	58	1.021	137	1134	.951	.911	64	77	393	406	0	701	163	538	1.737	.576	.796	.796
18	564	354	95	97	469	257	97	98	64	62	.529	137	1132	.482	.869	65	78	411	424	0	571	156	414	.883	1.132	-.179	-.179
19	368	338	93	94	275	244	95	96	51	51	.902	137	1136	.775	.885	65	78	428	441	0	545	152	393	1.43	.699	.516	.516
20	357	274	91	92	266	182	92	94	48	45	.695	112	1126	.627	.915	65	77	446	458	0	442	148	293	1.103	.907	.141	.141
!sample_table_end
