^SAMPLE = GSM73760
!Sample_title = 2X vs 2X (svi111)
!Sample_geo_accession = GSM73760
!Sample_status = Public on Sep 10 2005
!Sample_submission_date = Sep 09 2005
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = 2X
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 2X
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = 2X
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 2X
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: X Chromosome, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3551.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL2830
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3281
!Sample_data_row_count = 9216
#ID_REF = ID_REF
#CH1I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_MEAN = Uncorrected Cy3 mean pixel intensity.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2B_MEDIAN = Median intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 1).; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = The mean feature pixel intensity with the median background subtracted (channel 2).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_MEAN = Mean intensities of background pixels of Cy3.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = Mean intensities of background pixels of Cy5.; Type: integer; Scale: linear_scale; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PIX_RAT2_MEDIAN = Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.; Type: float; Scale: linear_scale
#TOT_SPIX = Count of the number of pixels in the spot.; Type: integer; Scale: linear_scale
#TOT_BPIX = Number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = User defined spot flag (default 0).; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1B_MEAN	CH2B_MEAN	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PIX_RAT2_MEDIAN	TOT_SPIX	TOT_BPIX	REGR	CORR	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	RAT1N_MEAN	VALUE	UNF_VALUE
1	394	507	22	27	372	480	22	27	75	73	1.262	208	1066	1.237	.963	42	58	105	121	0	563	30	533	1.433	.698	.519	.519
2	372	489	22	26	350	463	23	27	64	58	1.258	208	841	1.258	.947	42	58	122	138	0	543	29	514	1.47	.681	.555	.555
3	261	300	22	26	239	274	24	28	81	83	1.14	208	868	1.091	.945	43	59	140	156	0	333	29	304	1.274	.785	.349	.349
4	220	251	24	26	196	225	25	28	66	65	1.115	208	824	1.063	.931	43	59	159	175	0	279	29	250	1.275	.784	.351	.351
5	258	311	24	26	234	285	25	27	70	69	1.195	208	845	1.124	.936	42	58	176	192	0	345	29	317	1.353	.739	.436	.436
6	216	254	24	27	192	227	27	28	65	64	1.183	177	895	1.125	.953	43	58	194	209	0	282	30	252	1.313	.761	.393	.393
7	264	330	23	27	241	303	27	28	64	60	1.251	208	925	1.176	.957	42	58	212	228	0	367	30	337	1.397	.716	.482	.482
8	283	346	23	25	260	321	24	26	57	54	1.161	208	906	1.184	.966	43	59	230	246	0	384	28	357	1.371	.729	.456	.456
9	382	478	24	25	358	453	25	25	76	80	1.262	156	920	1.133	.947	44	58	248	262	0	531	28	503	1.406	.711	.491	.491
10	396	506	24	25	372	481	24	26	73	74	1.224	156	985	1.218	.949	43	57	265	279	0	562	28	534	1.436	.696	.522	.522
11	284	339	23	24	261	315	24	25	76	78	1.195	156	937	1.09	.919	43	57	283	297	0	377	27	350	1.341	.746	.423	.423
12	178	199	23	25	155	174	25	26	67	65	1.1	177	953	1.064	.938	43	58	298	313	0	221	28	193	1.247	.802	.318	.318
13	200	244	24	27	176	217	24	28	63	65	1.198	156	941	1.122	.914	44	58	318	332	0	271	30	241	1.37	.73	.454	.454
14	121	138	23	28	98	110	24	29	66	65	1.092	156	970	1.004	.943	44	58	335	349	0	153	31	122	1.247	.802	.318	.318
15	278	338	22	27	256	311	23	27	70	67	1.157	156	975	1.161	.933	44	58	354	368	0	375	30	345	1.35	.741	.432	.432
16	124	130	22	25	102	105	23	26	67	70	1.034	156	1011	.883	.887	43	57	370	384	0	144	28	117	1.144	.874	.193	.193
17	125	128	23	25	102	103	23	25	71	74	.955	156	983	.836	.868	45	59	389	403	0	142	28	114	1.122	.891	.166	.166
18	161	176	23	25	138	151	24	26	76	79	1.075	156	946	.91	.874	44	58	406	420	0	196	28	168	1.216	.823	.282	.282
19	131	140	22	26	109	114	23	26	74	69	.962	156	957	.981	.924	44	58	423	437	0	156	29	127	1.162	.861	.216	.216
20	179	203	22	25	157	178	22	26	60	59	1.158	156	960	1.045	.943	44	58	441	455	0	226	28	198	1.259	.794	.333	.333
!sample_table_end
