^SAMPLE = GSM185411
!Sample_title = Ovary, Carcinoma, NOS (12886618)
!Sample_geo_accession = GSM185411
!Sample_status = Public on May 08 2007
!Sample_submission_date = Apr 27 2007
!Sample_last_update_date = May 07 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = TB2544DF1T10
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Tissue
!Sample_characteristics_ch1 = TB2544DF1T10
!Sample_growth_protocol_ch1 = Ovary; Carcinoma, NOS
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was isolated from frozen tumors or cultured cells by overnight digestion, phenol-chloroform extraction and ethanol precipitation.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = One Âµg of tumor and reference DNA were labeled with Cy3 or Cy5, respectively (Amersham, Piscataway, NJ) using the BioPrime random-primed labeling kit (Invitrogen, Carlsbad, CA).  Labeled tumor and reference DNA were combined and precipitated with human Cot-1 DNA to reduce non-specific binding.
!Sample_source_name_ch2 = pooled reference
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = pooled reference
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Genomic DNA was isolated from frozen tumors or cultured cells by overnight digestion, phenol-chloroform extraction and ethanol precipitation.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = One Âµg of tumor and reference DNA were labeled with Cy3 or Cy5, respectively (Amersham, Piscataway, NJ) using the BioPrime random-primed labeling kit (Invitrogen, Carlsbad, CA).  Labeled tumor and reference DNA were combined and precipitated with human Cot-1 DNA to reduce non-specific binding.
!Sample_hyb_protocol = DNA was resuspended and hybridized to the array for 72h at 37oC on a rotating platform. Additional details are found in: Greshock, J, Naylor, TL, Margolin, A, et al. 1-Mb resolution array-based comparative genomic hybridization using a BAC clone set optimized for cancer gene analysis. Genome Res 2004; 14: 179-87
!Sample_scan_protocol = Images were scanned with an Axon 4500 microarray scanner (Axon, Union City, CA) and analyzed with GenePix 3.0 software (Axon).
!Sample_description = Ovary; Carcinoma, NOS; University of Pennsylvania; 4/1/2004
!Sample_data_processing = All spots were subjected to a pin-tip normalization.
!Sample_platform_id = GPL4894
!Sample_contact_name = Joel,,Greshock
!Sample_contact_department = Translational Medicine, Oncology
!Sample_contact_institute = GlaxoSmithKline
!Sample_contact_address = 2301 Renaissance Blvd.
!Sample_contact_city = King of Prussia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19406
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM185nnn/GSM185411/suppl/GSM185411.gpr.gz
!Sample_series_id = GSE7692
!Sample_data_row_count = 3498
#ID_REF = 
#SLIDE = Slide/Exeriment Identifier
#Dia = Spot Diameter in Pixels
#F635_Median = Median foreground measurement of Cy5 channel
#F635_Mean = Mean foreground measurement of Cy5 channel
#F635_SD = Standard Deviation of foreground measurement of Cy5 channel
#B635_Median = Median background of Cy5 channel
#B635_Mean = Mean background of Cy5 channel
#B635_SD = Standard deviation of background of Cy5 channel
#PCT_GT_B635_1SD = Percent of pixels > 1 standard deviation above background for Cy5 channel
#PCT_GT_B635_2SD = Percent of pixels > 2 standard deviation above background for Cy5 channel
#F635_PCT_Sat = Percent of pixels that are saturated for Cy5 channel
#F532_Median = Median foreground measurement of Cy3 channel
#F532_Mean = Mean foreground measurement of Cy3 channel
#F532_SD = Standard Deviation of foreground measurement of Cy3 channel
#B532_Median = Median background of Cy3 channel
#B532_Mean = Mean background of Cy3 channel
#B532_SD = Standard deviation of background of Cy3 channel
#PCT_GT_B532_1SD = Percent of pixels > 1 standard deviation above background for Cy5 channel
#PCT_GT_B532_2SD = Percent of pixels > 2 standard deviation above background for Cy5 channel
#F532_PCT_Sat = Percent of pixels that are saturated for Cy3 channel
#Ratio_of_Medians_532_635 = Ratio of median pixel values (Cy3/Cy5)
#Ratio_of_Means_532_635 = Ratio of mean pixel values (Cy3/Cy5)
#Median_of_Ratios_532_635 = Median of all individual pixel ratios (Cy3/Cy5)
#Mean_of_Ratios_532_635 = Mean of all individual pixel ratios (Cy3/Cy5)
#Ratios_SD_532_635 = Standard deviation of all individual pixel ratios (Cy3/Cy5)
#Rgn_Ratio_532_635 = Red to green ratio
#Rgn_R2_532_635 = Red to green correlation
#F_Pixels = The number of pixels analyzed as foreground (both Cy3 and Cy5 uses same exact pixels)
#B_Pixels = The number of pixels analyzed as background (same for Cy3 and Cy5)
#Sum_of_Medians = Sum of Pixel intensity medians
#Sum_of_Means = Sum of Pixel intensity means
#Log_Ratio_532_635 = Log base 2 of the Cy3/Cy5 ratio
#F635_Median_B635 = Median Foreground intensity minus Background intensity, Cy5 channel
#F532_Median_B532 = Median Foreground intensity minus Background intensity, Cy3 channel
#F635_Mean_B635 = Mean Foreground intensity minus Background intensity, Cy5 channel
#F532_Mean_B532 = Mean Foreground intensity minus Background intensity, Cy3 channel
#Ratio_Median = Median Cy3/Cy5 ratio (using the Background corrected ratio of medians) for that specific print tip
#Cy3_corrected = Adjusted background corrected intensity (by print tip)= F532_Median_B532 / Ratio_Median_Tip
#VALUE = log(GREENsignal/REDsignal) per feature (processed signals used).
#A = mean log intensity
#Sig_var_mean_Cy3 = Signal variation from mean intsity for Cy3 channel
#Sig_var_mean_Cy5 = Signal variation from mean intsity for Cy5 channel
#Mean_med_corr_Cy3 = Mean-Median correlation for Cy3 channel
#Mean_med_corr_Cy5 = Mean-Median correlation for Cy5 channel
!sample_table_begin
ID_REF	SLIDE	Dia	F635_Median	F635_Mean	F635_SD	B635_Median	B635_Mean	B635_SD	PCT_GT_B635_1SD	PCT_GT_B635_2SD	F635_PCT_Sat	F532_Median	F532_Mean	F532_SD	B532_Median	B532_Mean	B532_SD	PCT_GT_B532_1SD	PCT_GT_B532_2SD	F532_PCT_Sat	Ratio_of_Medians_532_635	Ratio_of_Means_532_635	Median_of_Ratios_532_635	Mean_of_Ratios_532_635	Ratios_SD_532_635	Rgn_Ratio_532_635	Rgn_R2_532_635	F_Pixels	B_Pixels	Sum_of_Medians	Sum_of_Means	Log_Ratio_532_635	F635_Median_B635	F532_Median_B532	F635_Mean_B635	F532_Mean_B532	Ratio_Median	Cy3_corrected	VALUE	A	Sig_var_mean_Cy3	Sig_var_mean_Cy5	Mean_med_corr_Cy3	Mean_med_corr_Cy5
RP11-458D3	12886618	130	6419.66666666667	6472	2568	474	571.333333333333	1245.66666666667	98.6666666666667	85	0	4176.66666666667	4298.33333333333	1347.33333333333	462.333333333333	542.666666666667	1068.66666666667	98.3333333333333	84.6666666666667	0	0.633333333333333	0.645333333333333	0.648666666666667	0.686	1.406	0.611666666666667	0.913	120	690	9660	9834	-0.663333333333333	5945.66666666667	3714.33333333333	5998	3836	0.662	5623.37084003927	0.957662093783939	12.1811593174772	0.685287830540787	0.593410423184126	0.965769529253848	0.954355220811791
RP11-69E9	12886618	133.333333333333	12788.3333333333	11485.6666666667	5836.33333333333	445	781.333333333333	1738	86.3333333333333	76.3333333333333	0	9922.66666666667	8895.33333333333	4222.66666666667	443	668.333333333333	1292.66666666667	91.6666666666667	78	0	0.768333333333333	0.777666666666667	0.781	0.818	1.326	0.763666666666667	0.966666666666667	132	660.666666666667	21823	19493	-0.38	12343.3333333333	9479.66666666667	11040.6666666667	8452.33333333333	0.668333333333333	14260.026571264	1.15002189239175	13.1597973545091	0.507307234822354	0.464272429368061	0.889550573981663	0.915066242594055
RP11-67E18	12886618	133.333333333333	16876	14247	8189.33333333333	457	631.666666666667	1261.33333333333	99	89.3333333333333	0	20845.6666666667	17781	9790.33333333333	521.666666666667	667	1164.33333333333	98.6666666666667	92.3333333333333	0	1.237	1.251	1.23866666666667	1.27266666666667	2.001	1.27166666666667	0.774666666666667	132	610.333333333333	36743	31049.3333333333	0.307	16419	20324	13790	17259.3333333333	0.8	25405	1.54664621765996	14.1552206294027	0.448388667835483	0.424799617168864	0.849298363567638	0.839944706805108
RP11-291C17	12886618	140	9421.66666666667	9040	5434.66666666667	448.666666666667	743	1926.33333333333	87.6666666666667	72.3333333333333	0	8031.66666666667	7529.33333333333	3986	443.333333333333	625.666666666667	1234.33333333333	96.6666666666667	86	0	0.892333333333333	0.851666666666667	0.866333333333333	0.912	1.35366666666667	0.812666666666667	0.942333333333333	144	686.333333333333	16561.3333333333	15677.3333333333	-0.173666666666667	8973	7588.33333333333	8591.33333333333	7086	0.749666666666667	10505.0738315357	1.19384698039892	12.8170260638147	0.463733051976969	0.391839512982874	0.922978611050582	0.906496123812714
RP11-506N24	12886618	120	12728.3333333333	11920.3333333333	3623.66666666667	467.333333333333	522	483.333333333333	100	99.6666666666667	0	8592	8145	2332.33333333333	451.666666666667	492.333333333333	255	99.6666666666667	99.3333333333333	0	0.664	0.672333333333333	0.674666666666667	0.670666666666667	1.244	0.669	0.966	120	665	20401.3333333333	19146.3333333333	-0.590666666666667	12261	8140.33333333333	11453	7693.33333333333	0.671	12150.8938482695	0.990173188372349	13.2826438645258	0.712415700910432	0.695709542511707	0.94532001933045	0.933860899229179
RP11-262N9	12886618	130	8486	9141.33333333333	6090.33333333333	416.333333333333	477.666666666667	532.666666666667	95.6666666666667	91	0	8651.66666666667	9365	5705.33333333333	506	539.666666666667	317.666666666667	100	100	0	1.00666666666667	1.01733333333333	1.06566666666667	1.165	1.77233333333333	0.993333333333333	0.871	120	725.333333333333	16215.3333333333	17584	0.00833333333333334	8069.66666666667	8145.66666666667	8725	8859	0.8	10182.0833333333	1.2581385950193	12.9624363954729	0.387074544638795	0.330366435343354	0.91172077969517	0.919981203294281
RP11-498J1	12886618	126.666666666667	9949	9834.66666666667	5646	451.666666666667	672.333333333333	1426.66666666667	85.6666666666667	66.6666666666667	0	8383.33333333333	8245.33333333333	4313	454.666666666667	594	1075.66666666667	93.3333333333333	70.6666666666667	0	0.873666666666667	0.847333333333333	0.877666666666667	0.897	1.37633333333333	0.845666666666667	0.948333333333333	120	707	17426	17173.6666666667	-0.198	9497.33333333333	7928.66666666667	9383	7790.66666666667	0.645	12315.0200814833	1.35471483856894	12.4787996590072	0.50780036837537	0.43540622950794	0.941671726464241	0.912946868487722
RP11-335F1	12886618	140	4719.33333333333	4897.33333333333	2773	384.333333333333	521.333333333333	880.333333333333	91.3333333333333	77	0	4069	4209.33333333333	1990.66666666667	472.333333333333	661.666666666667	1961.33333333333	77.6666666666667	59	0	0.844	0.84	0.844333333333333	0.891666666666667	1.957	0.776	0.718333333333333	156	659.333333333333	7931.66666666667	8250	-0.245333333333333	4335	3596.66666666667	4513	3737	0.8	4495.83333333333	1.05510814808666	11.5397905915428	0.521644498328845	0.417687337486149	0.918316401834142	0.909309050097779
RP11-260B11	12886618	106.666666666667	2548.33333333333	2602	709.666666666667	449.666666666667	483.333333333333	238	100	99.3333333333333	0	2538.66666666667	2531.66666666667	601.333333333333	460	473.333333333333	174.333333333333	100	100	0	0.992	0.962333333333333	0.970333333333333	0.978	1.37633333333333	0.934	0.821	80	568.333333333333	4177.33333333333	4224	-0.0136666666666667	2098.66666666667	2078.66666666667	2152.33333333333	2071.66666666667	0.665333333333333	3124.73524685948	1.4903817006499	11.0272261754154	0.762915273539991	0.727283333576642	0.99044794860802	0.956711295458867
RP11-367E10	12886618	140	10029	10268.3333333333	4935	448	684	1366.66666666667	97.6666666666667	88.3333333333333	0	9547	9539.66666666667	3886	522	712	1220.33333333333	99	90.3333333333333	0	0.945	0.918666666666667	0.948333333333333	0.963666666666667	1.67166666666667	0.872666666666667	0.820666666666667	156	722.333333333333	18606	18838	-0.0836666666666667	9581	9025	9820.33333333333	9017.66666666667	0.8	11281.25	1.18113943235172	13.1804593970613	0.592597733375312	0.518247273029752	0.989690080469239	0.96399468922686
CTD-2341I10	12886618	130	7646.66666666667	9238	5036	429.333333333333	593	1095	90.3333333333333	84	0	5917.66666666667	7082	3777	449.333333333333	549	715.333333333333	88.3333333333333	85	0	0.794666666666667	0.773666666666667	0.778333333333333	0.8	1.49566666666667	0.765666666666667	0.950666666666667	120	719.333333333333	12685.6666666667	15441.3333333333	-0.337333333333333	7217.33333333333	5468.33333333333	8808.66666666667	6632.66666666667	0.668333333333333	8228.20906959768	1.18784875072634	12.36032269366	0.39449299931762	0.366387034568752	0.803028906212722	0.785834776288409
