^SAMPLE = GSM186600
!Sample_title = Breast, NOS (excludes Skin of breast C44.5), Ductal carcinoma (12432124)
!Sample_geo_accession = GSM186600
!Sample_status = Public on May 08 2007
!Sample_submission_date = May 02 2007
!Sample_last_update_date = May 07 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = TB0455DF1T10
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Tissue
!Sample_characteristics_ch1 = TB0455DF1T10
!Sample_growth_protocol_ch1 = "Breast, NOS (excludes Skin of breast C44.5)"; Ductal carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was isolated from frozen tumors or cultured cells by overnight digestion, phenol-chloroform extraction and ethanol precipitation.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = One Âµg of tumor and reference DNA were labeled with Cy3 or Cy5, respectively (Amersham, Piscataway, NJ) using the BioPrime random-primed labeling kit (Invitrogen, Carlsbad, CA).  Labeled tumor and reference DNA were combined and precipitated with human Cot-1 DNA to reduce non-specific binding.
!Sample_source_name_ch2 = pooled male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = pooled male
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Genomic DNA was isolated from frozen tumors or cultured cells by overnight digestion, phenol-chloroform extraction and ethanol precipitation.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = One Âµg of tumor and reference DNA were labeled with Cy3 or Cy5, respectively (Amersham, Piscataway, NJ) using the BioPrime random-primed labeling kit (Invitrogen, Carlsbad, CA).  Labeled tumor and reference DNA were combined and precipitated with human Cot-1 DNA to reduce non-specific binding.
!Sample_hyb_protocol = DNA was resuspended and hybridized to the array for 72h at 37oC on a rotating platform. Additional details are found in: Greshock, J, Naylor, TL, Margolin, A, et al. 1-Mb resolution array-based comparative genomic hybridization using a BAC clone set optimized for cancer gene analysis. Genome Res 2004; 14: 179-87
!Sample_scan_protocol = Images were scanned with an Axon 4500 microarray scanner (Axon, Union City, CA) and analyzed with GenePix 3.0 software (Axon).
!Sample_description = "Breast, NOS (excludes Skin of breast C44.5)"; Ductal carcinoma; University of Pennsylvania; 10/8/2002
!Sample_data_processing = All spots were subjected to a pin-tip normalization.
!Sample_platform_id = GPL4894
!Sample_contact_name = Joel,,Greshock
!Sample_contact_department = Translational Medicine, Oncology
!Sample_contact_institute = GlaxoSmithKline
!Sample_contact_address = 2301 Renaissance Blvd.
!Sample_contact_city = King of Prussia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19406
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM186nnn/GSM186600/suppl/GSM186600.gpr.gz
!Sample_series_id = GSE7692
!Sample_data_row_count = 2820
#ID_REF = 
#SLIDE = Slide/Exeriment Identifier
#Dia = Spot Diameter in Pixels
#F635_Median = Median foreground measurement of Cy5 channel
#F635_Mean = Mean foreground measurement of Cy5 channel
#F635_SD = Standard Deviation of foreground measurement of Cy5 channel
#B635_Median = Median background of Cy5 channel
#B635_Mean = Mean background of Cy5 channel
#B635_SD = Standard deviation of background of Cy5 channel
#PCT_GT_B635_1SD = Percent of pixels > 1 standard deviation above background for Cy5 channel
#PCT_GT_B635_2SD = Percent of pixels > 2 standard deviation above background for Cy5 channel
#F635_PCT_Sat = Percent of pixels that are saturated for Cy5 channel
#F532_Median = Median foreground measurement of Cy3 channel
#F532_Mean = Mean foreground measurement of Cy3 channel
#F532_SD = Standard Deviation of foreground measurement of Cy3 channel
#B532_Median = Median background of Cy3 channel
#B532_Mean = Mean background of Cy3 channel
#B532_SD = Standard deviation of background of Cy3 channel
#PCT_GT_B532_1SD = Percent of pixels > 1 standard deviation above background for Cy5 channel
#PCT_GT_B532_2SD = Percent of pixels > 2 standard deviation above background for Cy5 channel
#F532_PCT_Sat = Percent of pixels that are saturated for Cy3 channel
#Ratio_of_Medians_532_635 = Ratio of median pixel values (Cy3/Cy5)
#Ratio_of_Means_532_635 = Ratio of mean pixel values (Cy3/Cy5)
#Median_of_Ratios_532_635 = Median of all individual pixel ratios (Cy3/Cy5)
#Mean_of_Ratios_532_635 = Mean of all individual pixel ratios (Cy3/Cy5)
#Ratios_SD_532_635 = Standard deviation of all individual pixel ratios (Cy3/Cy5)
#Rgn_Ratio_532_635 = Red to green ratio
#Rgn_R2_532_635 = Red to green correlation
#F_Pixels = The number of pixels analyzed as foreground (both Cy3 and Cy5 uses same exact pixels)
#B_Pixels = The number of pixels analyzed as background (same for Cy3 and Cy5)
#Sum_of_Medians = Sum of Pixel intensity medians
#Sum_of_Means = Sum of Pixel intensity means
#Log_Ratio_532_635 = Log base 2 of the Cy3/Cy5 ratio
#F635_Median_B635 = Median Foreground intensity minus Background intensity, Cy5 channel
#F532_Median_B532 = Median Foreground intensity minus Background intensity, Cy3 channel
#F635_Mean_B635 = Mean Foreground intensity minus Background intensity, Cy5 channel
#F532_Mean_B532 = Mean Foreground intensity minus Background intensity, Cy3 channel
#Ratio_Median = Median Cy3/Cy5 ratio (using the Background corrected ratio of medians) for that specific print tip
#Cy3_corrected = Adjusted background corrected intensity (by print tip)= F532_Median_B532 / Ratio_Median_Tip
#VALUE = log(GREENsignal/REDsignal) per feature (processed signals used).
#A = mean log intensity
#Sig_var_mean_Cy3 = Signal variation from mean intsity for Cy3 channel
#Sig_var_mean_Cy5 = Signal variation from mean intsity for Cy5 channel
#Mean_med_corr_Cy3 = Mean-Median correlation for Cy3 channel
#Mean_med_corr_Cy5 = Mean-Median correlation for Cy5 channel
!sample_table_begin
ID_REF	SLIDE	Dia	F635_Median	F635_Mean	F635_SD	B635_Median	B635_Mean	B635_SD	PCT_GT_B635_1SD	PCT_GT_B635_2SD	F635_PCT_Sat	F532_Median	F532_Mean	F532_SD	B532_Median	B532_Mean	B532_SD	PCT_GT_B532_1SD	PCT_GT_B532_2SD	F532_PCT_Sat	Ratio_of_Medians_532_635	Ratio_of_Means_532_635	Median_of_Ratios_532_635	Mean_of_Ratios_532_635	Ratios_SD_532_635	Rgn_Ratio_532_635	Rgn_R2_532_635	F_Pixels	B_Pixels	Sum_of_Medians	Sum_of_Means	Log_Ratio_532_635	F635_Median_B635	F532_Median_B532	F635_Mean_B635	F532_Mean_B532	Ratio_Median	Cy3_corrected	VALUE	A	Sig_var_mean_Cy3	Sig_var_mean_Cy5	Mean_med_corr_Cy3	Mean_med_corr_Cy5
RP11-458D3	12432124	210	626	719	383	221	243	109.5	88.5	78.5	0	1193.5	1280.5	435	469	488	178.5	95	87	0	1.794	1.641	1.649	1.7635	2.2775	1.6525	0.47	316	1048.5	1129.5	1309.5	0.8325	405	724.5	498	811.5	1.3275	545.762711864406	1.35166999974438	9.07756004284721	0.659392508863624	0.468026633819838	0.891419559516605	0.814424569802044
RP11-67E18	12432124	235	28990	30102.5	10067	505	580.5	188	100	100	0	25677.5	26976.5	9290	726	919.5	239	100	100	0	0.8815	0.897	0.872	0.9	1.1735	0.9	0.954	426	1212.5	53436.5	55848	-0.1935	28485	24951.5	29597.5	26250.5	1.079	23124.6524559778	0.817021325194081	14.6993868197684	0.655912253864885	0.663239577133633	0.94985858300309	0.964546653801003
RP11-291C17	12432124	225	13587	15479	7264	369	406	158	99.5	99.5	0	17223	20310	9333.5	575	604	195	100	99.5	0	1.2495	1.301	1.2775	1.307	1.2015	1.306	0.965	392	1434.5	29866	34845	0.3205	13218	16648	15110	19735	1.087	15315.5473781049	1.14960592677991	13.8059453930038	0.518568260792841	0.512506650762998	0.827430939126535	0.86146197745564
RP11-506N24	12432124	220	17568	18759	7658	383	417.5	155	100	100	0	18476	20133.5	8606	556	586.5	195.5	100	100	0	1.0455	1.0705	1.0455	1.0625	1.2105	1.085	0.963	392	915.5	35105	37953.5	0.0625	17185	17920	18376	19577.5	1.087	16485.7405703772	0.961739418811529	14.0978015856248	0.573472152083442	0.592749626626113	0.917847098332424	0.939679927944529
RP11-498J1	12432124	210	10276	11033.5	4438.5	247	276.5	120.5	100	100	0	12018.5	12784	5290	475	497	177	100	100	0	1.1555	1.1465	1.1165	1.1365	1.2185	1.1635	0.963	316	1525	21572.5	23095.5	0.2065	10029	11543.5	10786.5	12309	1.212	9524.33993399339	0.953502006078959	13.3914353378419	0.586132735547857	0.598219478782809	0.937805537856643	0.929989756436606
RP11-335F1	12432124	210	8871.5	9713.5	4202.5	491.5	530	193	100	100	0	11830.5	13247	5219	744.5	781.5	237	100	100	0	1.338	1.3735	1.3895	1.3965	1.2185	1.3635	0.9515	316	1225	19466	21724.5	0.415	8380	11086	9222	12502.5	1.162	9540.44750430292	1.15137972346738	13.2266142651184	0.605980943899882	0.572085935898681	0.886289122413148	0.908899355676072
RP11-501C13	12432124	205	765.5	805.5	301	391.5	433.5	159	80.5	57.5	0	1171.5	1209	370.5	559	604	196	90	76	0	1.6405	1.5725	1.536	1.5385	2.564	1.472	0.3495	316	977.5	986.5	1064	0.7105	374	612.5	414	650	1.087	563.477460901564	1.50924439791964	8.90168369900378	0.693401764747741	0.625550772933445	0.941969019845478	0.90378043009622
RP11-367E10	12432124	200	19978	21112	9080.5	523	562	197.5	100	100	0	22700	24047.5	8578	703.5	743.5	228.5	100	100	0	1.133	1.139	1.153	1.179	1.3105	1.105	0.9395	316	1213	41451.5	43933	0.179	19455	21996.5	20589	23344	1.162	18929.8623063684	0.974938757628627	14.3352902915219	0.64382104041062	0.570971862642127	0.942453667743821	0.947065728130706
RP11-338J16	12432124	145	882	903	331	382	448	153	86	70	0	1186.5	1306	514	593	656.5	197	87	69.5	0	1.186	1.369	1.4135	1.374	2.6585	1.726	0.316	156	1052	1093.5	1234	0.246	500	593.5	521	713	1.0685	555.451567618156	1.10996358299223	9.08730251806417	0.60543268747498	0.63430220853152	0.833092016773479	0.962329478054567
RP11-490K2	12432124	210	12445.5	13088.5	4383.5	271	301	123.5	100	100	0	12545	13311	4784	491	511.5	182.5	100	100	0	0.9905	1	0.9865	0.988	1.203	1.016	0.961	316	1189	24228.5	25637.5	-0.014	12174.5	12054	12817.5	12820	1.212	9945.54455445543	0.817115395025077	13.5642235004567	0.640134492476303	0.664544111158694	0.940601373686745	0.949970550211585
RP11-491P10	12432124	225	61030.5	53366.5	16365.5	528.5	562	208	99.5	99.5	32.5	58054.5	54520.5	12843	743	775	237.5	100	100	32	0.946	1.017	0.994	1.0605	1.6185	0.991	0.9065	392	1048.5	117813.5	106615.5	-0.0815	60502	57311.5	52838	53777.5	1.079	53115.3846153846	0.876767809150448	15.8433404016064	0.76341779541291	0.693061887916921	0.939803434947664	0.873504195168297
RP11-492D3	12432124	230	9973	11236.5	5007.5	375	408	156.5	100	100	0	14734.5	17425	8793	563.5	589	194.5	100	100	0	1.4805	1.56	1.4995	1.5095	1.244	1.6515	0.942	392	949	23769	27723	0.5625	9598	14171	10861.5	16861.5	1.087	13036.7985280589	1.36214757927221	13.5086221942493	0.495381358502231	0.556096665052398	0.840387975051623	0.885544752062998
RP11-541N19	12432124	215	10707	12100	6429.5	484	522	203.5	99.5	99.5	0	9931	10805.5	6066.5	722	780.5	242	99.5	99.5	0	0.8885	0.857	0.846	0.833	1.2785	0.8775	0.953	354	1180	19432	21699.5	-0.172	10223	9209	11616	10083.5	1.162	7925.12908777971	0.764675543856483	13.1789616539063	0.447835946212313	0.464757128589413	0.902059303926906	0.870390785813197
RP11-25L9	12432124	215	26622	29211	13398.5	453.5	509.5	183.5	100	99.5	0	27126.5	30306	13702.5	683.5	731	228	100	100	0.5	1.01	1.03	1	1.0335	1.353	1.031	0.9255	354	947	52611.5	58380	0.0125	26168.5	26443	28757.5	29622.5	1.1055	23919.4934418815	0.913671235325644	14.6816987005068	0.548794146330949	0.541254761097906	0.891840692656541	0.90998900079415
RP11-518H12	12432124	225	4363	5261	2842	221	249.5	110	99	99	0	6036	7900.5	4526	458.5	481	172	99.5	99.5	0	1.3775	1.514	1.5085	1.4925	1.3255	1.575	0.946	392	1029	9719.5	12482	0.4545	4142	5577.5	5040	7442	1.3275	4201.5065913371	1.03783808318603	12.2066367961032	0.425852534735265	0.457869265285087	0.748138807012169	0.821017133511179
RP11-35P20	12432124	210	28686	30870	11370.5	514	547	199	100	100	0	33354	35861.5	12707	716.5	749	229.5	100	100	0.5	1.166	1.164	1.1495	1.174	1.2925	1.166	0.941	316	981	60809.5	65501	0.2065	28172	32637.5	30356	35145	1.0365	31488.1813796431	1.12494130333302	14.8838582136829	0.640993621296565	0.633093491835131	0.92828138674654	0.927850648693552
