^SAMPLE = GSM185346
!Sample_title = Ovary, Cancer (12735649)
!Sample_geo_accession = GSM185346
!Sample_status = Public on May 08 2007
!Sample_submission_date = Apr 27 2007
!Sample_last_update_date = May 07 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = TB1375DF1T10
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Tissue
!Sample_characteristics_ch1 = TB1375DF1T10
!Sample_growth_protocol_ch1 = Ovary; Cancer
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was isolated from frozen tumors or cultured cells by overnight digestion, phenol-chloroform extraction and ethanol precipitation.
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = One Âµg of tumor and reference DNA were labeled with Cy3 or Cy5, respectively (Amersham, Piscataway, NJ) using the BioPrime random-primed labeling kit (Invitrogen, Carlsbad, CA).  Labeled tumor and reference DNA were combined and precipitated with human Cot-1 DNA to reduce non-specific binding.
!Sample_source_name_ch2 = pooled reference
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = pooled reference
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Genomic DNA was isolated from frozen tumors or cultured cells by overnight digestion, phenol-chloroform extraction and ethanol precipitation.
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = One Âµg of tumor and reference DNA were labeled with Cy3 or Cy5, respectively (Amersham, Piscataway, NJ) using the BioPrime random-primed labeling kit (Invitrogen, Carlsbad, CA).  Labeled tumor and reference DNA were combined and precipitated with human Cot-1 DNA to reduce non-specific binding.
!Sample_hyb_protocol = DNA was resuspended and hybridized to the array for 72h at 37oC on a rotating platform. Additional details are found in: Greshock, J, Naylor, TL, Margolin, A, et al. 1-Mb resolution array-based comparative genomic hybridization using a BAC clone set optimized for cancer gene analysis. Genome Res 2004; 14: 179-87
!Sample_scan_protocol = Images were scanned with an Axon 4500 microarray scanner (Axon, Union City, CA) and analyzed with GenePix 3.0 software (Axon).
!Sample_description = Ovary; Cancer; University of Pennsylvania; 10/24/2003
!Sample_data_processing = All spots were subjected to a pin-tip normalization.
!Sample_platform_id = GPL4894
!Sample_contact_name = Joel,,Greshock
!Sample_contact_department = Translational Medicine, Oncology
!Sample_contact_institute = GlaxoSmithKline
!Sample_contact_address = 2301 Renaissance Blvd.
!Sample_contact_city = King of Prussia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19406
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM185nnn/GSM185346/suppl/GSM185346.gpr.gz
!Sample_series_id = GSE7692
!Sample_data_row_count = 2834
#ID_REF = 
#SLIDE = Slide/Exeriment Identifier
#Dia = Spot Diameter in Pixels
#F635_Median = Median foreground measurement of Cy5 channel
#F635_Mean = Mean foreground measurement of Cy5 channel
#F635_SD = Standard Deviation of foreground measurement of Cy5 channel
#B635_Median = Median background of Cy5 channel
#B635_Mean = Mean background of Cy5 channel
#B635_SD = Standard deviation of background of Cy5 channel
#PCT_GT_B635_1SD = Percent of pixels > 1 standard deviation above background for Cy5 channel
#PCT_GT_B635_2SD = Percent of pixels > 2 standard deviation above background for Cy5 channel
#F635_PCT_Sat = Percent of pixels that are saturated for Cy5 channel
#F532_Median = Median foreground measurement of Cy3 channel
#F532_Mean = Mean foreground measurement of Cy3 channel
#F532_SD = Standard Deviation of foreground measurement of Cy3 channel
#B532_Median = Median background of Cy3 channel
#B532_Mean = Mean background of Cy3 channel
#B532_SD = Standard deviation of background of Cy3 channel
#PCT_GT_B532_1SD = Percent of pixels > 1 standard deviation above background for Cy5 channel
#PCT_GT_B532_2SD = Percent of pixels > 2 standard deviation above background for Cy5 channel
#F532_PCT_Sat = Percent of pixels that are saturated for Cy3 channel
#Ratio_of_Medians_532_635 = Ratio of median pixel values (Cy3/Cy5)
#Ratio_of_Means_532_635 = Ratio of mean pixel values (Cy3/Cy5)
#Median_of_Ratios_532_635 = Median of all individual pixel ratios (Cy3/Cy5)
#Mean_of_Ratios_532_635 = Mean of all individual pixel ratios (Cy3/Cy5)
#Ratios_SD_532_635 = Standard deviation of all individual pixel ratios (Cy3/Cy5)
#Rgn_Ratio_532_635 = Red to green ratio
#Rgn_R2_532_635 = Red to green correlation
#F_Pixels = The number of pixels analyzed as foreground (both Cy3 and Cy5 uses same exact pixels)
#B_Pixels = The number of pixels analyzed as background (same for Cy3 and Cy5)
#Sum_of_Medians = Sum of Pixel intensity medians
#Sum_of_Means = Sum of Pixel intensity means
#Log_Ratio_532_635 = Log base 2 of the Cy3/Cy5 ratio
#F635_Median_B635 = Median Foreground intensity minus Background intensity, Cy5 channel
#F532_Median_B532 = Median Foreground intensity minus Background intensity, Cy3 channel
#F635_Mean_B635 = Mean Foreground intensity minus Background intensity, Cy5 channel
#F532_Mean_B532 = Mean Foreground intensity minus Background intensity, Cy3 channel
#Ratio_Median = Median Cy3/Cy5 ratio (using the Background corrected ratio of medians) for that specific print tip
#Cy3_corrected = Adjusted background corrected intensity (by print tip)= F532_Median_B532 / Ratio_Median_Tip
#VALUE = log(GREENsignal/REDsignal) per feature (processed signals used).
#A = mean log intensity
#Sig_var_mean_Cy3 = Signal variation from mean intsity for Cy3 channel
#Sig_var_mean_Cy5 = Signal variation from mean intsity for Cy5 channel
#Mean_med_corr_Cy3 = Mean-Median correlation for Cy3 channel
#Mean_med_corr_Cy5 = Mean-Median correlation for Cy5 channel
!sample_table_begin
ID_REF	SLIDE	Dia	F635_Median	F635_Mean	F635_SD	B635_Median	B635_Mean	B635_SD	PCT_GT_B635_1SD	PCT_GT_B635_2SD	F635_PCT_Sat	F532_Median	F532_Mean	F532_SD	B532_Median	B532_Mean	B532_SD	PCT_GT_B532_1SD	PCT_GT_B532_2SD	F532_PCT_Sat	Ratio_of_Medians_532_635	Ratio_of_Means_532_635	Median_of_Ratios_532_635	Mean_of_Ratios_532_635	Ratios_SD_532_635	Rgn_Ratio_532_635	Rgn_R2_532_635	F_Pixels	B_Pixels	Sum_of_Medians	Sum_of_Means	Log_Ratio_532_635	F635_Median_B635	F532_Median_B532	F635_Mean_B635	F532_Mean_B532	Ratio_Median	Cy3_corrected	VALUE	A	Sig_var_mean_Cy3	Sig_var_mean_Cy5	Mean_med_corr_Cy3	Mean_med_corr_Cy5
RP11-458D3	12735649	170	1679.5	1797	885.5	1635.5	1736	980	11	3	0	1071	1143	620	983	1041	499	18	6.5	0	2.9705	1.046	0.7755	0.7315	4.473	0.272	0.209	208	1043.5	132	321.5	1.25	44	88	161.5	160	0.62525	140.757334301946	4.75446134016779	5.82977413683832	0.459284944494615	0.507205172289924	0.561538461538462	0.255347593582888
RP11-69E9	12735649	160	7208	8370.66666666667	3936.66666666667	1566.33333333333	1937.66666666667	1852.66666666667	95.3333333333333	77.6666666666667	0	5658.66666666667	6683.66666666667	3177.66666666667	952.666666666667	1251.66666666667	1536.33333333333	97.3333333333333	77	0	0.835	0.843	0.846666666666667	0.855	1.49233333333333	0.839333333333333	0.841333333333333	208	556.666666666667	10347.6666666667	12535.3333333333	-0.261333333333333	5641.66666666667	4706	6804.33333333333	5731	0.596333333333333	7897.40145275794	1.4005162108098	12.3290441222954	0.524695896444002	0.530449462060149	0.820911029439618	0.829758826945093
RP11-67E18	12735649	160	10266.4	13756.2	9109.8	1754.2	2135	2125.4	97	85.6	0	4964	6737.8	4771.4	1035.4	1189.2	1030.4	93.4	79.2	0	0.4762	0.4922	0.4828	0.472	1.4854	0.5142	0.8854	190.4	502.6	12440.8	17704.4	-1.0854	8512.2	3928.6	12002	5702.4	0.584	6727.05479452055	0.815436622286628	12.4484957720178	0.329227562877554	0.378464568573093	0.715679508609167	0.733923766686984
RP11-291C17	12735649	170	6334	8363	5082	1489.33333333333	1669.33333333333	1364.66666666667	95.6666666666667	82.3333333333333	0	3858.33333333333	5233.66666666667	3785	894.666666666667	977.666666666667	601.666666666667	98	89.6666666666667	0	0.611	0.630666666666667	0.605333333333333	0.591	1.65633333333333	0.701666666666667	0.851333333333333	208	491.666666666667	7808.33333333333	11212.6666666667	-0.711	4844.66666666667	2963.66666666667	6873.66666666667	4339	0.580333333333333	5108.65169300406	1.0528396670291	11.8829014436887	0.274502250722735	0.391345077481653	0.682560044584964	0.704335502510333
RP11-262N9	12735649	150	15695.3333333333	16262.6666666667	4588	1835.33333333333	2044.33333333333	1884	99.6666666666667	99	0	8366.66666666667	8596.33333333333	2706.33333333333	1074	1185	1058.66666666667	98	96.6666666666667	0	0.519	0.512333333333333	0.509	0.501666666666667	1.34166666666667	0.504333333333333	0.911666666666667	173.333333333333	810	21152.6666666667	21949.6666666667	-0.959666666666667	13860	7292.66666666667	14427.3333333333	7522.33333333333	0.584	12487.4429223744	0.888389661187021	13.2590966081711	0.700475606258373	0.722187785624947	0.973341005812521	0.962223524926773
RP11-498J1	12735649	160	8564.33333333333	9839	4817.66666666667	1437	1491.66666666667	640	99.6666666666667	99.6666666666667	0	5950.33333333333	7153.66666666667	3988	887	926.333333333333	375.333333333333	98.6666666666667	98.3333333333333	0	0.711333333333333	0.746333333333333	0.737	0.723333333333333	1.571	0.775333333333333	0.870333333333333	208	815	12190.6666666667	14668.6666666667	-0.491666666666667	7127.33333333333	5063.33333333333	8402	6266.66666666667	0.614	8249.85983430484	1.15855096064324	12.5483954805523	0.441348755161173	0.509989478872645	0.807231284831176	0.847002109165813
RP11-335F1	12735649	113.333333333333	4974.66666666667	5421	2735.33333333333	1881.33333333333	2118	1612.66666666667	46.6666666666667	36.6666666666667	0	2685.66666666667	2590.66666666667	1453.33333333333	1057.33333333333	1188	1038.66666666667	48	37	0	0.850666666666667	0.557666666666667	0.555666666666667	0.567666666666667	2.671	0.467333333333333	0.513	106.666666666667	442	4721.66666666667	5073	-0.309	3093.33333333333	1628.33333333333	3539.66666666667	1533.33333333333	0.584	2788.24200913242	1.45623353300742	9.05043254716735	0.383800750192287	0.439360043673144	0.652658118156093	0.5368398000693
RP11-260B11	12735649	171.111111111111	9044.22222222222	10872.5555555556	6011.88888888889	1849	2668.66666666667	2798.33333333333	90.2222222222222	63.6666666666667	0	5772.55555555556	7972.55555555556	5103.55555555556	1038.66666666667	1707.44444444444	2166	90.2222222222222	69.6666666666667	0	0.644777777777778	0.680444444444444	0.670333333333333	0.673222222222222	1.66655555555556	0.646888888888889	0.777777777777778	221.333333333333	924.666666666667	11929.1111111111	15957.4444444444	-0.641111111111111	7195.22222222222	4733.88888888889	9023.55555555555	6933.88888888889	0.579111111111111	8159.18653660422	1.11498921576209	12.223593172793	0.449805960533985	0.45656813062839	0.790527462373546	0.811560218289364
CTD-2341I10	12735649	160	11624.6666666667	12740.6666666667	4736.66666666667	1488.33333333333	1648.33333333333	933.666666666667	100	99.6666666666667	0	5427	6096.33333333333	2563	909	987	540.666666666667	99.6666666666667	99.3333333333333	0	0.446	0.461333333333333	0.456	0.451666666666667	1.354	0.468666666666667	0.874	208	813.666666666667	14654.3333333333	16439.6666666667	-1.165	10136.3333333333	4518	11252.3333333333	5187.33333333333	0.596333333333333	7579.45532452525	0.747791476710283	12.7236846267303	0.579576829791837	0.62798871386389	0.871153151508266	0.90068072421828
RP11-490K2	12735649	156.666666666667	9030	10421.3333333333	4498.33333333333	1703.66666666667	2630.33333333333	3889.33333333333	80.3333333333333	58.6666666666667	0	6306.66666666667	7650.66666666667	3923.33333333333	1026.66666666667	1653.66666666667	2693.66666666667	80.3333333333333	61.3333333333333	0	0.720666666666667	0.759666666666667	0.746333333333333	0.736666666666667	1.41366666666667	0.815	0.879333333333333	190.666666666667	622.333333333333	12606.3333333333	15341.6666666667	-0.472333333333333	7326.33333333333	5280	8717.66666666667	6624	0.614333333333333	8598.30793100787	1.17327241133862	12.5970355734109	0.492662877244531	0.573160712615871	0.801457877478515	0.844639033076688
RP11-491P10	12735649	132.5	10319.25	12305	6665.25	1888.75	2091.5	1407	94.25	87.25	0	6932.25	8593.25	5531	1058.25	1156.75	874.75	96.5	90.75	0	0.798	0.78	0.79975	0.79	1.5625	0.79725	0.86625	151	432.5	14304.5	17951.25	-0.4065	8430.5	5874	10416.25	7535	0.584	10058.2191780822	1.36644302144095	12.5994966278703	0.3904147832766	0.482891365773835	0.788543026492975	0.805876157905667
