^SAMPLE = GSM503791
!Sample_title = tumor T2_Hpa2_Sty
!Sample_geo_accession = GSM503791
!Sample_status = Public on Jul 06 2010
!Sample_submission_date = Feb 01 2010
!Sample_last_update_date = Jul 06 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = micro-dissected tumor tissue
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: esophageal squamous cell carcinoma
!Sample_characteristics_ch1 = digestion enzyme: Hpa II
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Germline DNA was extracted and purified using standard methods and microdisected DNA was followed the ptotocol from Puregene DNA purification Tissue Kit (Gentra System Inc).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix).
!Sample_hyb_protocol = DNA was restric digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The array were then washed using Affymetrix fluidics stations, and scanned usingthe Affymetrix GeneChip Scanner 3000.
!Sample_description = Hybridized to 250K_Sty
!Sample_data_processing = The probe level measurements (PM and MM) were generated using Affymetrix Gtype software. Microarray data were normalized using a modified RMA method.
!Sample_platform_id = GPL3720
!Sample_contact_name = Howard,,Yang
!Sample_contact_email = yanghow@mail.nih.gov
!Sample_contact_phone = 2402765257
!Sample_contact_institute = NCI
!Sample_contact_address = 9609 Medical Center Dr.
!Sample_contact_city = Rockville
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20850
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM503nnn/GSM503791/suppl/GSM503791.CEL.gz
!Sample_series_id = GSE20123
!Sample_data_row_count = 238378
#ID_REF = 
#VALUE = RMA (Affy Gtype) normalized signal intensity
!sample_table_begin
ID_REF	VALUE
SNP_A-1780358	1.02410832844228
SNP_A-1780551	0.975772587229455
SNP_A-1780357	0.89750637897158
SNP_A-1780550	1.43450086168658
SNP_A-1780352	2.19224126182257
SNP_A-1780351	2.74546238604156
SNP_A-1780350	1.41888177154779
SNP_A-1780748	2.88938164114591
SNP_A-1780747	2.49593361266951
SNP_A-1780746	1.50528083432926
SNP_A-1780745	2.71461118323557
SNP_A-1780743	1.56632139826977
SNP_A-1780549	1.2655878838766
SNP_A-1780547	2.99633792633919
SNP_A-1780541	0.805370679638534
SNP_A-1780346	1.74235648988381
SNP_A-1780345	1.34043436110365
SNP_A-1780342	2.14424130843875
SNP_A-1780341	1.64758647559737
SNP_A-1780340	1.27846311891908
!sample_table_end
