^SAMPLE = GSM503527
!Sample_title = blood B24_gDNA_Sty
!Sample_geo_accession = GSM503527
!Sample_status = Public on Jul 06 2010
!Sample_submission_date = Feb 01 2010
!Sample_last_update_date = Jul 06 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = venous blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: blood
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Germline DNA was extracted and purified using standard methods and microdisected DNA was followed the ptotocol from Puregene DNA purification Tissue Kit (Gentra System Inc).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix).
!Sample_hyb_protocol = DNA was restric digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The array were then washed using Affymetrix fluidics stations, and scanned usingthe Affymetrix GeneChip Scanner 3000.
!Sample_description = Hybridized to 250K_Sty
!Sample_data_processing = The probe level measurements (PM and MM) were generated using Affymetrix Gtype software. Microarray data were normalized using a modified RMA method.
!Sample_platform_id = GPL3720
!Sample_contact_name = Howard,,Yang
!Sample_contact_email = yanghow@mail.nih.gov
!Sample_contact_phone = 2402765257
!Sample_contact_institute = NCI
!Sample_contact_address = 9609 Medical Center Dr.
!Sample_contact_city = Rockville
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20850
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM503nnn/GSM503527/suppl/GSM503527.CEL.gz
!Sample_series_id = GSE20123
!Sample_data_row_count = 238378
#ID_REF = 
#VALUE = RMA (Affy Gtype) normalized signal intensity
!sample_table_begin
ID_REF	VALUE
SNP_A-1780358	2.24141098060113
SNP_A-1780551	1.58410413557466
SNP_A-1780357	0.821441615348494
SNP_A-1780550	1.66822198361583
SNP_A-1780352	1.26842234823343
SNP_A-1780351	1.63319149862932
SNP_A-1780350	1.84342476509416
SNP_A-1780748	2.95822796501682
SNP_A-1780747	2.83211781121312
SNP_A-1780746	2.13563641557395
SNP_A-1780745	2.59934098796093
SNP_A-1780743	1.88160704230251
SNP_A-1780549	1.46943229757552
SNP_A-1780547	1.9241813974303
SNP_A-1780541	1.44245746300564
SNP_A-1780346	1.44984494811994
SNP_A-1780345	1.3116175949155
SNP_A-1780342	1.9658666721115
SNP_A-1780341	1.32789697114205
SNP_A-1780340	1.34856740633896
!sample_table_end
