^SAMPLE = GSM30619
!Sample_title = aCGH:98-10708-A2-Melanoma (DNA from PAP)(Male)
!Sample_geo_accession = GSM30619
!Sample_status = Public on Feb 09 2005
!Sample_submission_date = Sep 14 2004
!Sample_last_update_date = May 27 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cy3 - XY DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Cy5 - 98-10708-A2-Melanoma (DNA from PAP)(Male)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Simple annotation: aCGH, aCGH tumor tissue
!Sample_description = Image: http://genome-www5.stanford.edu/MicroArray/gifs/2002-12/35273.gif
!Sample_platform_id = GPL1448
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE1755
!Sample_data_row_count = 43104
#ID_REF = ID_REF
#VALUE = aka LOG_RAT2N_MEAN; Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
#CH1I_MEAN = Mean feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEAN = Mean feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEDIAN = The median feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_MEDIAN = The median feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH1D_MEAN = The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = .The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1I_MEDIAN = Median feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEDIAN = Median feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEAN = The mean feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = The mean feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Background
#CH1D_MEDIAN = The median feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH2D_MEDIAN = The median feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH1_PER_SAT = The percentage of feature pixels at wavelength 532 nm that are saturated.; Type: integer; Scale: linear_scale
#CH2_PER_SAT = The percentage of feature pixels at wavelength 635 nm that are saturated.; Type: integer; Scale: linear_scale
#CH1I_SD = The standard deviation of the feature intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_SD = The standard deviation of the feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_SD = The standard deviation of the feature background intensity at wavelength 532 nm.; Type: float; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_SD = The standard deviation of the feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PERGTBCH1I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#SUM_MEAN = The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#SUM_MEDIAN = The sum of the median intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#RAT1_MEAN = Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 1/Channel 2 ratio, (CH1I_MEAN - CH1B_MEDIAN)/(CH2I_MEAN - CH2B_MEDIAN) or Green/Red ratio.; Type: float; Scale: linear_scale
#RAT2_MEAN = The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_MEDIAN = The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEAN = The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEDIAN = The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_SD = The geometric standard deviation of the pixel intensity ratios.; Type: float; Scale: linear_scale
#TOT_SPIX = The total number of feature pixels.; Type: integer; Scale: linear_scale
#TOT_BPIX = The total number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#DIAMETER = The diameter in um of the feature-indicator.; Type: integer; Scale: linear_scale
#X_COORD = X-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#Y_COORD = Y-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.; Type: integer; Scale: linear_scale
!sample_table_begin
ID_REF	VALUE	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1I_MEDIAN	CH2I_MEDIAN	CH1B_MEAN	CH2B_MEAN	CH1D_MEDIAN	CH2D_MEDIAN	CH1_PER_SAT	CH2_PER_SAT	CH1I_SD	CH2I_SD	CH1B_SD	CH2B_SD	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PERGTBCH1I_2SD	PERGTBCH2I_2SD	SUM_MEAN	SUM_MEDIAN	RAT1_MEAN	RAT2_MEAN	RAT2_MEDIAN	PIX_RAT2_MEAN	PIX_RAT2_MEDIAN	RAT2_SD	TOT_SPIX	TOT_BPIX	REGR	CORR	DIAMETER	X_COORD	Y_COORD	TOP	BOT	LEFT	RIGHT	FLAG
1	-1.176																																										
2	0.26	624	417	209	258	415	159	610	413	213	262	401	155	0	0	135	79	39	54	100	96	100	68	574	556	2.61	0.383	0.387	0.329	0.386	2.132	32	201	0.397	0.74	70	2310	7170	89	96	99	106	0
3	0.852	278	292	207	251	71	41	240	279	206	255	33	28	0	0	104	63	29	54	51	32	40	15	112	61	1.732	0.577	0.848	0.775	0.615	2.484	52	282	0.657	0.47	80	2480	7170	89	97	116	124	-50
4	0.099	484	358	201	261	283	97	479	346	203	262	278	85	0	0	114	68	32	55	96	65	96	31	380	363	2.918	0.343	0.306	0.287	0.341	2.32	32	160	0.378	0.61	60	2610	7180	91	97	130	136	0
5	-0.396	906	442	211	273	695	169	874	448	222	274	663	175	0	0	241	87	77	55	100	90	100	75	864	838	4.112	0.243	0.264	0.235	0.228	1.505	32	217	0.231	0.77	70	2750	7160	88	95	143	150	0
6	0.293	668	453	209	273	459	180	599	446	208	276	390	173	0	0	229	107	32	59	100	90	96	68	639	563	2.55	0.392	0.444	0.361	0.414	1.833	32	214	0.404	0.78	70	2910	7180	90	97	159	166	0
7	-0.398	702	393	208	273	494	120	680	395	206	278	472	122	0	0	166	87	33	55	100	78	100	59	614	594	4.117	0.243	0.258	0.219	0.226	2.4	32	169	0.214	0.6	60	3040	7180	91	97	173	179	0
8	-0.198	721	420	212	278	509	142	703	409	211	280	491	131	0	0	293	117	30	58	94	73	90	55	651	622	3.585	0.279	0.267	0.261	0.303	2.131	52	288	0.315	0.79	80	3210	7170	89	97	189	197	0
9		620	285	212	288	408	-3	586	277	213	292	374	-11	0	0	151	65	31	61	100	20	100	1	405	363	null	null	null	0.104	0.124	2.305	80	351	0.009	0.03	100	3370	7180	89	99	204	214	0
10		315	267	208	286	107	-19	323	258	213	289	115	-28	0	0	50	55	34	58	86	9	76	0	88	87	null	null	null	0.28	0.335	4.097	52	222	1.743	0.14	80	3500	7170	89	97	218	226	-50
11		611	274	207	291	404	-17	602	269	211	292	395	-22	0	0	133	48	34	58	100	5	100	2	387	373	null	null	null	0.072	0.082	2.646	80	422	45.685	0.07	110	3660	7170	87	98	232	243	0
12	-0.225	565	386	207	288	358	98	535	369	208	289	328	81	0	0	149	75	30	52	100	68	100	38	456	409	3.653	0.274	0.247	0.235	0.266	1.999	80	383	0.311	0.67	110	3810	7170	87	98	247	258	0
13	-0.447	688	384	198	269	490	115	645	387	363	324	447	118	0	0	186	84	1268	398	0	0	0	0	605	565	4.261	0.235	0.264	0.215	0.234	2.13	80	293	0.29	0.97	100	3950	7170	88	98	262	272	0
14	-0.849	607	321	196	248	411	73	600	327	336	297	404	79	0	0	153	74	1173	371	0	0	0	0	484	483	5.63	0.178	0.196	0.19	0.224	1.963	80	343	0.224	0.61	110	4080	7180	88	99	274	285	0
15	-2.006	596	301	207	270	389	31	587	300	207	274	380	30	0	0	92	52	32	62	100	23	100	5	420	410	12.548	0.08	0.079	0.115	0.117	2.097	80	348	0.063	0.16	100	4240	7170	88	98	291	301	0
16	1.451	216	288	208	281	8	7	212	297	209	283	4	16	0	0	36	55	32	59	21	13	5	1	15	20	1.143	0.875	4	1.21	1.163	4.489	52	237	4.596	0.23	80	4380	7170	89	97	306	314	-50
17	0.279	1071	606	203	269	868	337	988	581	205	271	785	312	0	0	345	200	30	59	100	93	100	85	1205	1097	2.576	0.388	0.397	0.322	0.39	1.925	80	357	0.426	0.9	100	4530	7170	88	98	320	330	0
18	2.609	231	327	210	286	21	41	210	306	212	289	0	20	0	0	69	99	32	56	25	36	9	21	62	20	0.512	1.952	null	1.761	1.406	3.922	52	234	2.87	0.38	80	4670	7170	89	97	335	343	-50
19	0.275	2525	1179	208	282	2317	897	2460	1161	210	288	2252	879	0	0	953	508	31	60	100	97	100	93	3214	3131	2.583	0.387	0.39	0.341	0.382	1.667	80	353	0.409	0.95	100	4820	7170	88	98	349	359	0
20	-0.758	721	357	203	259	518	98	688	353	206	262	485	94	0	0	172	78	34	61	100	62	100	37	616	579	5.286	0.189	0.194	0.173	0.203	2.245	80	342	0.222	0.65	100	4970	7170	88	98	364	374	0
!sample_table_end
