^SAMPLE = GSM226737
!Sample_title = CSCC1
!Sample_geo_accession = GSM226737
!Sample_status = Public on Sep 11 2007
!Sample_submission_date = Sep 04 2007
!Sample_last_update_date = Aug 14 2011
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = CSCC1
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = DNA from cervical cancer cell line (HPV16)
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was isolated using the salting out procedure according to Miller and Polesky
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Cy3-dCTPs
!Sample_source_name_ch2 = Pooled reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = commercially available female DNAs (Promega, Leiden, the Netherlands) that represent DNA pools derived from at least seven individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = commercially available female DNA
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Cy5-dCTPs
!Sample_hyb_protocol = Competitive hybridization
!Sample_scan_protocol = GenePix Personal 4100A scanner (Axon Instruments, Westburg BV, Leusden, the Netherlands).
!Sample_description = Copy number analysis of cervical cancer cell lines
!Sample_data_processing = limma
!Sample_platform_id = GPL4012
!Sample_contact_name = Jan,,Oosting
!Sample_contact_phone = +31 71 5266619
!Sample_contact_department = Pathology
!Sample_contact_institute = Leiden University Medical Center
!Sample_contact_address = Albinusdreef 2
!Sample_contact_city = Leiden
!Sample_contact_zip/postal_code = 2333ZA
!Sample_contact_country = Netherlands
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM226nnn/GSM226737/suppl/GSM226737.gpr.gz
!Sample_series_id = GSE8605
!Sample_data_row_count = 12800
#ID_REF = 
#VALUE = Green / Red normalized log2 transformed ratio
#CN = Clone specific copy number
#GREEN = Raw Green intensity
#GREENBG = Raw Green background
#RED = Raw Red intensity
#REDBG = Raw Red background
#FLAGS = Genepix Flags
!sample_table_begin
ID_REF	VALUE	CN	GREEN	GREENBG	RED	REDBG	FLAGS
1	0.0282054635153848	2.04957479305582	3935	108	4174	152	0
2	0.069960699264332	2.04957479305582	4190	109	4284	151	0
3	0.0353246377413615	2.04957479305582	4258	107	4433	151	0
4	-0.263494064863458	1.62577835779494	2571	105	3467	150	0
5	-0.29886941165574	1.62577835779494	2447	105	3364	150	0
6	-0.331596822609742	1.62577835779494	2539	105	3585	151	0
7	-0.446859085745866	1.39919108531929	2883	104	4303	150	0
8	-0.515406997456432	1.39919108531929	2952	105	4587	152	0
9	-0.549586351791944	1.39919108531929	3043	106	4823	154	0
10	0.175871448853019	2.25929310616353	1963	107	1950	156	0
11	0.191996888397738	2.25929310616353	1813	106	1801	154	0
12	0.154436908403918	2.25929310616353	2047	106	2052	153	0
13	0.0590966993661305	2.0486483795846	4545	107	4604	153	0
14	0.0346723881750495	2.0486483795846	4622	105	4744	154	0
15	0.0187141611846173	2.0486483795846	4531	105	4711	153	0
16	-0.475331016121306	1.43860346480271	3327	106	4950	153	0
17	-0.461851353664625	1.43860346480271	3350	105	4939	153	0
18	-0.520303444606088	1.43860346480271	3322	105	5084	152	0
19	-0.0429947430282236	-	3215	106	3685	152	0
20	-0.0530456122414238	-	3024	104	3528	152	0
!sample_table_end
