^SAMPLE = GSM77506
!Sample_title = 1EP21
!Sample_geo_accession = GSM77506
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.116	6149	5753	2252	628	642	148	52	340	5374	5067	1889	280	288	104	52	340
G000001-2	0.026	5878	5919	2032	638	649	147	52	340	5426	5124	1805	278	284	70	52	340
G000001-3	0.126	6379	5949	2043	637	657	174	52	340	5539	5076	1827	277	285	71	52	340
G000002-1	-0.005	17303	16640	3835	658	669	144	52	420	16986	15930	4037	289	297	74	52	420
G000002-2	0.045	18318	17908	4793	657	667	146	52	420	17415	16936	4613	292	303	72	52	420
G000002-3	-0.056	18264	17747	3139	631	648	146	52	420	18608	17996	2911	282	289	68	52	420
G000003-1	-0.083	11973	11545	2806	663	674	154	52	340	12261	11437	3003	282	296	121	52	340
G000003-2	-0.119	10606	9985	2496	645	658	155	52	340	11104	10220	2691	287	298	89	52	340
G000003-3	-0.076	12262	11882	3239	647	651	144	52	340	12517	11884	3677	277	289	83	52	340
G000004-1	-0.033	16852	16031	3780	625	623	141	52	420	16884	15441	4419	282	295	76	52	420
G000004-2	0.053	17687	17700	4137	628	635	157	52	340	16729	16427	4493	281	295	82	52	340
G000004-3	-0.02	16373	15754	3134	619	634	154	52	340	16260	15072	3681	285	295	98	52	340
G000005-1	0.05	27594	27866	6544	638	641	141	52	340	26312	24796	6009	282	294	90	52	340
G000005-2	0.147	29164	27641	6422	623	625	138	52	340	26052	24120	6785	276	288	73	52	340
G000005-3	0.084	31013	29498	8381	637	641	155	52	340	28933	25719	8474	281	292	88	52	340
G000006-1	-0.12	20952	19915	5106	550	551	133	52	420	22437	21447	4767	266	272	75	52	420
G000006-2	-0.075	22757	21755	5726	559	570	149	52	420	23649	22379	6881	270	276	74	52	420
G000006-3	-0.07	24076	22240	6710	555	563	137	52	420	24939	22793	8001	256	265	71	52	420
G000007-1	-0.114	10472	10369	4402	616	627	144	52	340	10938	10643	4013	273	279	83	52	340
G000007-2	-0.101	10965	10112	4797	632	656	206	52	340	11372	9973	4804	290	301	111	52	340
!sample_table_end
