^SAMPLE = GSM77511
!Sample_title = 1EP26
!Sample_geo_accession = GSM77511
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.126	5263	5034	1623	719	735	175	52	340	4437	4164	1458	272	280	77	52	340
G000001-2	0.083	5485	5322	1326	903	904	194	52	340	4614	4444	1124	288	311	126	52	340
G000001-3	-0.203	4156	4069	1192	912	931	213	52	340	4125	4091	1489	390	419	148	52	340
G000002-1	-0.179	15788	15131	3632	559	569	142	52	420	17488	16624	4520	250	262	98	52	420
G000002-2	-0.227	15541	14717	3268	559	567	153	52	420	17773	16259	4174	235	244	80	52	420
G000002-3	-0.343	13206	12458	3405	607	609	136	52	420	16225	15294	3785	248	269	121	52	420
G000003-1	-0.218	8291	8120	2616	542	552	134	52	340	9261	9136	2672	246	250	62	52	340
G000003-2	-0.42	8251	7733	2543	528	527	122	52	340	10564	9911	2780	232	239	58	52	340
G000003-3	-0.534	7334	6779	2063	522	530	125	52	340	10110	9222	2745	245	248	67	52	340
G000004-1	-0.308	13185	12588	3178	519	529	150	52	420	15919	15532	3611	244	243	59	52	420
G000004-2	-0.306	13065	12702	2180	517	524	137	52	420	15750	15229	2774	236	242	65	52	420
G000004-3	-0.434	12505	12067	2697	472	479	131	52	420	16480	15676	3610	222	227	60	52	420
G000005-1	-0.299	20633	21859	5088	495	513	155	52	340	25018	25942	5595	238	251	151	52	340
G000005-2	-0.277	22869	22533	4996	493	518	191	52	340	27357	27128	5642	236	251	139	52	340
G000005-3	-0.305	22332	20409	6724	497	509	142	52	420	27206	25455	6754	226	240	103	52	420
G000006-1	-0.131	16960	16307	3198	479	485	122	52	420	18262	17007	4482	214	217	62	52	420
G000006-2	-0.166	16073	16101	3011	479	484	124	52	420	17706	17304	2975	215	219	63	52	420
G000006-3	-0.184	16673	16385	2792	476	483	127	52	340	18609	17219	3589	204	207	58	52	340
G000007-1	0.009	10417	9405	3167	636	646	134	52	340	9983	9796	3384	263	268	67	52	340
G000007-2	-0.133	10573	9131	3526	621	629	138	52	340	11173	9967	3812	257	263	68	52	340
!sample_table_end
