^SAMPLE = GSM77519
!Sample_title = 1EP39
!Sample_geo_accession = GSM77519
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.059	3154	3803	4228	455	476	177	52	420	3019	2816	1013	208	213	50	52	420
G000001-2	0.039	3402	3279	1400	472	498	172	52	420	3065	2826	938	214	222	56	52	420
G000001-3	-0.037	3489	3705	3174	489	598	682	52	340	3306	2853	1097	227	240	105	52	340
G000002-1	-0.03	12643	11556	3210	406	413	126	52	420	12733	11715	3443	242	270	129	52	420
G000002-2	-0.193	12665	12425	2616	389	392	102	52	340	14253	13353	2903	217	223	57	52	340
G000002-3	-0.182	11979	11406	2524	371	381	105	52	420	13372	13138	2239	203	226	257	52	420
G000003-1	0.014	7312	6766	2585	411	425	113	52	420	7036	6777	2295	203	205	44	52	420
G000003-2	-0.004	6973	6838	2046	397	408	119	52	340	6795	6493	1825	203	211	107	52	340
G000003-3	-0.004	6836	6395	1963	387	395	106	52	340	6671	6376	2131	206	207	46	52	340
G000004-1	0.049	17038	16119	3998	394	406	112	52	420	16295	14556	4067	206	210	54	52	420
G000004-2	0.107	16734	15463	4647	426	455	148	52	420	15341	14509	3546	203	207	49	52	420
G000004-3	0.175	16887	15780	3688	372	381	120	52	340	14820	14266	2562	195	202	84	52	340
G000005-1	0.032	18596	16873	5578	407	412	110	52	420	17999	16108	4734	203	208	49	52	420
G000005-2	0.182	17390	15958	5165	411	413	118	52	340	15178	13937	4723	214	225	65	52	340
G000005-3	0.087	18918	16932	5549	380	390	108	52	340	17661	15965	5111	208	212	59	52	340
G000006-1	-0.169	15321	15511	4732	391	402	119	52	420	16981	16820	5497	199	205	57	52	420
G000006-2	-0.126	12947	11803	3960	384	395	123	52	420	13917	12422	4191	203	215	70	52	420
G000006-3	-0.096	13423	12933	3136	404	416	124	52	420	14117	13564	2557	207	222	91	52	420
G000007-1	-0.058	9142	8662	2078	466	479	126	52	420	9258	8934	1801	225	226	55	52	420
G000007-2	-0.069	8895	8486	1932	456	470	162	52	420	9059	8816	1588	204	204	54	52	420
!sample_table_end
