^SAMPLE = GSM77532
!Sample_title = 2EP13
!Sample_geo_accession = GSM77532
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.222	1595	1663	727	417	433	178	52	420	1339	1382	584	329	420	913	52	420
G000001-2	0.303	2029	1912	840	426	442	144	52	420	1615	1700	904	316	328	98	52	420
G000001-3	0.224	1436	1434	554	426	451	158	52	420	1194	1296	627	329	344	120	52	420
G000002-1	1.083	12692	10559	5342	416	468	274	80	548	6119	5627	2900	326	358	189	80	548
G000002-2	0.862	12820	13384	3324	411	451	235	52	420	7150	7266	1738	325	373	290	52	420
G000002-3	0.832	13023	13042	2660	410	614	1741	52	340	7404	7140	1644	317	513	2102	52	340
G000003-1	-0.678	426	494	289	406	485	453	120	761	407	418	164	375	406	181	120	761
G000003-2	0.9	515	776	565	403	457	206	32	228	383	492	312	323	365	310	32	228
G000003-3	2.585	433	437	121	439	505	389	120	753	334	356	154	335	381	241	120	753
G000004-1	0.938	12786	12480	2297	403	423	164	52	420	6760	6522	1660	298	305	98	52	420
G000004-2	0.957	10239	10685	2855	393	403	132	52	340	5380	5315	1706	308	316	101	52	340
G000004-3	0.952	12334	12421	3073	399	420	169	52	340	6486	6105	2015	318	333	138	52	340
G000005-1	0.831	17229	17801	3398	359	373	132	52	420	9791	9996	2128	306	320	133	52	420
G000005-2	0.84	14829	15150	2907	365	391	160	52	420	8386	8698	1928	308	330	143	52	420
G000005-3	0.872	16183	16384	3550	367	385	137	52	420	8938	9131	2501	299	313	139	52	420
G000006-1	0.927	9486	9813	3019	343	398	345	120	753	5130	5062	1731	322	394	609	120	753
G000006-2	1.302	12829	12881	3503	318	389	463	80	594	5355	5340	1665	282	332	337	80	594
G000006-3	1.164	12724	12802	5052	310	347	346	120	728	5820	5449	2326	281	314	283	120	728
G000007-1	0.712	9646	9569	1778	722	742	232	52	340	5812	5847	1224	364	387	136	52	340
G000007-2	0.694	8623	8528	2041	593	612	183	52	420	5315	5168	1554	352	362	103	52	420
!sample_table_end
