^SAMPLE = GSM77553
!Sample_title = 2EP34
!Sample_geo_accession = GSM77553
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.735	1394	1515	684	513	528	161	52	420	1805	1854	839	339	351	117	52	420
G000001-2	-0.395	1555	1604	620	515	530	164	52	420	1707	1774	904	339	356	137	52	420
G000001-3	-0.342	1481	1497	545	479	489	139	52	340	1614	1688	856	344	343	102	52	340
G000002-1	0.078	13368	13148	1973	412	440	174	52	420	12574	12291	2176	296	321	142	52	420
G000002-2	-0.308	10376	10743	1547	417	441	195	52	340	12616	13138	1884	289	313	135	52	340
G000002-3	-0.105	10863	11114	2044	411	431	199	52	420	11527	11132	3695	289	302	147	52	420
G000003-1	0.217	9413	9294	1505	403	417	175	52	340	8078	8383	1459	328	359	241	52	340
G000003-2	-0.032	7977	7847	1694	433	466	176	52	340	8022	8033	2013	307	320	99	52	340
G000003-3	-0.102	7341	7466	1429	395	407	127	52	340	7725	7574	2235	269	282	97	52	340
G000004-1	0.246	12355	12503	2270	356	383	163	52	340	10398	10879	2283	281	302	136	52	340
G000004-2	-0.083	10612	10460	2533	357	358	119	52	340	11132	11375	2668	273	286	109	52	340
G000004-3	-0.033	9599	9365	2126	358	371	121	52	340	9714	9054	3143	262	266	91	52	340
G000005-1	0.176	15710	16578	2950	370	410	253	52	340	13863	14064	2679	282	310	223	52	340
G000005-2	0.258	15008	15688	3677	364	521	1383	52	420	12541	13146	3518	299	397	1010	52	420
G000005-3	-0.051	13246	13868	3962	380	449	390	52	340	13623	14097	3867	292	336	505	52	340
G000006-1	-0.021	13707	12840	5460	294	312	133	120	704	13860	13254	6036	251	264	103	120	704
G000006-2	0.207	13201	13656	4089	291	303	122	80	572	11437	11573	4002	256	282	193	80	572
G000006-3	-0.031	14031	13384	5757	287	301	134	120	716	14308	13808	6040	266	299	219	120	716
G000007-1	0.284	9904	9993	1828	479	490	151	52	420	8081	8167	2054	338	345	109	52	420
G000007-2	0.13	9586	9053	3646	462	483	172	80	560	8678	8065	3745	341	350	116	80	560
!sample_table_end
