^SAMPLE = GSM77494
!Sample_title = 1EP8
!Sample_geo_accession = GSM77494
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.108	4617	4635	1587	650	686	233	52	420	4591	4693	1835	316	318	71	52	420
G000001-2	-0.217	4586	4483	1355	616	645	208	52	420	4917	4742	1565	304	310	68	52	420
G000001-3	-0.227	4920	4826	1295	626	632	146	52	420	5323	5224	1520	297	302	67	52	420
G000002-1	-0.117	20435	20252	3341	622	633	157	52	420	21803	21588	3325	315	319	68	52	420
G000002-2	0.016	21047	20446	3969	588	607	141	52	420	20531	20064	4591	299	302	65	52	420
G000002-3	-0.005	20464	19522	3919	557	568	134	52	420	20265	19867	4491	283	293	74	52	420
G000003-1	-0.11	12637	12313	2742	667	688	158	52	340	13249	12890	2934	331	339	87	52	340
G000003-2	-0.118	11989	11101	3171	656	666	137	52	420	12618	11809	2985	319	324	69	52	420
G000003-3	-0.094	12773	12302	2692	631	646	150	52	340	13269	13089	2949	313	316	67	52	340
G000004-1	0.02	16318	16349	3034	592	607	134	52	420	15810	15460	3349	297	304	64	52	420
G000004-2	-0.025	15895	15943	2609	573	584	134	52	420	15883	15600	2925	288	292	61	52	420
G000004-3	0	19233	18512	3790	597	602	139	52	420	18923	18376	3622	283	291	71	52	420
G000005-1	-0.054	28273	27176	5274	645	659	180	52	340	28995	28322	4939	313	332	126	52	340
G000005-2	-0.038	36810	34476	9647	602	613	169	52	420	37465	35495	8317	298	311	124	52	420
G000005-3	-0.026	35310	32874	8197	570	595	172	52	420	35672	33175	8868	288	298	108	52	420
G000006-1	-0.188	24991	24074	5622	569	583	165	52	420	28128	26572	5393	299	308	76	52	420
G000006-2	-0.147	25360	24703	4936	546	561	133	52	420	27769	26621	6211	296	304	82	52	420
G000006-3	-0.199	24973	24373	5140	568	603	294	52	420	28293	26395	5814	288	299	87	52	420
G000007-1	-0.152	12321	11971	3061	639	676	272	52	420	13279	13004	2864	299	312	86	52	420
G000007-2	-0.079	12079	11661	3028	632	646	143	52	420	12396	12379	3173	305	312	70	52	420
!sample_table_end
