^SAMPLE = GSM77538
!Sample_title = 2EP19
!Sample_geo_accession = GSM77538
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.432	3476	3435	1075	940	936	290	52	340	2340	2472	1103	460	473	207	52	340
G000001-2	0.204	2970	3287	1016	747	765	329	52	340	2341	2534	948	411	418	119	52	340
G000001-3	0.19	3508	3797	1310	504	584	328	32	236	3020	3163	944	386	395	114	32	236
G000002-1	0.146	10826	10970	1916	352	358	124	52	340	9725	9458	1396	256	260	76	52	340
G000002-2	0.21	10369	10134	2021	357	366	130	52	340	8883	8688	1737	229	237	78	52	340
G000002-3	0.228	10305	9953	2639	332	347	135	52	340	8771	8599	2011	258	263	82	52	340
G000003-1	0.243	8002	7895	1154	366	370	121	32	236	6783	6787	944	330	334	104	32	236
G000003-2	0.237	8412	8206	1121	358	444	885	32	236	7147	7035	1153	312	330	207	32	236
G000003-3	0.132	6984	6519	1899	343	459	1035	52	340	6365	6044	1818	306	323	178	52	340
G000004-1	0.216	9835	9765	2705	314	315	110	52	340	8482	8400	2782	284	291	99	52	340
G000004-2	0.273	9288	9245	2387	318	336	155	52	340	7778	7754	1753	353	374	182	52	340
G000004-3	0.268	11187	11569	2173	325	344	140	32	236	9324	9570	1733	303	313	113	32	236
G000005-1	0.081	10967	10820	2817	316	323	108	52	340	10314	9907	2682	248	255	81	52	340
G000005-2	0.213	11741	11158	3112	361	439	573	52	340	10134	9630	2285	315	377	617	52	340
G000005-3	0.128	10196	9725	2681	334	359	205	52	340	9289	9278	2686	265	274	88	52	340
G000006-1	0.336	14764	13917	4075	312	322	114	120	658	11725	11077	3578	275	285	111	120	658
G000006-2	0.393	14544	13375	4188	343	366	204	120	671	11076	10221	3363	260	289	248	120	671
G000006-3	0.275	16559	16944	3595	328	350	174	80	596	13657	13494	3249	243	263	172	80	596
G000007-1	0.249	5371	5527	1543	837	820	224	52	340	4243	4313	1460	428	435	105	52	340
G000007-2	0.12	5584	5651	1746	888	887	257	52	340	4762	4437	1505	442	445	104	52	340
!sample_table_end
