^SAMPLE = GSM77503
!Sample_title = 1EP17
!Sample_geo_accession = GSM77503
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.26	6355	6336	2051	765	775	178	52	340	4942	5108	1770	275	275	77	52	340
G000001-2	0.215	5975	6002	1953	738	750	181	52	340	4763	4740	1689	252	266	79	52	340
G000001-3	0.25	6868	6736	1555	736	748	172	52	340	5423	5451	1334	265	272	76	52	340
G000002-1	0.174	19217	20032	3144	699	731	296	52	420	16678	16623	2563	266	274	84	52	420
G000002-2	0.308	19690	19453	3465	684	711	294	52	420	15617	15705	3742	265	274	74	52	420
G000002-3	0.267	20094	19722	4847	680	687	157	52	420	16409	16061	4051	270	278	88	52	420
G000003-1	0.071	11941	11596	2916	675	696	214	52	340	11011	10766	2997	283	292	88	52	340
G000003-2	0.074	11222	10953	2924	710	743	220	52	340	10265	10503	2304	281	289	85	52	340
G000003-3	-0.067	11205	11316	3764	719	747	238	52	340	11255	10912	3255	274	291	125	52	340
G000004-1	0.083	16070	16021	3210	689	713	166	52	340	14807	14462	3444	283	290	91	52	340
G000004-2	0.079	16222	16063	3288	710	725	171	52	340	14957	14923	2631	269	282	93	52	340
G000004-3	0.158	16734	16271	3739	717	722	165	52	340	14646	14765	2633	286	294	86	52	340
G000005-1	0.335	27166	27040	8648	689	714	195	52	340	21280	21362	6177	284	288	78	52	340
G000005-2	0.263	26201	25894	7400	707	723	191	52	340	21526	20711	4897	274	288	91	52	340
G000005-3	0.38	28610	26215	8496	743	755	204	52	340	21702	21021	4874	283	304	156	52	340
G000006-1	0.19	20659	20240	3816	620	626	155	52	340	17822	17437	2402	261	269	76	52	340
G000006-2	0.164	20448	20267	4677	631	650	160	52	340	17962	17614	3164	271	269	78	52	340
G000006-3	0.168	22250	22065	5941	658	672	180	52	340	19496	18886	4133	279	289	99	52	340
G000007-1	0.098	11183	10382	4587	763	772	194	52	340	10001	8723	4145	262	278	86	52	340
G000007-2	0.226	12884	13051	2836	718	740	190	32	236	10657	10956	2742	258	270	76	32	236
!sample_table_end
