^SAMPLE = GSM77546
!Sample_title = 2EP27
!Sample_geo_accession = GSM77546
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.681	2727	2918	2144	356	1340	5406	80	612	4036	3967	3020	235	759	4072	80	612
G000001-2	-0.811	2263	2348	581	318	333	132	52	340	3628	3708	764	216	223	67	52	340
G000001-3	-0.584	3277	3316	1338	356	1063	3552	52	420	4616	4669	1361	236	623	2624	52	420
G000002-1	-0.128	10024	9849	1992	326	342	130	52	420	10828	10744	2118	233	239	72	52	420
G000002-2	-0.114	9565	9518	2008	325	338	119	52	420	10216	9900	2503	219	228	67	52	420
G000002-3	-0.116	8831	8570	1788	333	352	283	52	416	9435	9487	1623	227	237	98	52	416
G000003-1	-0.149	5675	5390	1594	318	331	119	52	340	6165	5854	1774	224	224	67	52	340
G000003-2	-0.176	5950	5843	1227	317	324	125	52	340	6581	6350	1486	215	220	66	52	340
G000003-3	-0.439	5983	5495	1721	297	310	134	52	340	7927	7767	2332	221	225	65	52	340
G000004-1	-0.075	7843	7647	1348	341	356	160	52	340	8114	7949	1623	212	225	106	52	340
G000004-2	-0.161	8086	7785	1970	345	361	124	52	340	8876	8192	2910	220	224	69	52	340
G000004-3	-0.165	9204	8874	1850	338	364	171	52	340	10159	9550	2273	217	224	74	52	340
G000005-1	-0.194	8056	7787	1257	327	340	119	52	340	9053	8918	1845	214	217	67	52	340
G000005-2	-0.282	7714	7637	1337	306	321	120	52	340	9217	9429	1650	208	217	70	52	340
G000005-3	-0.779	5587	5882	1252	293	302	101	52	340	9297	9503	1976	211	222	69	52	340
G000006-1	-0.164	10217	9307	2716	334	452	908	52	420	11292	10808	2513	220	250	208	52	420
G000006-2	-0.211	9046	8893	1525	410	779	1337	52	420	10248	9685	2011	253	334	365	52	420
G000006-3	-0.235	8860	8743	1995	443	791	1327	52	400	10158	10025	1645	252	346	569	52	400
G000007-1	-0.758	5881	5728	1189	322	413	1450	52	415	9620	9564	1542	219	230	94	52	415
G000007-2	-0.783	6989	6748	1734	415	3215	8772	52	340	11565	10412	3296	255	1238	3863	52	340
!sample_table_end
