^SAMPLE = GSM77516
!Sample_title = 1EP36
!Sample_geo_accession = GSM77516
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.167	3308	3220	766	454	486	268	32	236	2770	2799	555	228	227	62	32	236
G000001-2	0.138	3586	3270	1272	509	519	123	52	340	3032	2722	1024	236	238	48	52	340
G000001-3	0.234	3644	3522	569	471	489	148	32	236	2925	2859	342	227	225	59	32	236
G000002-1	-0.062	13854	13538	1844	577	581	151	52	340	14142	13840	2092	279	286	69	52	340
G000002-2	-0.078	13653	12947	3099	557	569	171	52	340	14108	13640	2584	280	284	70	52	340
G000002-3	-0.06	13660	13128	2750	565	581	162	52	420	13930	13101	3051	281	290	85	52	420
G000003-1	-0.011	7052	6790	1736	561	574	176	52	340	6822	6552	1933	280	288	77	52	340
G000003-2	-0.076	7742	7512	1959	551	559	124	52	340	7868	7356	2117	286	292	68	52	340
G000003-3	-0.002	7945	7514	2081	538	545	128	52	340	7695	7382	2290	277	282	63	52	340
G000004-1	-0.016	16644	15877	3692	569	619	471	52	340	16543	16216	2428	287	293	77	52	340
G000004-2	-0.436	1078	2872	3930	608	1013	1670	120	707	926	2685	4142	290	729	1710	120	707
G000004-3	4.492	566	685	701	611	1000	1641	120	732	281	516	1176	283	709	1684	120	732
G000005-1	-0.08	19011	16690	5798	502	544	210	52	340	19830	18009	4732	272	289	106	52	340
G000005-2	-0.028	19093	17370	5035	520	535	138	52	420	19204	17738	4149	271	302	170	52	420
G000005-3	-0.027	18862	17342	4952	500	514	136	52	420	18968	17414	5067	264	282	111	52	420
G000006-1	-0.076	12706	12177	2289	513	530	145	52	340	13110	12758	1821	260	274	91	52	340
G000006-2	-0.1	11480	10933	2645	493	504	128	52	420	12036	11315	2557	259	262	65	52	420
G000006-3	-0.033	11963	11141	2398	465	483	143	52	420	12013	11262	2851	246	255	81	52	420
G000007-1	0.039	8630	8124	2018	468	483	150	52	420	8167	7898	1808	223	226	64	52	420
G000007-2	-0.027	8623	8193	1758	468	475	129	52	420	8528	8103	1616	221	226	57	52	420
!sample_table_end
