^SAMPLE = GSM77500
!Sample_title = 1EP14
!Sample_geo_accession = GSM77500
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.087	6177	5983	2461	515	688	993	52	287	5567	5550	1984	236	1794	8431	52	287
G000001-2	0.159	605	2367	3060	509	652	1096	256	1468	327	8329	16554	241	996	5435	256	1468
G000001-3	0.19	6122	5959	1997	503	520	183	52	333	5168	5112	1608	244	249	65	52	333
G000002-1	0.035	19628	18165	3976	474	483	127	52	420	18930	17312	4453	234	240	65	52	420
G000002-2	0.08	19503	18164	3641	483	486	114	52	420	18219	16847	4039	226	234	63	52	420
G000002-3	0.065	19931	19046	3865	496	506	111	52	420	18798	17698	3992	221	228	66	52	420
G000003-1	-0.018	10644	10254	3138	500	509	130	52	340	10509	10147	3027	240	249	66	52	340
G000003-2	-0.047	10485	9814	2900	503	522	155	52	420	10553	9960	2698	244	249	62	52	420
G000003-3	0.037	11001	10114	2970	504	522	136	52	414	10471	9812	3338	242	244	64	52	414
G000004-1	-0.013	13914	13936	2738	463	478	131	52	340	13820	13827	2690	249	255	60	52	340
G000004-2	0.034	13857	13700	2877	496	502	123	52	340	13300	13282	2699	254	259	66	52	340
G000004-3	0.035	14165	13598	2629	507	507	123	52	420	13580	13455	2609	248	250	63	52	420
G000005-1	0.123	25606	24368	6001	455	469	119	52	340	23341	21974	5434	251	255	69	52	340
G000005-2	0.157	26339	25381	5415	456	473	123	52	420	23462	21851	5576	240	246	65	52	420
G000005-3	0.128	26869	26383	6115	477	489	120	52	420	24385	23379	6541	230	239	64	52	420
G000006-1	0.016	18700	17982	3448	413	427	118	52	420	18291	17384	4266	201	209	58	52	420
G000006-2	0.012	17522	17490	3661	429	440	135	52	420	17156	16990	4409	210	214	70	52	420
G000006-3	-0.021	19330	19387	3195	426	437	112	52	340	19390	19088	3475	207	210	54	52	340
G000007-1	-0.031	13065	12692	2761	499	505	115	32	236	13079	12862	2913	244	249	68	32	236
G000007-2	-0.02	12889	11894	2661	501	510	122	32	236	12814	11951	2864	250	250	72	32	236
!sample_table_end
