^SAMPLE = GSM77534
!Sample_title = 2EP15
!Sample_geo_accession = GSM77534
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.157	2266	2356	926	434	455	134	80	526	1972	1908	802	329	338	97	80	526
G000001-2	0.486	2257	2180	985	448	459	129	52	420	1624	1700	809	332	342	99	52	420
G000001-3	0.426	2017	2170	858	449	466	134	80	547	1511	1785	1089	344	355	104	80	547
G000002-1	0.126	15361	14894	3870	400	420	163	52	420	14013	13723	3418	306	359	303	52	420
G000002-2	0.12	15423	14988	2940	410	428	167	52	420	14127	13751	3048	309	331	186	52	420
G000002-3	0.184	14639	14268	2856	389	403	122	52	420	12859	12637	3197	319	334	138	52	420
G000003-1		413	426	121	401	421	141	120	717	310	319	91	319	333	133	120	717
G000003-2		418	438	129	414	427	136	120	696	325	332	88	333	347	120	120	696
G000003-3	0	436	448	134	427	443	140	120	762	342	343	87	333	347	113	120	762
G000004-1	-0.014	14592	14851	3185	363	389	141	52	340	14665	14300	3118	295	315	146	52	340
G000004-2	0.154	13265	13223	3966	378	405	164	52	420	11883	12889	4053	300	321	127	52	420
G000004-3	0.106	14940	14391	3230	380	389	121	52	340	13846	13049	3865	314	317	89	52	340
G000005-1	0.041	17570	17855	3630	326	344	130	52	340	17066	16951	3586	300	310	93	52	340
G000005-2	0.002	18054	18207	4636	322	335	110	52	420	17991	17398	4444	282	291	92	52	420
G000005-3	0.141	17772	17117	3480	341	353	117	52	420	16102	15639	4010	294	305	108	52	420
G000006-1	-0.131	15086	14109	4007	310	318	113	120	663	16465	15455	4470	290	299	100	120	663
G000006-2	-0.158	12637	12604	4523	309	323	113	120	658	14045	13566	4606	288	296	100	120	658
G000006-3	-0.003	14131	13951	4282	325	342	132	120	710	14112	13972	4680	281	296	138	120	710
G000007-1	0.208	10902	9427	4021	427	436	119	80	526	9397	8119	3191	329	335	100	80	526
G000007-2	0.29	12632	12223	2628	417	435	151	52	414	10301	9813	2098	313	327	100	52	414
!sample_table_end
