^SAMPLE = GSM77545
!Sample_title = 2EP26
!Sample_geo_accession = GSM77545
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.017	3308	3323	944	360	1519	4538	52	406	3232	3212	784	249	503	1227	52	406
G000001-2	0.846	3775	3559	2895	377	1653	4223	120	662	2138	2615	2181	247	550	1342	120	662
G000001-3	1.052	2672	3705	4574	370	1530	4006	156	914	1362	2344	2629	252	501	1171	156	914
G000002-1	-0.015	7307	6021	2872	382	1158	2438	80	533	7248	5927	2829	252	407	521	80	533
G000002-2	0.059	7486	7003	1932	373	988	2083	52	420	7076	6889	1410	250	410	536	52	420
G000002-3	-0.273	6483	6045	1439	281	297	135	52	420	7725	7548	1187	231	236	63	52	420
G000003-1	-0.087	5339	4966	1559	328	332	109	52	420	5540	5013	1449	219	224	65	52	420
G000003-2	-0.067	4983	4823	1422	327	353	273	52	420	5107	4958	1069	228	229	68	52	420
G000003-3	-0.446	3956	3878	1072	265	280	92	52	340	5246	5028	1278	217	219	62	52	340
G000004-1	0.062	6523	6378	1387	318	327	106	52	414	6160	6007	1470	218	224	64	52	414
G000004-2	-0.143	6044	6058	1137	273	289	99	52	340	6589	6412	1367	216	218	58	52	340
G000004-3	-0.365	5232	5035	1277	258	278	147	52	420	6622	6512	1528	214	221	68	52	420
G000005-1	0.131	7104	7181	1134	296	309	99	52	414	6436	6399	1090	219	222	64	52	414
G000005-2	0.101	7926	7812	1658	292	306	102	52	414	7330	7364	1432	212	217	58	52	414
G000005-3	-0.22	5707	5472	1304	267	272	84	52	414	6558	6375	1239	221	225	58	52	414
G000006-1	-0.007	8128	7998	1567	271	285	103	52	340	8101	7989	1544	206	207	54	52	340
G000006-2	-0.013	8478	7940	2094	280	295	119	52	420	8476	7904	2348	204	212	61	52	420
G000006-3	0.059	8538	8115	2146	297	308	100	52	420	8126	8129	1932	217	216	62	52	420
G000007-1	0.04	6900	6739	1236	320	333	116	52	409	6639	6233	1375	241	246	72	52	409
G000007-2	0.055	9052	9274	6329	349	656	2229	80	511	8620	7470	3315	245	297	517	80	511
!sample_table_end
