^SAMPLE = GSM77492
!Sample_title = 1EP5
!Sample_geo_accession = GSM77492
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.149	5249	5239	1619	589	605	200	52	420	5425	5134	1858	257	263	73	52	420
G000001-2	-0.029	5081	5119	1426	567	589	186	52	420	4856	5025	1532	250	253	73	52	420
G000001-3	-0.044	5363	5118	1673	554	625	310	52	340	5200	5028	1773	243	301	238	52	340
G000002-1	-0.065	17819	17942	3149	527	546	155	52	340	18332	18971	3595	246	252	63	52	340
G000002-2	-0.115	16203	16538	3119	516	534	155	52	420	17230	17045	3586	242	252	85	52	420
G000002-3	-0.037	18238	17452	3348	510	527	165	52	420	18412	17792	4237	226	234	81	52	420
G000003-1	-0.24	11051	11013	2881	543	561	190	52	420	12685	12301	3182	279	285	76	52	420
G000003-2	-0.144	10259	10169	2268	528	544	141	52	340	11018	11107	2290	263	269	77	52	340
G000003-3	-0.18	10209	10546	2531	553	569	222	52	420	11180	11160	3219	240	249	77	52	420
G000004-1	-0.14	13709	14246	3144	532	542	163	52	420	14791	14994	3242	268	276	85	52	420
G000004-2	-0.018	13083	13660	3759	501	520	151	52	340	13000	13488	3878	262	267	76	52	340
G000004-3	-0.071	14411	15072	4415	494	545	472	52	340	14866	15383	4756	243	248	84	52	340
G000005-1	-0.32	23570	23235	5470	530	551	164	52	340	29043	27373	7660	278	279	79	52	340
G000005-2	-0.201	24432	23904	7887	531	554	177	52	420	27750	29277	8581	275	277	74	52	420
G000005-3	-0.245	27466	27464	5860	570	624	328	52	340	32129	31552	7063	253	260	69	52	340
G000006-1	-0.107	20312	19958	3617	507	535	187	52	340	21685	21284	4277	354	363	113	52	340
G000006-2	-0.155	19657	19768	3804	502	526	183	52	420	21672	20707	4565	348	358	87	52	420
G000006-3	-0.087	19148	19430	3876	500	518	198	52	420	20095	20594	4392	284	287	72	52	420
G000007-1	-0.161	9573	9270	2812	590	603	173	52	340	10309	9748	3304	263	277	78	52	340
G000007-2	-0.213	11254	11986	2770	613	617	176	32	236	12599	12363	2409	267	278	91	32	236
!sample_table_end
