^SAMPLE = GSM77547
!Sample_title = 2EP28
!Sample_geo_accession = GSM77547
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.317	1509	1862	1273	420	430	134	80	508	1225	1521	899	351	357	100	80	508
G000001-2	0.096	1421	1655	1004	444	498	453	80	508	1283	1447	813	369	384	132	80	508
G000001-3	0.437	1477	1672	1011	462	577	1077	80	522	1143	1374	867	393	510	1462	80	522
G000002-1	0.232	14485	14453	3091	418	436	163	52	408	12295	12406	3261	318	344	152	52	408
G000002-2	0.215	16131	15572	2788	423	427	135	52	340	13856	13560	2463	323	344	134	52	340
G000002-3	0.225	16505	15371	3771	431	442	135	52	414	14077	13059	3378	321	331	108	52	414
G000003-1	0.585	411	423	124	402	423	186	120	709	329	327	101	323	342	140	120	709
G000003-2	0.922	451	451	126	415	438	205	120	696	341	343	93	322	346	174	120	696
G000003-3	0.503	417	443	129	434	528	619	120	762	333	343	100	345	462	1058	120	762
G000004-1	0.182	13608	13323	3814	373	387	131	52	414	11949	12063	3313	281	301	116	52	414
G000004-2	0.135	16213	15629	3512	358	388	179	52	340	14729	14291	3247	294	296	87	52	340
G000004-3	0.074	14073	13271	3674	376	418	326	52	420	13310	11872	4580	300	375	958	52	420
G000005-1	0.265	17909	17753	4751	299	306	105	52	420	14905	14827	4869	255	267	104	52	420
G000005-2	0.252	21014	20641	3216	313	328	119	52	340	17640	17629	2677	262	270	97	52	340
G000005-3	0.271	19917	19523	4665	315	328	149	52	420	16506	17043	3622	259	276	103	52	420
G000006-1	0.114	16795	15878	5037	304	318	125	120	661	15500	15190	4862	260	273	104	120	661
G000006-2	0.187	14338	13939	5203	290	306	118	120	649	12595	13320	4523	256	279	200	120	649
G000006-3	0.087	19584	19624	2873	294	311	151	80	588	18423	18108	3832	260	305	463	80	588
G000007-1	0.367	12587	12156	1907	408	411	126	52	420	9777	9690	2011	332	340	92	52	420
G000007-2	0.331	12427	11737	2707	401	420	140	52	414	9904	9477	2469	342	357	97	52	414
!sample_table_end
