^SAMPLE = GSM77549
!Sample_title = 2EP30
!Sample_geo_accession = GSM77549
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.082	4147	3898	997	383	513	780	52	420	3816	3514	1127	259	373	823	52	420
G000001-2	0.161	4841	4625	2109	383	1041	3273	80	540	4226	3930	2113	238	481	1491	80	540
G000001-3	-0.349	3583	4261	5212	355	906	3735	80	548	4355	4009	2073	243	385	1249	80	548
G000002-1	-0.312	9750	9416	1420	296	305	114	52	414	11942	11386	2235	205	214	66	52	414
G000002-2	-0.146	9912	9419	2190	310	319	128	52	420	10833	10089	2262	210	213	59	52	420
G000002-3	-0.196	9624	9440	1712	322	338	116	52	420	10882	10437	1760	225	230	81	52	420
G000003-1	-0.203	5955	5050	2496	315	336	152	80	548	6699	5886	2979	208	215	68	80	548
G000003-2	-0.072	6671	6620	1326	300	316	115	52	420	6905	6713	1490	208	213	58	52	420
G000003-3	-0.12	6619	6410	1271	309	327	118	52	420	7067	6905	1021	212	221	64	52	420
G000004-1	-0.087	9210	8782	1651	276	287	95	52	420	9698	9520	1346	208	208	54	52	420
G000004-2	0.007	9428	9069	2226	292	300	97	52	420	9289	8842	2196	196	203	55	52	420
G000004-3	-0.018	9475	9183	1862	311	321	133	52	420	9481	9372	1966	203	205	57	52	420
G000005-1	-0.176	10812	10352	2754	299	315	112	52	414	12083	11545	3259	206	211	57	52	414
G000005-2	-0.294	9294	9154	1460	302	312	108	52	414	11244	11157	1575	217	219	56	52	414
G000005-3	-0.166	9240	9027	2415	307	323	110	52	414	10235	9742	2643	216	218	59	52	414
G000006-1	-0.164	12193	11929	2210	330	342	111	52	420	13512	13395	2264	222	228	64	52	420
G000006-2	-0.255	11044	10823	2255	342	353	105	52	420	12993	12037	2808	226	233	67	52	420
G000006-3	-0.342	10313	10132	2401	340	344	112	52	400	12881	12981	3053	236	247	81	52	400
G000007-1	0.063	13012	12447	2522	510	1626	3636	52	416	12234	12271	2244	265	547	1286	52	416
G000007-2	1.321	11288	11701	10227	429	1039	2850	208	928	4594	6884	7180	249	410	1002	208	928
!sample_table_end
