^SAMPLE = GSM77505
!Sample_title = 1EP20
!Sample_geo_accession = GSM77505
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.204	1892	2045	648	442	468	173	52	420	1563	1606	532	304	307	94	52	420
G000001-2	-0.002	1756	1861	710	465	481	162	52	420	1598	1640	591	305	318	111	52	420
G000001-3	-0.146	1646	1688	624	491	502	169	52	420	1597	1629	596	319	325	104	52	420
G000002-1	0.022	9946	10343	2018	409	425	198	52	420	9677	9740	2311	282	299	129	52	420
G000002-2	0.058	11019	10902	2362	419	459	235	52	420	10477	10185	1758	293	327	203	52	420
G000002-3	0.307	12887	11096	5207	431	465	206	80	541	10370	9074	4270	303	321	140	80	541
G000003-1	-0.14	7654	7728	1721	378	407	180	52	340	8301	8236	1488	282	288	99	52	340
G000003-2	0.313	10522	10831	3189	372	413	224	52	340	8469	8353	2318	301	313	115	52	340
G000003-3	0.032	7420	7458	1762	409	441	254	52	420	7157	7092	1614	301	309	103	52	420
G000004-1	0.156	11357	11073	2302	393	419	184	52	420	10129	10098	2154	289	303	116	52	420
G000004-2	0.22	10444	10551	3256	396	435	299	52	420	8934	8493	2726	309	365	424	52	420
G000004-3	0.377	14928	14310	3027	404	420	151	52	420	11482	11662	3565	300	315	108	52	420
G000005-1	-0.006	12633	12764	1907	363	374	145	52	420	12578	12425	2308	257	265	102	52	420
G000005-2	0.101	10843	10946	3627	361	373	136	52	420	10024	10460	3910	251	262	88	52	420
G000005-3	-0.113	9507	9304	4366	383	399	166	80	554	10137	9649	4696	272	282	92	80	554
G000006-1	0.137	10354	10661	3768	320	332	134	120	670	9375	9537	3145	247	251	83	120	670
G000006-2	-0.012	9872	9830	3292	318	335	138	120	726	9877	9500	3339	245	257	99	120	726
G000006-3	0.069	10146	10148	2964	343	362	147	120	828	9599	9831	2667	251	273	136	120	828
G000007-1	0.237	8937	8588	1726	422	443	178	52	420	7517	7241	2159	292	309	108	52	420
G000007-2	0.251	8545	8458	2192	414	430	149	52	420	7133	7175	1743	299	315	101	52	420
!sample_table_end
