^SAMPLE = GSM77497
!Sample_title = 1EP11
!Sample_geo_accession = GSM77497
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.066	5020	4956	894	582	587	143	52	340	4911	4880	1138	264	269	61	52	340
G000001-2	-0.169	4826	4754	1272	564	574	126	52	420	5056	4748	1435	263	263	61	52	420
G000001-3	-0.217	4907	4802	1443	582	590	157	52	340	5283	4867	1428	257	265	74	52	340
G000002-1	-0.111	13459	11927	5223	515	538	244	80	540	14229	12493	5673	253	260	65	80	540
G000002-2	-0.219	14579	15021	2734	472	498	238	52	420	16666	15958	3215	248	253	74	52	420
G000002-3	-0.31	15015	14633	2823	481	486	127	52	420	18245	17207	3627	230	236	68	52	420
G000003-1	-0.228	9928	9491	2487	551	567	150	52	420	11271	10374	2934	286	294	87	52	420
G000003-2	-0.293	9596	9335	2377	515	528	155	52	420	11393	10703	2928	267	274	64	52	420
G000003-3	-0.309	8951	8483	2219	476	476	108	52	420	10750	10061	2753	251	258	56	52	420
G000004-1	-0.023	14720	14624	2113	536	546	124	52	420	14682	15017	2272	274	281	71	52	420
G000004-2	-0.16	15729	15718	1652	502	511	162	52	420	17276	17150	2170	260	277	85	52	420
G000004-3	-0.136	14325	13775	3120	495	494	115	52	420	15440	14998	3421	245	250	56	52	420
G000005-1	-0.054	29117	26889	7044	567	577	152	52	420	29910	27334	8222	275	282	70	52	420
G000005-2	-0.153	25224	25033	5685	515	526	118	52	340	27734	27106	6566	261	264	54	52	340
G000005-3	-0.111	28258	26779	5897	505	524	142	52	420	30223	28608	6694	247	251	71	52	420
G000006-1	-0.1	21265	20981	2687	533	549	129	52	340	22492	21937	3882	277	284	74	52	340
G000006-2	-0.101	20270	20025	2863	521	535	129	52	420	21444	21069	3579	267	269	64	52	420
G000006-3	-0.168	21042	20493	4310	510	521	130	52	420	23329	22121	5415	254	263	74	52	420
G000007-1	-0.143	10803	10223	2567	561	571	135	52	420	11581	11011	2663	273	281	66	52	420
G000007-2	-0.116	11604	10979	2230	574	576	142	52	340	12228	11561	2553	274	282	63	52	340
!sample_table_end
