^SAMPLE = GSM77510
!Sample_title = 1EP25
!Sample_geo_accession = GSM77510
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.044	6251	5961	2350	605	612	140	52	340	6066	5683	2191	245	253	56	52	340
G000001-2	-0.058	6470	6257	2305	685	692	153	52	340	6271	5922	1879	247	252	59	52	340
G000001-3	0.009	6840	6616	2578	748	752	164	52	340	6302	6042	2232	249	262	97	52	340
G000002-1	-0.167	15260	13256	6233	619	635	160	80	541	16685	13476	6569	249	261	85	80	541
G000002-2	-0.206	15694	15331	3719	650	664	188	52	340	17590	16625	3298	232	241	65	52	340
G000002-3	-0.146	17488	16769	4359	696	709	166	52	420	18823	17950	4183	241	253	77	52	420
G000003-1	-0.314	11111	10611	2932	511	528	132	52	415	13406	12876	3116	226	233	63	52	415
G000003-2	-0.245	10767	10298	2867	537	535	118	52	340	12347	11778	2573	220	224	51	52	340
G000003-3	-0.206	10822	10353	2803	573	585	141	52	340	12049	11350	3133	229	233	59	52	340
G000004-1	-0.028	14903	14384	3376	572	580	139	52	420	14846	14187	3757	233	242	68	52	420
G000004-2	0.035	13678	12474	2970	545	542	131	52	340	13054	12259	2899	232	239	71	52	340
G000004-3	-0.138	13018	12419	2648	502	512	149	52	420	13999	13645	3797	225	234	67	52	420
G000005-1	0.05	24744	24112	4932	513	520	123	52	420	23637	22203	5038	224	229	57	52	420
G000005-2	-0.009	23484	22286	5274	494	495	119	52	420	23345	21702	5533	219	226	81	52	420
G000005-3	-0.044	21543	21637	6907	502	509	119	52	420	21906	20620	6612	212	218	58	52	420
G000006-1	0.067	20524	19335	4809	489	507	135	52	420	19330	18591	5037	210	221	74	52	420
G000006-2	0.021	20168	18445	4731	497	501	136	52	420	19600	17985	5102	214	223	70	52	420
G000006-3	-0.004	20688	18685	5224	454	469	123	52	420	20500	18158	5590	213	222	74	52	420
G000007-1	0.001	10616	9800	4212	646	663	187	52	340	10216	9353	3730	254	252	60	52	340
G000007-2	0.048	12333	12129	2655	606	634	152	32	236	11601	10768	2818	257	263	72	32	236
!sample_table_end
