^SAMPLE = GSM77508
!Sample_title = 1EP23
!Sample_geo_accession = GSM77508
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.103	6859	6808	2382	626	635	146	52	340	6082	5911	1977	277	279	68	52	340
G000001-2	0.123	7952	6922	2511	611	618	139	52	340	7005	6475	2273	263	274	78	52	340
G000001-3	-0.222	6800	6511	2380	605	622	139	52	340	7504	7147	2383	276	287	77	52	340
G000002-1	-0.014	17513	17116	3156	562	575	139	52	420	17368	17039	3240	257	262	65	52	420
G000002-2	-0.264	16327	16189	2519	528	537	126	52	340	19220	19132	2947	255	258	59	52	340
G000002-3	-0.03	17444	16584	3973	533	548	140	52	420	17508	17277	4082	245	252	64	52	420
G000003-1	-0.02	12702	12193	3700	636	648	163	52	340	12517	11758	2920	281	295	96	52	340
G000003-2	-0.29	10870	9986	2808	588	600	145	52	340	12834	11761	3007	263	277	89	52	340
G000003-3	-0.143	11572	11030	3457	587	597	146	52	340	12392	11388	2910	260	266	66	52	340
G000004-1	-0.014	16709	15983	3818	625	631	148	52	340	16532	15715	3836	289	295	74	52	340
G000004-2	0.032	16795	15485	4019	628	629	156	52	340	16087	14733	3568	276	282	71	52	340
G000004-3	-0.038	16512	16046	4743	606	630	249	52	340	16600	15881	4736	272	281	87	52	340
G000005-1	0.087	31331	31184	7217	619	633	165	52	340	29201	28431	6410	280	301	105	52	340
G000005-2	0.107	30436	27399	8632	597	621	191	52	340	27978	25055	7946	276	299	155	52	340
G000005-3	0.066	28901	27308	7683	586	634	349	52	340	27329	25998	6825	273	298	193	52	340
G000006-1	-0.093	21402	19043	5532	489	499	123	52	340	22546	20053	5550	246	247	61	52	340
G000006-2	-0.121	20957	19490	5688	496	509	127	52	420	22488	20392	6802	230	233	61	52	420
G000006-3	-0.166	21845	20185	6343	477	483	133	52	420	24192	22593	6081	225	232	62	52	420
G000007-1	0.049	12246	11188	4392	634	656	158	52	340	11514	10370	4141	288	290	66	52	340
G000007-2	0.098	12176	11119	4001	642	663	152	52	340	11052	10324	3631	274	279	64	52	340
!sample_table_end
