^SAMPLE = GSM77537
!Sample_title = 2EP18
!Sample_geo_accession = GSM77537
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.036	3464	3354	1888	534	2447	7135	80	492	3561	3400	1728	558	998	2282	80	492
G000001-2	-0.027	3592	4227	5039	542	1865	5135	80	532	3612	3562	2158	504	848	1716	80	532
G000001-3	0.374	2813	4587	7174	599	2835	7187	120	761	2182	2900	3753	473	1102	2645	120	761
G000002-1	-0.025	10339	10262	1443	326	347	222	52	420	10501	10377	1508	316	331	111	52	420
G000002-2	-0.043	10280	9628	2186	338	339	114	52	420	10552	10286	2064	306	316	98	52	420
G000002-3	-0.144	9349	9296	1972	340	344	117	52	420	10263	10202	1800	309	320	98	52	420
G000003-1	-0.139	6631	6500	1415	300	310	112	52	340	7291	7165	1391	322	333	109	52	340
G000003-2	-0.151	5713	5535	1541	300	307	118	52	340	6800	6235	1749	788	793	492	52	340
G000003-3	-0.038	6403	6256	1086	305	372	859	52	340	6932	6764	1370	671	691	307	52	340
G000004-1	-0.068	8780	7933	3033	275	283	117	52	340	9258	8660	3147	343	379	164	52	340
G000004-2	-0.03	9260	8856	2142	280	286	103	52	340	9485	9325	2744	316	325	111	52	340
G000004-3	-0.046	8750	8695	1381	284	334	380	32	236	9201	8806	1478	459	498	422	32	236
G000005-1	0.031	10438	10644	2685	308	316	106	52	340	10202	9972	2918	287	303	100	52	340
G000005-2	0.053	11078	10793	1819	308	313	124	52	340	10709	10333	1896	331	341	115	52	340
G000005-3	0.105	9477	9831	2473	290	310	117	52	340	8905	9176	1516	362	373	126	52	340
G000006-1	-0.096	14173	13751	4518	303	313	111	120	664	15181	14924	4633	358	365	107	120	664
G000006-2	-0.067	15588	14550	4123	306	310	105	120	636	16360	15425	4152	357	363	105	120	636
G000006-3	0.036	14977	14217	3713	294	312	116	120	688	14678	14223	3517	360	368	108	120	688
G000007-1	0.098	6570	6196	4541	460	1988	5830	80	535	6767	6460	3643	1059	1493	2392	80	535
G000007-2	0.104	7212	7278	5402	510	2185	5780	80	533	7256	6844	4425	1018	1456	2077	80	533
!sample_table_end
