^SAMPLE = GSM77514
!Sample_title = 1EP32
!Sample_geo_accession = GSM77514
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	0.021	3238	3137	714	505	539	272	32	236	2924	2842	614	231	232	64	32	236
G000001-2	-0.05	2486	2377	926	500	512	132	52	340	2298	2170	726	242	244	55	52	340
G000001-3	0.064	2984	2834	630	487	492	124	32	236	2615	2581	604	227	230	56	32	236
G000002-1	-0.121	12448	12058	3210	471	491	145	52	420	13252	13690	3181	226	237	78	52	420
G000002-2	-0.412	12872	12609	3524	447	456	124	52	340	16762	15736	3547	228	229	55	52	340
G000002-3	-0.383	13199	12696	2415	458	467	122	52	420	16842	16691	2377	231	231	57	52	420
G000003-1	-0.126	9052	8592	2027	505	533	174	52	420	9553	8771	2624	228	237	60	52	420
G000003-2	-0.178	8042	7719	1890	493	536	228	52	340	8773	8494	1961	231	241	71	52	340
G000003-3	-0.529	6723	6211	1704	527	634	552	52	420	9183	8885	2140	243	257	154	52	420
G000004-1	-0.033	17878	17315	2998	486	501	149	52	340	18016	18012	2285	223	232	63	52	340
G000004-2	-0.168	16485	15842	3241	435	452	129	52	420	18252	18100	2377	225	229	59	52	420
G000004-3	-0.239	16315	15881	2915	432	456	180	52	420	18965	17753	3599	219	225	60	52	420
G000005-1	-0.158	14823	15158	4357	474	495	134	52	420	16254	15874	5014	243	251	91	52	420
G000005-2	-0.165	18074	17426	3598	463	502	338	52	340	19974	19279	4342	229	250	164	52	340
G000005-3	-0.297	15517	15183	5130	447	465	139	52	420	18738	17482	6668	222	230	75	52	420
G000006-1	-0.151	14084	13792	2250	491	509	165	52	420	15330	14964	2844	240	249	86	52	420
G000006-2	-0.125	14804	14295	3043	494	511	200	52	420	15841	15330	2742	233	241	67	52	420
G000006-3	-0.185	11555	11269	3185	484	560	842	52	420	12814	12057	3717	228	241	92	52	420
G000007-1	-0.033	9006	8270	2711	547	572	200	52	420	8903	8272	2790	249	255	70	52	420
G000007-2	0.025	8954	8271	2240	517	533	142	52	340	8537	8368	2074	244	247	58	52	340
!sample_table_end
