^SAMPLE = GSM77523
!Sample_title = 2EP4
!Sample_geo_accession = GSM77523
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.251	2205	2178	729	446	451	164	52	340	2284	2105	639	191	196	56	52	340
G000001-2	0.044	2921	2891	456	424	441	179	32	236	2610	2599	356	188	200	66	32	236
G000001-3	-0.07	3595	3591	639	541	558	184	32	236	3419	3317	662	213	220	73	32	236
G000002-1	-0.084	12198	11738	2878	471	484	157	52	414	12673	12352	2435	246	252	80	52	414
G000002-2	-0.059	12686	12079	2612	521	532	165	52	420	12924	12348	2304	253	260	84	52	420
G000002-3	-0.074	12661	11946	3101	513	519	161	52	420	13047	12258	2945	258	260	69	52	420
G000003-1	-0.041	7892	7624	1890	549	570	169	52	340	7826	7592	1694	273	279	72	52	340
G000003-2	-0.403	6977	6740	1767	583	612	187	52	340	8743	8290	2004	290	292	70	52	340
G000003-3	-0.116	7983	7504	1906	657	671	170	52	340	8223	7838	1752	286	293	78	52	340
G000004-1	-0.278	13564	13670	1717	540	556	163	52	420	16089	15969	2684	293	298	77	52	420
G000004-2	0.012	14491	14291	2354	580	610	294	52	420	14086	13800	2405	293	304	99	52	420
G000004-3	0.038	16103	14755	4403	642	658	204	52	420	15336	14709	3465	280	287	73	52	420
G000005-1	0.034	16434	15446	3761	562	586	189	52	340	15801	14892	3601	298	321	236	52	340
G000005-2	0.094	14769	13818	4352	582	626	231	52	420	13585	13289	3166	293	301	74	52	420
G000005-3	0.018	14302	13465	3483	644	649	184	52	340	13814	13152	3249	326	333	106	52	340
G000006-1	0.114	14488	13747	3027	561	581	174	52	420	13166	12211	3071	293	302	88	52	420
G000006-2	0.063	12322	11585	3082	554	597	289	52	340	11548	10884	2628	286	288	82	52	340
G000006-3	-0.212	11588	10966	2333	567	610	267	52	420	13051	12589	2458	284	295	82	52	420
G000007-1	-0.208	6444	6258	1531	274	288	124	52	420	7295	7131	1453	168	170	54	52	420
G000007-2	-0.083	6905	6852	1644	318	331	141	52	420	7153	6865	1512	175	179	61	52	420
!sample_table_end
