^SAMPLE = GSM77550
!Sample_title = 2EP31
!Sample_geo_accession = GSM77550
!Sample_status = Public on Apr 14 2006
!Sample_submission_date = Oct 11 2005
!Sample_last_update_date = Apr 13 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 635nm
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Isolated tumor DNA, derived from ependymal tumors.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = 532nm
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Comparison of normal versus tumor DNA (ependymoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH).
!Sample_data_processing = Genepix result files
!Sample_platform_id = GPL2920
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3435
!Sample_data_row_count = 19395
#ID_REF = 
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	-0.264	3409	3595	964	416	842	3203	52	340	3814	3680	845	221	316	776	52	340
G000001-2	0.02	3491	3455	1094	369	378	125	52	340	3305	3406	995	225	229	70	52	340
G000001-3	-0.032	3556	3644	980	391	402	133	52	340	3452	3554	840	215	220	64	52	340
G000002-1	-0.158	10401	10407	1155	312	324	115	52	340	11458	11551	1314	204	209	60	52	340
G000002-2	-0.15	10529	10737	1464	317	330	116	52	420	11530	11979	1466	203	212	65	52	420
G000002-3	-0.182	10021	10134	1540	309	314	105	52	340	11224	11549	1601	205	215	68	52	340
G000003-1	-0.196	7025	6978	1288	373	381	135	52	340	7829	7688	1148	209	213	63	52	340
G000003-2	-0.146	7405	7313	1286	362	375	117	52	340	7999	7772	1592	206	213	64	52	340
G000003-3	-0.486	5916	5848	1502	337	349	121	52	420	8027	8183	1734	212	217	73	52	420
G000004-1	-0.125	9668	10245	4402	363	371	122	52	340	10338	10942	4530	193	203	65	52	340
G000004-2	-0.07	9516	9573	1952	351	379	180	52	340	9825	10257	2189	207	212	66	52	340
G000004-3	-0.173	9084	9092	2796	349	363	155	52	420	10052	9832	3207	205	212	63	52	420
G000005-1	-0.045	9082	9337	1584	351	358	131	52	406	9211	9082	1602	206	213	69	52	406
G000005-2	0.061	9237	9192	1775	342	351	118	52	406	8736	8617	2023	212	217	64	52	406
G000005-3	-0.142	8609	9265	2530	343	356	117	52	406	9342	9033	2598	220	225	67	52	406
G000006-1	-0.319	11084	10725	2525	342	354	115	52	420	13626	12828	2713	226	234	78	52	420
G000006-2	-0.276	11277	11091	2486	338	358	122	52	420	13470	12744	2635	224	231	67	52	420
G000006-3	-0.137	11224	10935	1762	358	399	474	52	306	12177	12206	1974	225	234	85	52	306
G000007-1	0.001	11509	11579	1536	398	471	563	52	414	11323	11377	1297	220	237	226	52	414
G000007-2	0.023	10103	9960	2194	397	481	402	52	420	9783	9672	2069	228	240	102	52	420
!sample_table_end
