^SAMPLE = GSM322063
!Sample_title = OS87B replicate 1
!Sample_geo_accession = GSM322063
!Sample_status = Public on Sep 08 2009
!Sample_submission_date = Sep 17 2008
!Sample_last_update_date = Sep 08 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Osteosarcoma tumor sample 87B
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Paediatric Human Osteosarcoma Tissue Sample
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted after harvesting the cells by Trypsin (Invitrogen) followed by phenol-chloroform extraction and subsequent precipitation in 100% ethanol. DNA precipitate was washed with 70% ethanol then eluted in DNAse free water. 
!Sample_label_ch1 = CY3
!Sample_label_protocol_ch1 = Labelling reactions were performed using the Agilent Genomic DNA Labeling Kit PLUS (Agilent Technologies, Inc., Palo Alto, USA) according to the manufacturerâs directions. Briefly, DNA was labelled with 1.5 - 3 mM Cy5-dUTP (Agilent Technologies, Inc., Palo Alto, USA), and purified using a Centricon YM-30 filter (Millipore, Billerica, USA). 
!Sample_source_name_ch2 = Normal Human Genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Human Genomic DNA from multiple anonymous male donors (Promega Corporation, Madison, USA)
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Comercial DNA extracted as per manifacturers instructions - Human Genomic DNA from multiple anonymous male donors (Promega Corporation, Madison, USA)
!Sample_label_ch2 = CY5
!Sample_label_protocol_ch2 = Labelling reactions were performed using the Agilent Genomic DNA Labeling Kit PLUS (Agilent Technologies, Inc., Palo Alto, USA) according to the manufacturerâs directions. Briefly, DNA was labelled with 1.5 - 3 mM Cy3-dUTP (Agilent Technologies, Inc., Palo Alto, USA), and purified using a Centricon YM-30 filter (Millipore, Billerica, USA). 
!Sample_hyb_protocol = Probe mixture of Cy3-labelled sample DNA, Cy5-labelled reference DNA, 50 Î¼l of 1.0mg/ ml of human Cot-1 DNA (Invitrogen, USA), 52 Î¼l of Agilent 10X Blocking Agent and 260 Î¼l of Agilent 2X Hybridization Buffer (Agilent Technologies, Inc.) was denatured at 100C for 1 minute 30 seconds and incubated at 37C for 30 minutes. The probe was applied to the array using an Agilent microarray hybridization chamber, and hybridized for 40 hours at 65C in a rotating oven (Robbins Scientific, Sunnyvale, USA) at 20 rpm. Arrays were washed according to the manufacturerâs recommendation and air dried.
!Sample_scan_protocol = Arrays were scanned using an Agilent 2565AA DNA microarray scanner (Agilent Technologies, Inc).
!Sample_description = The Agilent Human Genome CGH microarray 244A (Agilent Technologies, Inc., Palo Alto, USA) were used for the array-CGH experiments. Three Î¼g of Human Genomic DNA from multiple anonymous male donors (Promega Corporation, Madison, USA) and 3 Î¼g of test genomic DNA sample were digested with AluI (5 units) and RsaI (5 units) (Promega) for a minimum of 2 hours at 37C. Digestion quality was assessed by the DNA 1000 LabChip Kit (Agilent 2100 Bioanalyzer, Agilent Technologies). Labelling reactions were performed using the Agilent Genomic DNA Labeling Kit PLUS (Agilent Technologies, Inc., Palo Alto, USA) according to the manufacturerâs directions. Briefly, the reference and sample DNA were labelled with 1.5 - 3 mM Cy3-dUTP or Cy5-dUTP (Agilent Technologies, Inc., Palo Alto, USA), and purified using a Centricon YM-30 filter (Millipore, Billerica, USA). Probe mixture of Cy3-labelled sample DNA, Cy5-labelled reference DNA, 50 Î¼l of 1.0mg/ ml of human Cot-1 DNA (Invitrogen, USA), 52 Î¼l of Agilent 10X Blocking Agent and 260 Î¼l of Agilent 2X Hybridization Buffer (Agilent Technologies, Inc.) was denatured at 100C for 1 minute 30 seconds and incubated at 37C for 30 minutes. The probe was applied to the array using an Agilent microarray hybridization chamber, and hybridized for 40 hours at 65C in a rotating oven (Robbins Scientific, Sunnyvale, USA) at 20 rpm. Arrays were washed according to the manufacturerâs recommendations; air dried, and scanned using an Agilent 2565AA DNA microarray scanner (Agilent Technologies, Inc), and processed using Agilentâs Feature Extraction software. Dye-swapped duplicate experiments were carried out.
!Sample_data_processing = Data were processed using Agilentâs Feature Extraction software protocol for array-CGH data. To analyze genomic imbalance tumour samples (2 arrays each) the  processed R signal and processed G signal columns from the Agilent  Feature Extraction-generated a-CGH .txt files were imported into PGS.  The tumour-specific signal across all probes was normalized as a ratio  to baseline using Normalise to Baseline Tool in PGS, where baseline  data corresponded to the normal human DNA. The data was then log2  transformed using the PGS Normalization and Scaling Tool. In order to  detect regions of genomic gain and loss we applied the Genomic  Segmentation tool with segmentation parameters set at: min. probes:  10, p-value threshold: 0.01, and signal to noise: 0.1. Region report  was set at values bellow -.5/+.5 (log2) and p-value threshold of 0.05  for 2/2 (replicate) arrays in individual analysis or at 40% cut-off in  cumulative analysis (i.e. 4/10 tumour samples). Regions of significant  gain or loss were annotated to the corresponding genes present on the  Affymetrix Gene 1.0 Array using the  HuGene-1_0-st-v1.na24.hg18.transcript.csv file. Visualizations and  VENN analysis were performed in PGS.
!Sample_platform_id = GPL4091
!Sample_contact_name = Bekim,,Sadikovic
!Sample_contact_email = bsadikov@gmail.com
!Sample_contact_institute = The SickKids Hospital and Princess Margaret Hospital
!Sample_contact_address = 555 University Avenue
!Sample_contact_city = Toronto
!Sample_contact_state = Ontario
!Sample_contact_zip/postal_code = M5G 1X8
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM322nnn/GSM322063/suppl/GSM322063.txt.gz
!Sample_series_id = GSE12830
!Sample_series_id = GSE12885
!Sample_data_row_count = 243430
#ID_REF = 
#VALUE = normalized log10 (cancer/normal)
#gProcessedSignal = g chanel value
#rProcessedSignal = r chanel value
!sample_table_begin
ID_REF	VALUE	gProcessedSignal	rProcessedSignal
1	5.73E-03	6.75E+03	6.84E+03
2	0.00E+00	2.45E+01	2.12E+01
3	0.00E+00	2.42E+01	2.10E+01
4	-1.81E-02	8.17E+02	7.83E+02
5	9.30E-02	7.34E+02	9.09E+02
6	7.30E-02	5.04E+02	5.96E+02
7	-2.74E-01	1.82E+03	9.66E+02
8	-2.51E-02	1.22E+03	1.15E+03
9	-1.04E-01	1.25E+03	9.85E+02
10	-3.61E-01	3.91E+02	1.70E+02
11	9.38E-02	1.05E+03	1.31E+03
12	1.85E-02	1.15E+03	1.20E+03
13	-1.50E-02	1.43E+03	1.38E+03
14	6.62E-02	7.32E+02	8.53E+02
15	1.60E-01	9.79E+02	1.41E+03
16	1.32E-01	5.02E+02	6.80E+02
17	3.52E-02	8.43E+02	9.14E+02
18	5.33E-01	2.10E+02	7.18E+02
19	1.14E-01	5.72E+02	7.45E+02
20	-2.46E-02	6.77E+02	6.39E+02
!sample_table_end
