^SAMPLE = GSM40587
!Sample_title = M25 Cy5
!Sample_geo_accession = GSM40587
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.222	6723	6404	1096	160	170	65	52	392	5864	5594	1140	238	243	58	52	392
G000001-2	29	2	1	0.181	6857	6829	1003	163	173	73	52	362	6134	6040	893	231	234	61	52	362
G000001-3	29	3	1	0.19	7209	7023	1315	160	168	70	52	362	6389	6183	1237	208	213	57	52	362
G000002-1	21	1	1	0.201	17774	16906	2914	158	167	67	52	393	15508	15006	2782	180	185	51	52	393
G000002-2	21	2	1	0.157	15856	15381	2553	156	168	72	52	362	14260	13524	2754	179	182	54	52	362
G000002-3	21	3	1	0.195	17674	16093	3904	163	176	70	52	370	15471	14362	3870	177	179	50	52	370
G000003-1	13	1	1	0.222	14338	13287	2944	174	182	68	52	384	12319	11292	2852	173	182	61	52	384
G000003-2	13	2	1	0.148	13322	12429	2651	180	185	72	52	306	12040	11204	2299	179	187	64	52	306
G000003-3	13	3	1	0.211	11456	10709	3110	178	187	74	52	313	9927	9329	3216	182	190	58	52	313
G000004-1	5	1	1	0.097	18059	16648	4149	184	203	217	52	392	16897	15830	3367	188	237	680	52	392
G000004-2	5	2	1	0.096	18074	16905	3736	163	174	66	52	353	16929	15302	4179	176	186	57	52	353
G000004-3	5	3	1	0.098	15794	15031	4530	180	188	73	52	380	14775	13659	4285	183	247	701	52	380
G000005-1	29	4	1	0.31	48224	45382	10136	169	176	70	52	370	38961	35650	9601	206	217	94	52	370
G000005-2	29	5	1	0.27	44442	43017	8329	158	165	57	52	362	36918	35825	5885	195	201	56	52	362
G000005-3	29	6	1	0.293	48474	45008	9454	155	162	67	52	362	39615	36083	9229	187	192	45	52	362
G000006-1	21	4	1	0.119	18036	17192	3468	171	180	71	52	378	16623	15958	3733	173	177	50	52	378
G000006-2	21	5	1	0.093	17779	17152	3247	160	168	65	52	307	16692	16274	2763	174	178	53	52	307
G000006-3	21	6	1	0.111	16844	16038	3407	159	167	63	52	363	15628	14552	3579	176	184	55	52	363
G000007-1	13	4	1	0.151	13752	12534	3414	167	171	64	52	370	12416	11536	2576	180	186	52	52	370
G000007-2	13	5	1	0.112	13345	12382	2963	165	172	67	52	307	12367	11152	3019	174	186	53	52	307
!sample_table_end
