^SAMPLE = GSM40583
!Sample_title = M23 Cy5
!Sample_geo_accession = GSM40583
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	-0.144	7768	7406	1587	214	221	92	52	393	8629	8355	1067	282	295	82	52	393
G000001-2	29	2	1	-0.168	7036	6784	1302	206	214	80	52	353	7953	7792	1129	281	292	78	52	353
G000001-3	29	3	1	-0.138	7166	6961	1035	205	207	63	52	372	7945	7774	1027	285	290	73	52	372
G000002-1	21	1	1	-0.127	12998	13261	3141	201	307	1786	52	329	14258	14080	3209	282	340	842	52	329
G000002-2	21	2	1	-0.084	13553	13348	1767	200	315	1852	52	306	14433	14377	1912	281	346	873	52	306
G000002-3	21	3	1	-0.119	12805	12690	2458	201	209	63	52	352	13967	13625	2870	276	283	75	52	352
G000003-1	13	1	1	-0.026	9056	9335	2588	190	204	135	52	328	9282	9526	2865	257	317	907	52	328
G000003-2	13	2	1	-0.084	13451	12803	3811	196	204	66	52	372	14307	13545	3969	256	265	117	52	372
G000003-3	13	3	1	-0.041	9791	9482	2721	190	203	99	52	307	10135	9927	2831	260	273	125	52	307
G000004-1	5	1	1	-0.003	17892	16690	3695	182	183	58	52	384	17986	17587	2981	244	249	70	52	384
G000004-2	5	2	1	-0.009	18012	17290	2306	172	176	61	52	352	18190	17624	3044	237	248	68	52	352
G000004-3	5	3	1	-0.029	15682	15048	2773	169	184	89	52	360	16076	15740	2678	247	253	72	52	360
G000005-1	29	4	1	-0.034	36986	35018	6319	205	213	70	52	372	37940	35937	6503	286	294	83	52	372
G000005-2	29	5	1	-0.041	30105	29425	7163	215	226	111	52	315	31055	30607	7239	293	307	91	52	315
G000005-3	29	6	1	-0.068	34585	32712	5862	207	214	66	52	331	36342	34199	6772	293	304	74	52	331
G000006-1	21	4	1	-0.123	14478	14578	2428	211	234	241	52	314	15803	15657	2857	270	282	96	52	314
G000006-2	21	5	1	-0.105	14864	14817	2122	211	231	214	52	307	16036	15798	2712	273	280	73	52	307
G000006-3	21	6	1	-0.125	14813	14530	2330	199	208	101	52	306	16210	15676	2792	278	285	68	52	306
G000007-1	13	4	1	0.004	10110	9863	2104	186	194	71	52	306	10158	10121	2644	261	268	68	52	306
G000007-2	13	5	1	-0.082	11546	11231	1842	177	191	65	52	306	12296	11755	2190	261	268	70	52	306
!sample_table_end
