^SAMPLE = GSM40522
!Sample_title = M16 Cy5
!Sample_geo_accession = GSM40522
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 31 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.002	8501	8467	1347	257	677	882	52	385	8541	8426	1312	311	748	889	52	385
G000001-2	29	2	1	0.074	6844	6161	2284	223	233	83	80	440	6558	5936	1947	268	277	74	80	440
G000001-3	29	3	1	0.178	6847	6657	1516	228	234	79	52	362	6118	5949	1107	268	274	77	52	362
G000002-1	21	1	1	0.148	14754	13323	4729	206	208	58	80	450	13372	11994	4038	239	246	58	80	450
G000002-2	21	2	1	0.113	14446	12442	4584	204	209	76	80	402	13407	11729	4147	241	246	58	80	402
G000002-3	21	3	1	0.076	14230	12330	4747	212	220	67	80	426	13544	11568	4431	244	248	61	80	426
G000003-1	13	1	1	0.181	9840	9788	2141	226	255	172	52	384	8733	8503	1845	251	267	95	52	384
G000003-2	13	2	1	0.243	9627	9338	1439	224	251	179	52	352	8197	8066	1522	254	269	94	52	352
G000003-3	13	3	1	0.274	10125	10223	1491	217	230	87	52	361	8445	8578	1367	253	265	76	52	361
G000004-1	5	1	1	0.165	13276	11783	3802	225	234	77	80	438	11906	10686	3488	266	270	64	80	438
G000004-2	5	2	1	0.108	9803	9183	2980	230	247	101	80	401	9152	8404	3009	267	274	70	80	401
G000004-3	5	3	1	0.031	9296	9422	3581	236	255	121	80	428	9130	8914	3060	263	269	64	80	428
G000005-1	29	4	1	-0.058	26203	22454	9707	221	228	69	80	438	27305	22629	9357	258	267	75	80	438
G000005-2	29	5	1	-0.056	25930	26997	5729	212	230	125	52	341	26983	26910	6508	255	267	85	52	341
G000005-3	29	6	1	-0.15	23255	21487	10052	211	249	294	80	436	25815	22010	9713	251	266	100	80	436
G000006-1	21	4	1	0.098	16998	16446	2170	208	219	66	52	354	15922	15487	1964	237	238	58	52	354
G000006-2	21	5	1	0.044	15971	15623	2022	206	217	68	52	362	15531	15221	2043	239	243	69	52	362
G000006-3	21	6	1	-0.001	15080	14692	2702	215	228	88	52	370	15119	14265	2669	248	252	60	52	370
G000007-1	13	4	1	0.172	11299	11031	2224	209	221	74	52	371	10095	9716	2062	254	256	62	52	371
G000007-2	13	5	1	0.171	11895	11396	1828	210	256	549	52	370	10635	10357	1615	258	277	183	52	370
!sample_table_end
