^SAMPLE = GSM40518
!Sample_title = M13 Cy5
!Sample_geo_accession = GSM40518
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 31 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.08	5950	5331	1997	259	287	225	80	464	5679	5156	1974	295	418	1228	80	464
G000001-2	29	2	1	0.161	5441	5423	851	266	292	250	52	344	4963	4928	810	336	482	1405	52	344
G000001-3	29	3	1	0.032	5244	4886	1979	260	277	153	80	452	5202	5402	4550	326	336	101	80	452
G000002-1	21	1	1	0.218	16433	15891	2751	257	268	84	52	376	14182	13637	2779	276	279	73	52	376
G000002-2	21	2	1	0.185	14585	14370	2210	257	276	146	52	362	12867	12516	2733	263	274	87	52	362
G000002-3	21	3	1	0.219	14500	12517	4774	259	277	133	80	450	12500	11058	4491	267	277	82	80	450
G000003-1	13	1	1	0.145	11175	11442	1629	281	300	135	52	376	10149	10027	1471	297	305	84	52	376
G000003-2	13	2	1	0.192	10073	9846	2075	264	298	228	52	352	8886	8399	2125	299	308	107	52	352
G000003-3	13	3	1	0.12	10006	9681	2502	279	286	87	52	371	9254	8481	2670	301	308	75	52	371
G000004-1	5	1	1	0.091	12929	12300	2463	282	295	108	52	385	12195	11545	2415	318	333	86	52	385
G000004-2	5	2	1	0.027	10220	9199	3182	289	301	118	80	427	10065	9043	3016	319	326	82	80	427
G000004-3	5	3	1	0.115	12600	10870	4195	301	326	283	80	428	11676	10217	3690	323	341	174	80	428
G000005-1	29	4	1	0.199	19487	19619	4609	241	257	156	52	306	17044	17411	4146	272	280	78	52	306
G000005-2	29	5	1	0.227	20152	19835	4388	245	255	79	52	306	17278	17305	4135	267	278	77	52	306
G000005-3	29	6	1	0.17	20658	19990	4496	249	268	146	52	352	18416	17507	4621	278	281	68	52	352
G000006-1	21	4	1	0.196	17096	16198	3542	250	260	82	52	360	14969	13948	3847	262	270	69	52	360
G000006-2	21	5	1	0.126	15391	14587	2885	250	262	86	52	370	14150	13367	2364	271	275	66	52	370
G000006-3	21	6	1	0.118	18011	17593	2539	260	275	89	52	354	16629	15797	3143	268	274	74	52	354
G000007-1	13	4	1	0.177	11942	11701	2254	277	283	96	52	379	10609	10360	2252	292	301	74	52	379
G000007-2	13	5	1	0.19	12498	11830	1928	273	290	108	52	370	11008	10491	2081	291	297	76	52	370
!sample_table_end
