^SAMPLE = GSM40796
!Sample_title = 2M2 Cy5
!Sample_geo_accession = GSM40796
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 02 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.105	6757	6182	1434	379	383	78	52	420	6321	5757	1508	390	395	77	52	420
G000001-2	4	20	1	0.022	6292	6044	1368	369	379	111	52	420	6203	5678	1650	369	374	69	52	420
G000001-3	4	21	1	0.09	6867	6469	1574	365	374	86	52	420	6462	6074	1676	354	359	73	52	420
G000002-1	12	19	1	0.001	18607	16021	5609	384	394	93	80	541	18621	15888	5984	411	417	89	80	541
G000002-2	12	20	1	0.025	19764	19643	1859	371	381	93	52	420	19441	19494	2570	387	395	92	52	420
G000002-3	12	21	1	0.015	19334	17632	6943	361	371	85	80	554	19144	17252	6694	362	369	82	80	554
G000003-1	20	19	1	0.04	10832	10247	2326	394	410	110	52	420	10566	9998	2335	412	419	103	52	420
G000003-2	20	20	1	0.099	10870	10478	1969	396	414	151	52	420	10195	10410	1734	416	419	83	52	420
G000003-3	20	21	1	0.018	10660	10009	2345	375	384	92	52	420	10537	9911	2201	381	392	75	52	420
G000004-1	28	19	1	0.017	19796	16663	6755	411	437	139	80	548	19585	15977	7030	429	440	102	80	548
G000004-2	28	20	1	0.06	21453	20960	2326	430	462	182	52	420	20599	19825	2915	429	445	126	52	420
G000004-3	28	21	1	0.077	24947	24668	3183	424	447	142	52	420	23666	23044	3783	421	439	150	52	420
G000005-1	36	19	1	0.055	36046	32705	9416	393	409	118	52	420	34735	31756	8895	411	421	99	52	420
G000005-2	36	20	1	0.024	34727	35564	8314	396	428	231	52	420	34153	34704	9081	399	427	163	52	420
G000005-3	36	21	1	0.031	29733	29787	5342	371	379	82	52	420	29119	28691	5212	375	383	75	52	420
G000006-1	44	19	1	0.139	20493	18217	7548	406	423	114	80	547	18660	16412	6482	412	428	144	80	547
G000006-2	44	20	1	0.132	19651	18943	4280	401	426	132	52	414	17975	16945	4203	408	431	159	52	414
G000006-3	44	21	1	0.13	20252	18979	4109	372	389	109	52	420	18548	17128	3922	385	395	107	52	420
G000007-1	4	16	1	0.002	13875	12985	2624	384	392	91	52	414	13862	12964	3171	394	406	116	52	414
G000007-2	4	17	1	0.03	12562	11769	2866	383	391	96	52	420	12332	11702	3382	401	409	90	52	420
!sample_table_end
