^SAMPLE = GSM40534
!Sample_title = M22 Cy5
!Sample_geo_accession = GSM40534
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 31 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	-0.022	6192	5886	1033	165	171	60	52	393	6333	6009	1070	213	223	62	52	393
G000001-2	29	2	1	-0.047	4536	4636	928	164	172	61	52	362	4736	4780	1106	219	221	55	52	362
G000001-3	29	3	1	-0.013	6001	5601	1095	160	163	49	52	362	6105	5675	1315	211	215	53	52	362
G000002-1	21	1	1	0.104	16267	15166	2946	168	174	53	52	393	15208	14137	3052	224	230	56	52	393
G000002-2	21	2	1	0.073	12233	12345	2648	173	183	67	52	314	11685	11812	2704	219	227	60	52	314
G000002-3	21	3	1	0.15	14460	14174	1982	167	170	51	52	307	13091	12805	2484	211	220	58	52	307
G000003-1	13	1	1	0.296	11740	11187	3840	177	184	54	52	330	9641	9928	3309	224	241	130	52	330
G000003-2	13	2	1	0.119	13344	12429	4288	175	179	49	52	314	12358	11255	3631	232	232	53	52	314
G000003-3	13	3	1	0.123	10474	10169	2833	174	186	79	52	306	9686	9066	2963	229	235	61	52	306
G000004-1	5	1	1	0.13	13711	12695	3497	167	178	61	52	320	12605	12192	3315	229	233	63	52	320
G000004-2	5	2	1	0.179	11947	11554	4271	179	183	59	52	362	10618	11232	4389	226	238	70	52	362
G000004-3	5	3	1	-0.004	14689	14433	3282	176	177	47	52	314	14783	14176	3208	225	231	64	52	314
G000005-1	29	4	1	0.195	27695	26903	6535	161	168	54	52	378	24267	22945	5637	215	220	57	52	378
G000005-2	29	5	1	0.201	31135	29625	6371	180	184	60	52	314	27143	25822	5922	219	226	58	52	314
G000005-3	29	6	1	0.254	32334	29949	7631	181	183	53	52	315	27188	25967	6337	220	225	54	52	315
G000006-1	21	4	1	0.033	16686	15409	3520	168	170	49	52	314	16360	15550	3348	220	224	53	52	314
G000006-2	21	5	1	0	17289	15631	4196	169	170	49	52	315	17338	15996	3793	215	221	53	52	315
G000006-3	21	6	1	0.01	17675	16187	4002	173	179	57	52	315	17606	16141	3874	222	232	86	52	315
G000007-1	13	4	1	0.06	11216	10707	3446	174	192	127	52	322	10827	10050	3062	236	244	81	52	322
G000007-2	13	5	1	0.032	12439	11636	3604	180	189	82	52	307	12225	11231	3241	236	236	57	52	307
!sample_table_end
