^SAMPLE = GSM40979
!Sample_title = 2M22 Cy5
!Sample_geo_accession = GSM40979
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 03 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	-0.364	3320	3265	1349	369	409	203	52	340	4080	3729	1652	281	548	886	52	340
G000001-2	4	20	1	-0.274	3508	3100	1246	358	402	404	52	340	4077	3663	1421	267	279	97	52	340
G000001-3	4	21	1	-0.34	3362	3191	1376	369	398	227	52	340	4056	3688	1594	267	274	69	52	340
G000002-1	12	19	1	0.126	13828	11591	5128	362	388	151	80	542	12621	11019	5046	281	293	111	80	542
G000002-2	12	20	1	0.023	14651	14191	3476	357	374	109	52	420	14339	13503	3870	274	284	73	52	420
G000002-3	12	21	1	0.079	15156	14066	3045	355	369	114	52	420	14270	13248	3476	262	276	91	52	420
G000003-1	20	19	1	-0.013	9575	9005	3010	352	361	99	52	340	9584	9064	3134	277	284	79	52	340
G000003-2	20	20	1	-0.071	9535	8826	3114	351	368	135	52	340	9921	9012	3166	274	281	78	52	340
G000003-3	20	21	1	-0.097	9091	8543	3197	350	377	231	52	340	9619	8714	3078	270	272	72	52	340
G000004-1	28	19	1	0.023	18995	18004	3560	360	368	77	52	340	18625	17480	3329	286	289	59	52	340
G000004-2	28	20	1	0.021	16682	15256	3947	356	388	160	52	420	16367	14803	4311	277	282	63	52	420
G000004-3	28	21	1	-0.003	16952	16349	4256	352	381	148	52	420	16936	16052	5096	304	314	77	52	420
G000005-1	36	19	1	0.175	31162	28316	8757	371	398	146	52	420	27559	25278	7429	292	302	90	52	420
G000005-2	36	20	1	0.101	32028	29163	8983	365	406	153	52	420	29812	26370	9610	289	302	91	52	420
G000005-3	36	21	1	0.104	29771	27230	8987	359	376	116	52	340	27672	24817	8806	314	342	135	52	340
G000006-1	44	19	1	-0.028	14410	13761	2858	330	361	140	52	420	14638	13867	3497	282	297	127	52	420
G000006-2	44	20	1	-0.127	14737	14536	3549	360	381	146	52	420	15978	14885	4308	273	287	109	52	420
G000006-3	44	21	1	0.005	14963	14329	3905	357	368	98	52	420	14821	13977	4472	263	274	80	52	420
G000007-1	4	16	1	0.109	10639	9895	2744	365	391	205	52	420	9798	9362	2172	270	273	61	52	420
G000007-2	4	17	1	0.125	10662	9999	2453	370	392	137	52	420	9704	9324	2504	264	270	60	52	420
!sample_table_end
