^SAMPLE = GSM40592
!Sample_title = M29 Cy3
!Sample_geo_accession = GSM40592
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.033	6009	5793	843	283	294	161	52	394	5769	5488	1000	174	178	42	52	394
G000001-2	29	2	1	0.172	3791	3914	1301	290	290	76	52	372	3282	3531	1234	175	184	58	52	372
G000001-3	29	3	1	0.059	4898	4908	960	289	292	75	52	363	4606	4633	1187	181	185	46	52	363
G000002-1	21	1	1	0.006	11837	11422	3146	289	292	75	52	400	11672	11262	3052	175	179	40	52	400
G000002-2	21	2	1	0.032	11951	11903	3105	299	307	93	52	370	11574	11460	3190	178	186	49	52	370
G000002-3	21	3	1	0.147	10898	10294	2651	284	304	122	52	360	9771	9655	2843	185	194	64	52	360
G000003-1	13	1	1	0.02	7283	6814	2074	293	297	92	52	384	7066	7321	2407	174	178	44	52	384
G000003-2	13	2	1	-0.084	8807	8614	1912	287	294	80	52	314	9207	9114	2239	176	182	60	52	314
G000003-3	13	3	1	-0.05	9001	8573	2289	295	307	133	52	380	9192	8821	2185	177	181	47	52	380
G000004-1	5	1	1	-0.053	16290	15618	3698	266	281	108	52	384	16794	15942	3542	169	171	38	52	384
G000004-2	5	2	1	-0.021	12926	12739	2526	254	279	111	52	353	13033	12883	2915	171	191	169	52	353
G000004-3	5	3	1	-0.016	10428	10770	2800	276	284	85	52	372	10444	10341	2915	181	190	124	52	372
G000005-1	29	4	1	0.182	19421	17791	8416	296	319	159	80	450	17051	16531	7733	190	197	71	80	450
G000005-2	29	5	1	0.117	22027	23464	5377	306	320	124	52	352	20218	21231	5323	192	200	50	52	352
G000005-3	29	6	1	0.098	19619	20201	5342	295	300	73	52	370	18248	18322	5576	190	192	42	52	370
G000006-1	21	4	1	-0.043	12700	12734	3875	282	286	69	52	321	12973	12838	3684	179	181	40	52	321
G000006-2	21	5	1	0.002	14800	14363	2571	293	302	73	52	352	14674	14128	3076	186	188	41	52	352
G000006-3	21	6	1	0.035	14527	14007	3671	294	304	70	52	361	14085	13625	4236	189	193	42	52	361
G000007-1	13	4	1	-0.015	8907	9093	2715	285	291	73	52	371	8895	9514	2659	181	186	46	52	371
G000007-2	13	5	1	-0.014	11088	10506	2610	289	304	116	52	353	11090	10332	2932	186	193	48	52	353
!sample_table_end
